ID,gene,dbeta,feature,cluster
cg09649610,GNG4,-0.0829627040462555,TSS1500,2
cg14311320,GPR37,-0.0806011964878775,TSS200,4
cg02912326,GPR63,-0.0998875923973561,TSS1500,4
cg08618802,GPR98,-0.0886252105210385,TSS200,2
cg23636606,GSC,-0.0929885217315895,TSS200,1
cg13506653,GSX2,-0.1066791715790681,TSS1500,1
cg12644696,HECW2,-0.1209762811481223,TSS1500,3
cg26732804,HHEX,-0.0801126345874791,TSS200,1
cg14117138,HIF3A,-0.0808348270326394,TSS1500,1
cg09580567,HLX,-0.0934907913439457,TSS200,1
cg26956444,HMX3,-0.0901616490416631,TSS200,1
cg12664560,HOMER2,-0.088454468663618,TSS200,2
cg03556393,HOXC10,-0.1029838899309587,TSS200,1
cg01971137,HS3ST3B1,-0.0834310862935878,TSS1500,4
cg27176138,HS6ST3,-0.0808809826233602,TSS200,4
cg17064051,HSPA12B,-0.0885409179937415,TSS200,4
cg01192538,HTR2A,0.0872902063991154,TSS1500,2
cg01468656,HTR6,-0.0801532209769413,TSS200,2
cg26332534,HTR7,-0.104901671134291,TSS1500,2
cg12477716,IGF2BP1,-0.0822360687483222,TSS1500,4
cg19089337,INHBB,-0.1239664203372434,TSS1500,4
cg10359929,IRS1,-0.1070066164184725,TSS1500,4
cg09491991,ISM1,-0.1185379995695941,TSS1500,3
cg08377398,JAKMIP1,0.0868594304338478,TSS1500,2
cg14208112,KCNA2,-0.1052310609825542,TSS1500,4
cg18555069,KCNB2,-0.1140261934462419,TSS200,2
cg12457040,KCNIP3,-0.0897008185310383,TSS200,2
cg04934807,KCNK12,-0.1041051666258236,TSS1500,2
cg16430072,KCNN2,-0.0882368809592008,TSS1500,2
cg08706670,KCNS2,-0.0832109609265358,TSS200,2
cg07629187,KCNS3,-0.0962359585648522,TSS1500,2
cg27051954,KCTD8,-0.1126366385316717,TSS1500,2
cg26084005,KIF1A,-0.0836627951131209,TSS1500,4
cg11752586,KIF5C,-0.1052318742307985,TSS1500,4
cg22667491,KIRREL,-0.0941268581342821,TSS200,2
cg21057435,KIRREL2,-0.0819859789206143,TSS1500,2
cg02796545,KL,-0.0952114421690977,TSS200,2
cg24956250,KLRG2,-0.0975623843858583,TSS200,4
cg18556788,L3MBTL4,-0.1144070449590108,TSS200,4
cg00224671,LAMC3,-0.0819757109025843,TSS200,4
cg06341779,LEF1,-0.093154853890747,TSS200,1
cg18904346,LHX2,-0.0877230735699187,TSS1500,1
cg09131629,LIMS2,-0.0971512055960833,TSS1500,4
cg04351049,LMX1A,-0.0889855413276056,TSS1500,1
cg20134355,LOXHD1,0.0848715338142372,TSS1500,3
cg25554917,LRP2,-0.0838491805321034,TSS1500,4
cg20265661,LYPD1,-0.0934890746959315,TSS200,2
cg26001333,MAP1B,-0.1039429372204048,TSS200,3
cg04614008,MCC,-0.0861855267942808,TSS200,4
cg20691283,MEIS1,-0.0833381253829848,TSS1500,1
cg08134053,MFSD2B,-0.0956911974583072,TSS200,2
cg06209298,MIR138-1,0.084297754384373,TSS1500,3
cg09876651,MIR618,-0.0876618230162843,TSS1500,3
cg20844545,MMP17,-0.1155355604570053,TSS200,4
cg23358710,MRC2,-0.0886361343329933,TSS200,2
cg06213463,MT3,-0.0800393314173273,TSS200,3
cg20537507,MTERF,-0.0976142013886623,TSS200,4
cg08884624,MYCNOS,-0.0897491327147203,TSS200,4
cg10030636,NAT8L,-0.0882809865250906,TSS1500,4
cg06132694,NDST3,-0.0922703752902312,TSS1500,4
cg23714541,NEGR1,-0.0854099705653779,TSS1500,2
cg22630755,NEUROG1,-0.1061807098893706,TSS200,1
cg17267256,NEUROG2,-0.0962812038668723,TSS1500,1
cg10291141,NHLRC1,-0.1118305062754465,TSS200,4
cg12358000,NINL,-0.1236076492542232,TSS200,3
cg05432973,NKX2-3,-0.0804523699535136,TSS200,1
cg23466060,NKX3-2,-0.0819724657633622,TSS1500,1
cg15897645,NKX6-1,-0.1131352354703554,TSS200,1
cg23127249,NPPC,-0.0915830356727182,TSS200,4
cg10832005,NPR3,-0.10014045325017,TSS1500,2
cg07712329,NRXN2,-0.0917179537106548,TSS200,2
cg01009697,NTRK2,-0.095410001076989,TSS1500,4
cg14299675,NXNL2,-0.0816428315967697,TSS1500,3
cg07462540,NXPH1,-0.082522288501849,TSS1500,4
cg01145442,OR2AG2,0.0820131728101193,TSS1500,2
cg22699727,OR2C3,0.0812556926607196,TSS1500,2
cg00013006,OR52B4,0.0838612682323968,TSS1500,2
cg22664405,OR6C4,0.0891197015231338,TSS1500,2
cg23116322,OTX1,-0.0840519601110024,TSS1500,1
cg03552992,P2RX5,-0.0917922137874388,TSS200,2
cg00444847,PACSIN1,-0.103075955112196,TSS200,2
cg24219058,PCDH7,-0.1117853308877775,TSS1500,2
cg10592563,PDE11A,0.0808620115161745,TSS1500,3
cg14857380,PHLDB2,-0.0995078675516948,TSS200,2
cg22045271,PIK3CD,-0.0951571819999416,TSS200,2
cg05063138,PKNOX2,-0.0909946162201931,TSS200,1
cg09192572,PLXDC1,-0.0824691885994823,TSS200,2
cg25988717,POM121L2,-0.0830382655521907,TSS1500,4
cg02407659,POPDC3,-0.0975316391540854,TSS1500,2
cg03636215,POU3F1,-0.0978167266071557,TSS200,1
cg09010671,POU4F1,-0.1050770900958359,TSS200,1
cg15390518,PPP2R2B,0.0827307459032519,TSS1500,3
cg08541612,PRDM16,-0.1115215242854222,TSS200,1
cg12799077,PRICKLE1,-0.092883254973033,TSS1500,4
cg06836772,PRKAA2,-0.1143518284369266,TSS1500,4
cg00735962,PRKCB,-0.0888245903663178,TSS200,4
cg07136325,PRKD1,-0.0917442618892668,TSS1500,4
cg11450750,PRR5,-0.0949395445128306,TSS1500,2
cg23070111,PTGS2,-0.1036400449699514,TSS1500,4
cg19723563,PTHLH,-0.0995547676069733,TSS200,4
cg22141456,PTPRM,-0.0878821933706029,TSS1500,2
cg00819163,PTPRS,-0.0805985669388644,TSS200,2
cg13695877,QKI,-0.0857239264873895,TSS1500,4
cg10092374,RAC3,-0.099667014711842,TSS1500,4
cg18492647,RASGRP2,-0.0856577628692506,TSS1500,2
cg07981475,RDX,-0.0918948809951447,TSS200,2
cg16283010,RG9MTD1,-0.0943511146959087,TSS1500,4
cg06487301,RGL3,-0.106340434365894,TSS1500,2
cg20899253,RGMA,-0.093950997813718,TSS200,2
cg19451698,RHBDD1,-0.084387659238726,TSS1500,4
cg17189465,ROBO2,-0.1197251162507922,TSS200,2
cg00522056,RPRM,-0.1098030729337032,TSS200,2
cg09987129,RPS6KA2,-0.1055700350030656,TSS1500,4
cg05605052,RPSAP58,-0.1003605490740809,TSS200,4
cg02722511,RSPH4A,-0.0847573066479383,TSS1500,3
cg19365062,RSPO3,0.0927169582626757,TSS200,4
cg24128130,RTN1,-0.1086147676837781,TSS200,4
cg20641798,RTN4RL1,-0.0881678174628415,TSS200,2
cg22737001,RUNX3,-0.0962987456272926,TSS1500,1
cg08477332,S100A14,0.0946521840386118,TSS1500,4
cg25012864,S1PR1,-0.0935653358306969,TSS1500,4
cg10782380,SCUBE2,-0.0852906144225843,TSS200,4
cg06247015,SERHL2,-0.0825445068661658,TSS200,3
cg18652923,SH3RF3,-0.1057552256730699,TSS1500,4
cg01130792,SHANK3,-0.0941879435970882,TSS1500,2
cg14866200,SHISA3,-0.1381080787314657,TSS200,4
cg13237033,SIX1,-0.1132177475798631,TSS200,1
cg05740609,SIX3,-0.1267061794905557,TSS200,1
cg19065831,SLC10A4,-0.0897497693364737,TSS200,2
cg12355180,SLC30A10,-0.1036992756024468,TSS200,2
cg21957156,SLC30A2,-0.0839192984253374,TSS200,2
cg19766441,SLC34A2,-0.0830055539926102,TSS200,2
cg13004927,SLC47A1,-0.0915638881395621,TSS200,2
cg19788741,SLCO4C1,-0.0891437400426155,TSS200,2
cg23412793,SLIT2,-0.0842647489653903,TSS1500,4
cg26164681,SMO,-0.1043543157488313,TSS200,2
cg19018097,SNX32,0.0819135933705078,TSS200,3
cg03181248,SP9,-0.0902521714434741,TSS200,1
cg00481499,SPAG16,-0.1029974293806547,TSS200,3
cg04471202,SPAM1,0.0807215584303911,TSS1500,2
cg12420858,SPOCK1,-0.099819121837725,TSS200,2
cg09088257,ST3GAL6,-0.1120800218866813,TSS200,4
cg00757212,ST8SIA1,-0.0984960864969425,TSS1500,4
cg16443866,STC2,-0.1449784876306818,TSS200,4
cg21447550,SUSD4,-0.0962124587024654,TSS1500,3
cg18750433,SV2B,-0.1132169425125176,TSS200,2
cg07805642,TAAR6,0.0840587561708872,TSS1500,2
cg14650577,TACR1,-0.0997472865657553,TSS200,2
cg26488636,TALDO1,-0.082676601188792,TSS1500,4
cg01742897,TCF4,-0.109036492692589,TSS1500,1
cg23825092,TDRD1,0.117080331883714,TSS200,3
cg18490616,THNSL2,-0.0826559734267832,TSS200,4
cg04725507,TMEM150C,-0.1011863547611051,TSS1500,2
cg10192047,TMEM59L,-0.0907858271939316,TSS1500,4
cg21130861,TNFAIP8,-0.091711075867761,TSS1500,3
cg07837556,TRAM1L1,-0.090930882688084,TSS200,4
cg09308842,TRIM67,-0.0977800187867414,TSS1500,3
cg18310412,TRIM71,-0.0997856976420284,TSS1500,3
cg11829072,TRMT12,-0.088467450290583,TSS200,3
cg02268229,UCP1,-0.1265884274873276,TSS200,4
cg11659961,VANGL2,-0.0987465672407525,TSS1500,2
cg23974418,VENTX,-0.08908261505288,TSS1500,1
cg14953590,VGLL2,-0.0805326175355936,TSS200,1
cg09376680,VGLL3,-0.1193887862233026,TSS200,1
cg15279950,VSTM2L,-0.0846645851066225,TSS200,4
cg06282270,VWCE,-0.0984919980552691,TSS200,4
cg08514735,WNT5A,-0.0830008101712207,TSS1500,2
cg23139473,WRN,-0.082873158397282,TSS200,4
cg05062612,WSCD2,-0.0827278035559336,TSS200,4
cg26870337,ZBTB40,0.0850579548418325,TSS1500,1
cg10406027,ZC3H7A,-0.0874134037083959,TSS1500,4
cg06944257,ZFP3,-0.0826550344728896,TSS200,1
cg20880234,ZMYM2,-0.0880487673188179,TSS1500,1
cg00573330,ZNF141,-0.099757523906177,TSS1500,1
cg26605406,ZNF175,-0.0921325302166289,TSS1500,1
cg25593726,ZNF266,-0.0804953927714768,TSS200,1
cg18649745,ZNF350,-0.1092453719803811,TSS200,1
cg21285525,ZNF426,-0.1043163001216958,TSS200,1
cg03293697,ZNF433,-0.1213346745359266,TSS200,1
cg09265529,ZNF470,-0.1093794349896904,TSS200,1
cg17675150,ZNF532,0.083937284337285,TSS1500,1
cg02595819,ZNF547,-0.1067321929561989,TSS1500,1
cg16266453,ZNF548,-0.1011341687834413,TSS200,1
cg04572161,ZNF559,-0.1036234067915009,TSS200,1
cg08630279,ZNF569,-0.0841580065760145,TSS200,1
cg02763101,ZNF582,0.0805366640420205,TSS200,1
cg24298255,ZNF586,-0.1226852575639364,TSS200,1
cg27517351,ZNF681,-0.087919166206797,TSS200,1
cg12561338,ZNF844,-0.1054249878132675,TSS200,1
