ID,gene,dbeta,feature,methylation_level
cg03719155,ACP5,-0.0120380910727923,TSS1500,Hyper
cg05615487,ACR,0.0137810819577575,TSS1500,Hypo
cg19345219,ACRBP,0.0143269258035495,3'UTR,Hypo
cg02119938,ACSBG1,0.017889893810811,Body,Hypo
cg25309041,ACSL6,0.0123452827721564,Body,Hypo
cg14906909,ACSS3,0.0130101884132838,Body,Hypo
cg02970384,ACTA1,-0.0124823457640051,Body,Hyper
cg00813162,ACTN1,-0.0109214889581422,Body,Hyper
cg16672668,ACTN2,0.0159262894846538,Body,Hypo
cg02393907,ACTR3C,0.0106308898466966,5'UTR,Hypo
cg22497336,ACVRL1,0.0139348596112108,TSS1500,Hypo
cg06001734,ACYP2,0.015902186275608,Body,Hypo
cg02625641,ADAM10,-0.0118102655343475,Body,Hyper
cg04618277,ADAM11,0.0143587208510282,Body,Hypo
cg02494582,ADAM12,0.0145992499339221,Body,Hypo
cg03647778,ADAM19,0.0118795323762608,Body,Hypo
cg06315606,ADAM22,0.0123586850513889,Body,Hypo
cg21997164,ADAM23,0.0118973561904856,3'UTR,Hypo
cg10327756,ADAM29,0.0158734333743149,5'UTR,Hypo
cg26124318,ADAM32,-0.0149572188896924,1stExon,Hyper
cg17401106,ADAM33,0.0164499000646004,Body,Hypo
cg05022368,ADAM9,0.0135941141111344,Body,Hypo
cg15833353,ADAMTS12,0.0178795972258092,Body,Hypo
cg14206140,ADAMTS13,0.0150582305309507,Body,Hypo
cg10773249,ADAMTS15,0.0111330734901715,Body,Hypo
cg22562853,ADAMTS16,0.0145475461832769,Body,Hypo
cg05007098,ADAMTS18,0.0177778595084005,Body,Hypo
cg17651451,ADAMTS2,0.0172990025432008,Body,Hypo
cg24643381,ADAMTS20,0.0131570273682975,Body,Hypo
cg02800810,ADAMTS5,-0.0139814113251882,TSS1500,Hyper
cg18537027,ADAMTS6,0.0106977827970015,Body,Hypo
cg06476693,ADAMTS8,0.0164243866765022,Body,Hypo
cg25581822,ADAMTS9,0.0178453471665448,Body,Hypo
cg14526825,ADARB1,0.0105515853044121,3'UTR,Hypo
cg02887530,ADARB2,0.0161448769616196,Body,Hypo
cg23949519,ADAT2,0.0110235196457889,Body,Hypo
cg04556393,ADCY10,0.0106997258159919,Body,Hypo
cg22304522,ADCY8,0.0127789309221256,Body,Hypo
cg11850773,ADCYAP1,-0.011171995600911,5'UTR,Hyper
cg18421840,ADCYAP1R1,0.0143786246826857,5'UTR,Hypo
cg15785860,ADH1C,0.0119465922812075,TSS1500,Hypo
cg25223878,ADH6,0.0161884040506431,3'UTR,Hypo
cg16642695,ADHFE1,0.0127667911862262,TSS1500,Hypo
cg02063365,ADI1,0.0144215369625505,Body,Hypo
cg03780905,ADM,-0.0109906991579373,TSS200,Hyper
cg22920603,ADNP,0.0127513521962761,Body,Hypo
cg21538902,ADO,-0.0138157753331853,1stExon,Hyper
cg08644365,ADORA1,0.0123461338977882,Body,Hypo
cg04250930,ADORA2A,0.0119169400662696,TSS1500,Hypo
cg19245381,ADORA2B,-0.0180729365799703,TSS1500,Hyper
cg10994564,ADPRH,0.0142165795866581,Body,Hypo
cg23289779,ADRA1A,0.015149550972331,Body,Hypo
cg05583171,ADRA1B,0.0123508252354501,Body,Hypo
cg13848598,ADRB1,-0.0110118362414467,1stExon,Hyper
cg08495088,AEBP1,0.0153361351494923,TSS1500,Hypo
cg14543780,AFAP1,0.0161705881282945,Body,Hypo
cg15621178,AFAP1L1,0.0132550716812941,Body,Hypo
cg19598094,AFAP1L2,0.016775002917296,Body,Hypo
cg18675847,AFF1,0.0115077821335722,5'UTR,Hypo
cg14552010,AFF3,0.0180491975418011,Body,Hypo
cg06305175,AGFG1,-0.0130547249318144,1stExon,Hyper
cg13695383,AGFG2,0.0129789312870522,Body,Hypo
cg24426405,AGR2,0.0118011533300914,TSS200,Hypo
cg27383174,AGTR1,0.0186086789834446,5'UTR,Hypo
cg00326183,AGXT,0.014665620328336,1stExon,Hypo
cg13663303,AGXT2,0.0133939977128687,Body,Hypo
cg26484813,AHNAK,0.0198198527738838,5'UTR,Hypo
cg13676215,AHR,0.0101062108735431,TSS1500,Hypo
cg26954197,AHRR,0.01256532294279,3'UTR,Hypo
cg17151621,AHSG,0.0177471582517402,TSS1500,Hypo
cg07999668,AICDA,0.016307317543984,Body,Hypo
cg25403205,AIF1,-0.0104335969328634,Body,Hyper
cg05279387,AIFM3,0.0124727680403647,5'UTR,Hypo
cg08612271,AIG1,0.0107861019903222,Body,Hypo
cg27296413,AIM2,0.0126077098267833,Body,Hypo
cg11684826,AIMP2,0.0109543562806425,Body,Hypo
cg26435172,AJAP1,0.0147182996895994,Body,Hypo
cg01154527,AKAP12,0.0172202725159589,Body,Hypo
cg20130789,AKR1C4,0.0113723739551411,3'UTR,Hypo
cg19831386,AKT1,0.0140557099346376,3'UTR,Hypo
cg24018190,ALB,0.0128927615901657,Body,Hypo
cg24002522,ALCAM,0.0141314960455722,Body,Hypo
cg19847244,ALDH1A2,0.0126915532933327,3'UTR,Hypo
cg13615592,ALDH1A3,-0.0106077116796003,Body,Hyper
cg07445258,ALDH1L1,0.0159858696772656,Body,Hypo
cg18780217,ALDH2,-0.0102093262608488,5'UTR,Hyper
cg23166955,ALDOA,-0.012308143548798,5'UTR,Hyper
cg13585586,ALDOB,0.0128096948235069,TSS1500,Hypo
cg04659901,ALK,0.0176861551512419,Body,Hypo
cg20385229,ALKBH1,0.0127384370490968,TSS1500,Hypo
cg03313126,ALLC,0.0152771869186306,TSS1500,Hypo
cg09832911,ALOX5,0.0149906420259564,Body,Hypo
cg04519870,ALPI,0.0117479114112425,TSS200,Hypo
cg12466599,ALPL,0.014881630462331,Body,Hypo
cg25138484,ALPP,0.0149777644918546,TSS1500,Hypo
cg07780095,ALX1,-0.0109556143695208,Body,Hyper
cg13803688,ALX3,-0.0102254011879459,Body,Hyper
cg22931182,ALX4,-0.0127442459149714,5'UTR,Hyper
cg13783957,AMBP,0.01432500805278,Body,Hypo
cg16660220,AMBRA1,0.0130407667486638,5'UTR,Hypo
cg11325997,AMH,-0.0159309793259583,Body,Hyper
cg05838358,AMIGO2,0.0113267130649058,3'UTR,Hypo
cg04398950,AMN,-0.0137361783672311,Body,Hyper
cg16943185,AMOTL1,0.0170584774657533,Body,Hypo
cg14085012,AMPH,0.0105268744519817,Body,Hypo
cg08184047,ANAPC11,-0.0123451274237928,5'UTR,Hyper
cg07125243,ANGPT1,0.0147914667886527,Body,Hypo
cg21193744,ANGPT2,0.0134455281869046,Body,Hypo
cg22335872,ANGPT4,0.0150765988445374,5'UTR,Hypo
cg26172342,ANK1,0.0166075458457419,Body,Hypo
cg21153004,ANKDD1A,0.0115052248300146,Body,Hypo
cg19955402,ANKHD1,-0.0108480245012166,TSS200,Hyper
cg08981980,ANKLE2,0.014192104813326,3'UTR,Hypo
cg27150870,ANKRD11,0.0145542395904674,5'UTR,Hypo
cg08287791,ANKS1B,0.015456678392234,Body,Hypo
cg06207722,ANKS4B,0.0112084138711426,TSS1500,Hypo
cg23876072,ANO1,0.0181033039539871,Body,Hypo
cg13205848,ANO2,0.0155308937225547,Body,Hypo
cg06551540,ANO6,0.0110872880891434,Body,Hypo
cg07297111,ANO7,0.0165470961985907,Body,Hypo
cg14277403,ANP32B,0.0140922982254287,Body,Hypo
cg05312779,ANPEP,0.0149861276307518,3'UTR,Hypo
cg00240205,ANTXR1,0.0176980872320135,Body,Hypo
cg27529018,ANTXR2,0.0167620697400239,Body,Hypo
cg10413169,ANXA13,0.0108640235533682,Body,Hypo
cg02072495,ANXA2,0.0119653016231587,5'UTR,Hypo
cg13320146,ANXA9,0.0129800209773073,1stExon,Hypo
cg08562004,AOC3,0.0138025950110475,3'UTR,Hypo
cg01089544,APBA1,0.0158414349466539,Body,Hypo
cg07699300,APBA2,0.0167032237966257,Body,Hypo
cg06730285,APBB3,0.0127623061038577,TSS1500,Hypo
cg10094078,APC2,-0.0122703805503361,Body,Hyper
cg03396005,APCDD1,0.0185258906738836,Body,Hypo
cg03856044,APCS,0.0140927743151542,5'UTR,Hypo
cg20832320,APEH,0.0114001365610833,Body,Hypo
cg00074348,APLNR,0.0127142932997678,TSS1500,Hypo
cg19220607,APLP1,0.0121608334427613,Body,Hypo
cg21319310,APOB,0.0127871508039634,Body,Hypo
cg18696237,APOBEC3H,0.0138273907667908,TSS1500,Hypo
cg08121984,APOC1P1,0.0110395990612873,TSS200,Hypo
cg20090143,APOC2,0.0142709063934495,Body,Hypo
cg04351793,APOD,0.0143135093666003,TSS1500,Hypo
cg16481618,APOH,0.018766135070208,TSS200,Hypo
cg13169373,APP,-0.0111363663843941,Body,Hyper
cg12547531,AQP1,0.0117557045794331,Body,Hypo
cg00729275,AQP4,0.0199989707717088,Body,Hypo
cg03339560,AQP5,0.0139700984866182,Body,Hypo
cg18202741,AQP6,0.0141888059858921,TSS200,Hypo
cg19306640,AQP8,0.0182897357002109,TSS200,Hypo
cg11577097,AQP9,0.0134001043440752,5'UTR,Hypo
cg22385669,AQR,0.0109344116962848,TSS1500,Hypo
cg03059876,ARFGAP1,0.0139424372831388,5'UTR,Hypo
cg14780276,ARHGAP10,0.0107281071513781,Body,Hypo
cg13485533,ARHGAP24,0.0159759744744814,Body,Hypo
cg14555350,ARHGAP26,0.0139062720595591,Body,Hypo
cg22153994,ARHGAP27,0.0110706098719366,TSS1500,Hypo
cg14074715,ARHGDIA,-0.0121533236952511,TSS200,Hyper
cg11699208,ARHGEF10,0.0139112753205631,Body,Hypo
cg00152117,ARHGEF11,0.0140034544967526,Body,Hypo
cg04919489,ARHGEF12,0.0156672063839013,Body,Hypo
cg05776861,ARHGEF7,0.0151289717541445,TSS200,Hypo
cg08308556,ARID1B,-0.0113374795205343,Body,Hyper
cg25953130,ARID5B,0.0155003683822564,Body,Hypo
cg24125767,ARL11,0.011072761484169,3'UTR,Hypo
cg10784776,ARL6IP5,0.0122877101407416,Body,Hypo
cg26530942,ARMC9,0.0169988371273979,Body,Hypo
cg01446731,ARNT2,0.0158699253096079,Body,Hypo
cg26165146,ARNTL2,0.0167385319224617,TSS1500,Hypo
cg10119082,ARPC1B,-0.0225446017787063,Body,Hyper
cg06454982,ARRB1,0.0103328085455856,Body,Hypo
cg02286380,ARRB2,-0.0119365237943053,Body,Hyper
cg03405473,ARSI,0.0155433818150499,Body,Hypo
cg03245218,ART1,0.0132090474175023,TSS200,Hypo
cg26114324,ARTN,-0.0135857048877417,1stExon,Hyper
cg06404572,ASAP1,0.0104844473638721,Body,Hypo
cg05159685,ASAP2,0.0159157278729303,Body,Hypo
cg18008487,ASB4,0.0134074676955054,Body,Hypo
cg02964724,ASCL2,-0.0129026092246663,TSS200,Hyper
cg15468668,ASGR1,0.0127871380824482,5'UTR,Hypo
cg11658909,ASH1L,0.013674910716523,5'UTR,Hypo
cg13681935,ASIP,0.0145649530259113,Body,Hypo
cg21941611,ASPA,0.016035628949455,TSS1500,Hypo
cg10038250,ASPG,-0.0116789428042989,Body,Hyper
cg05277504,ASPSCR1,0.0142103628874769,Body,Hypo
cg13835114,ASS1,0.0108514477549187,5'UTR,Hypo
cg23534142,ATF3,0.0173817407550228,5'UTR,Hypo
cg12912426,ATF7IP,0.0125720563752068,5'UTR,Hypo
cg16028117,ATG7,0.0120182846088345,Body,Hypo
cg00335712,ATOH1,-0.0172432979115633,TSS1500,Hyper
cg25482454,ATOH8,0.0166622446456169,Body,Hypo
cg03585795,ATP11B,0.0121418719534648,3'UTR,Hypo
cg10095954,ATP2A3,0.0122288819315575,Body,Hypo
cg00709775,ATP2B2,0.0187788375693847,3'UTR,Hypo
cg10017641,ATP2B4,0.0106925059316638,5'UTR,Hypo
cg06123346,ATP4A,0.0159693293039911,1stExon,Hypo
cg01233487,ATP4B,0.0142545088080873,TSS200,Hypo
cg07231738,ATP6V0D1,0.0115265783477877,3'UTR,Hypo
cg06689659,ATP6V0D2,0.0116276778821192,TSS1500,Hypo
cg05177287,ATP7B,0.0131953707348069,3'UTR,Hypo
cg18864804,ATRNL1,0.013376140636938,Body,Hypo
cg18593303,ATXN1,0.0141263700561777,5'UTR,Hypo
cg14797899,AUTS2,0.015151139637418,Body,Hypo
cg07915206,AVEN,0.0139969741199261,Body,Hypo
cg08709672,AVPR1B,-0.0121805530310777,5'UTR,Hyper
cg04293307,AXIN2,0.0105746127294419,Body,Hypo
cg01974715,AXL,0.0134347836401242,TSS1500,Hypo
cg12019109,AZGP1,0.012785230836464,TSS1500,Hypo
cg25469234,B3GALNT1,-0.0115302163604452,5'UTR,Hyper
cg03465506,B3GAT1,0.0138599210516929,5'UTR,Hypo
cg05771369,B4GALNT1,-0.0148513809621544,Body,Hyper
cg03167683,B4GALNT2,-0.0145927057739553,1stExon,Hyper
cg05779272,B4GALT1,-0.0125078379627814,TSS1500,Hyper
cg18175606,BACE2,0.0112745820105159,Body,Hypo
cg17066529,BACH2,0.0134980215259343,5'UTR,Hypo
cg08756008,BAG3,0.0139693895592738,Body,Hypo
cg20317521,BAIAP2,0.0166638698436457,Body,Hypo
cg04192862,BAMBI,-0.0137116133743545,1stExon,Hyper
cg04252938,BANP,0.014706472008871,Body,Hypo
cg07315745,BARX2,-0.0155053055497583,TSS200,Hyper
cg16281534,BASP1,0.0122622400266168,5'UTR,Hypo
cg25332499,BATF2,0.0106856462008719,3'UTR,Hypo
cg25731261,BBC3,0.0202270996346471,1stExon,Hypo
cg03074126,BCAM,0.0156023011108334,Body,Hypo
cg03351003,BCAR1,0.0124955367483701,Body,Hypo
cg03050127,BCAS3,0.0159165932605679,Body,Hypo
cg11956052,BCAT2,0.0110138965569308,Body,Hypo
cg23678058,BCL11A,0.0111520729374542,Body,Hypo
cg16256390,BCL11B,-0.0131624696551602,Body,Hyper
cg21234506,BCL2A1,0.0156256826141843,1stExon,Hypo
cg12873919,BCL2L1,0.0170500783623913,Body,Hypo
cg16787199,BCL2L10,0.0190394369051934,3'UTR,Hypo
cg27087650,BCL3,0.0116173431348001,Body,Hypo
cg08786079,BCL6B,0.0132062414508286,3'UTR,Hypo
cg20779314,BCL9,0.0161544781629597,5'UTR,Hypo
cg00919591,BCR,-0.0147810896235568,1stExon,Hyper
cg05837855,BDH1,0.0135741556948888,5'UTR,Hypo
cg13965707,BDKRB1,0.0172686212708908,TSS1500,Hypo
cg22043168,BDNF,-0.0125733977671106,Body,Hyper
cg15456821,BEST1,0.0119191789361349,TSS200,Hypo
cg12354382,BFSP2,0.0156009359250741,1stExon,Hypo
cg06228507,BHLHE23,-0.0101636360210941,3'UTR,Hyper
cg18768347,BHLHE40,0.0123709573257919,Body,Hypo
cg02286091,BHMT,-0.0104111305612005,5'UTR,Hyper
cg17408087,BHMT2,0.0155735064209738,Body,Hypo
cg00895528,BIRC7,0.0108581243175027,1stExon,Hypo
cg17971649,BLCAP,0.0126754824203718,5'UTR,Hypo
cg19882315,BLK,0.0196936542280198,5'UTR,Hypo
cg20540372,BLNK,0.0112897255773022,TSS1500,Hypo
cg23043779,BMP1,0.0137368857230376,Body,Hypo
cg23534245,BMP2,0.0137429545943464,Body,Hypo
cg12535476,BMP5,0.010672046919229,Body,Hypo
cg12518442,BMP7,-0.0153388347975816,TSS200,Hyper
cg15728256,BMP8B,-0.0117338771291428,5'UTR,Hyper
cg12007466,BMPR1B,0.0106895013566149,5'UTR,Hypo
cg07842594,BMS1,-0.0102469431746929,5'UTR,Hyper
cg08633249,BNC1,0.0160051009197296,3'UTR,Hypo
cg03291755,BNC2,0.0181085121866987,Body,Hypo
cg03072665,BOK,0.0112570926511129,Body,Hypo
cg20329047,BOP1,0.0112887676181108,Body,Hypo
cg06057569,BRD1,0.0109899181467579,TSS1500,Hypo
cg02637512,BRD8,0.0140062446978782,Body,Hypo
cg26402555,BRF1,-0.0126448458857477,Body,Hyper
cg27058889,BSND,0.0138825274562724,1stExon,Hypo
cg08114852,BTBD10,0.0121791997032296,Body,Hypo
cg11617821,BTC,0.0145947785019513,3'UTR,Hypo
cg06259800,BTNL2,0.0173509335381839,Body,Hypo
cg08764167,BTRC,-0.0131408516879639,5'UTR,Hyper
cg24524485,BUB3,0.0125755802615815,Body,Hypo
cg07477109,BUD31,-0.0139091814846055,TSS1500,Hyper
cg06418867,C10orf90,0.0144125228406705,Body,Hypo
cg10623913,C12orf75,0.0107883135528956,Body,Hypo
cg04267828,C16orf74,0.0178299494563577,3'UTR,Hypo
cg17306401,C16orf82,0.0138781645229575,TSS200,Hypo
cg17994788,C1GALT1,0.0101276603547056,5'UTR,Hypo
cg13168221,C1QA,0.0106990725308117,TSS1500,Hypo
cg24042242,C1QL1,-0.0123699006798071,Body,Hyper
cg10224476,C1QTNF8,0.0122009123018809,3'UTR,Hypo
cg26681458,C1orf61,0.0124593506804638,Body,Hypo
cg24740868,C1orf87,-0.0123941485421486,1stExon,Hyper
cg07880384,C2,0.014943130034949,3'UTR,Hypo
cg11800608,C20orf85,0.0139090816876801,TSS1500,Hypo
cg20449404,C3,0.0157095128732598,Body,Hypo
cg11070419,C4BPA,0.0114503788789356,TSS1500,Hypo
cg19707677,C4BPB,0.0116931519387151,Body,Hypo
cg02149446,C5AR1,0.011088358943495,TSS1500,Hypo
cg03346692,C6orf58,0.01479490296837,Body,Hypo
cg04344695,CA12,0.0178652357841489,Body,Hypo
cg02393479,CA3,0.0132135716712935,Body,Hypo
cg05210412,CA4,-0.0128063955946882,5'UTR,Hyper
cg16727774,CA5A,0.0150166585220882,Body,Hypo
cg00182273,CA7,0.015383623156353,TSS1500,Hypo
cg13723731,CA8,0.0159438644626002,Body,Hypo
cg20759047,CABLES1,0.0128850358860149,Body,Hypo
cg26176242,CABLES2,0.0130996517362228,Body,Hypo
cg00393992,CABP1,0.0119350285527059,Body,Hypo
cg19966472,CABYR,0.0122599249756855,Body,Hypo
cg05488168,CACNA1A,0.0151125039421487,Body,Hypo
cg13678205,CACNA1B,0.0168084026411273,Body,Hypo
cg15243478,CACNA1C,0.0167038822350613,Body,Hypo
cg19033906,CACNA1D,0.0134784577124338,Body,Hypo
cg26259818,CACNA1E,0.0124279374639057,Body,Hypo
cg17319889,CACNA1G,0.0180137116733768,Body,Hypo
cg18001869,CACNA1I,0.0179489597475027,TSS200,Hypo
cg10472064,CACNA2D2,0.0161722449239193,Body,Hypo
cg26068215,CACNA2D3,0.0187099626157736,Body,Hypo
cg18174402,CAD,0.0132401981865044,Body,Hypo
cg24749470,CADM1,0.0154146808057283,Body,Hypo
cg25948255,CADM2,0.0120483419162942,Body,Hypo
cg01803258,CADM3,0.0172949230883498,Body,Hypo
cg26290632,CALB1,-0.0110381965131061,1stExon,Hyper
cg27207776,CALB2,0.0133379053817376,Body,Hypo
cg25943588,CALCA,-0.0210410894771946,TSS200,Hyper
cg23061150,CALCR,0.0159641607494676,5'UTR,Hypo
cg16628093,CALCRL,0.0157522113079199,5'UTR,Hypo
cg18075666,CALD1,0.0147934671100511,5'UTR,Hypo
cg18079499,CALM1,-0.0118710259440445,Body,Hyper
cg09361748,CALN1,0.0155711403082719,Body,Hypo
cg26433640,CAMK1D,0.0112339347876797,Body,Hypo
cg02724909,CAMK2A,0.016062825052945,Body,Hypo
cg09999977,CAMK2B,0.0164837504735226,Body,Hypo
cg00500936,CAMKK2,-0.0120017644251159,1stExon,Hyper
cg18728493,CAMP,0.0154923761007562,TSS1500,Hypo
cg24851249,CAMTA1,0.0180729957449552,Body,Hypo
cg07831432,CANX,-0.0156891347241519,TSS1500,Hyper
cg23036213,CAP2,0.0134309532757044,Body,Hypo
cg09620688,CAPN1,0.0123223976813621,Body,Hypo
cg15033552,CAPN2,0.0135457503516813,TSS200,Hypo
cg15775674,CAPN3,0.01793199026004,Body,Hypo
cg13885609,CAPN5,0.0115085460070097,Body,Hypo
cg14189116,CAPRIN2,0.0101491062081462,Body,Hypo
cg13100118,CAPZB,0.0141405224127732,Body,Hypo
cg15168995,CARD10,0.016451197751099,Body,Hypo
cg17768768,CARD11,0.01395458093256,Body,Hypo
cg14890343,CARD14,0.0164904193286561,TSS1500,Hypo
cg14153677,CASC2,0.0103572035823127,Body,Hypo
cg23817555,CASP8,0.0123243099912609,5'UTR,Hypo
cg19108881,CASR,-0.0127030545077589,TSS200,Hyper
cg21635917,CAST,-0.0112504839717766,TSS200,Hyper
cg17177074,CASZ1,0.0129636737100451,5'UTR,Hypo
cg06225476,CAV1,0.01364625848151,Body,Hypo
cg08872064,CAV3,0.0137326291365212,3'UTR,Hypo
cg03178541,CBFA2T3,0.0160389827602491,Body,Hypo
cg23965590,CBL,0.02188857298733,Body,Hypo
cg00882967,CBS,0.014493865302485,Body,Hypo
cg13291466,CBX2,0.0116474736278055,Body,Hypo
cg22353329,CBX4,-0.0116374471097456,TSS1500,Hyper
cg05007163,CBX6,0.0203204763733213,Body,Hypo
cg05903330,CBX7,-0.0135756288311477,Body,Hyper
cg16423682,CCBE1,-0.012243237700685,Body,Hyper
cg27537628,CCDC106,-0.0158252268778488,5'UTR,Hyper
cg12030788,CCDC136,0.0102551709113603,Body,Hypo
cg10018216,CCDC154,0.0104838395987992,Body,Hypo
cg04132891,CCDC80,0.0115116166736639,Body,Hypo
cg18397314,CCDC85C,0.0170635504242466,Body,Hypo
cg10511902,CCDC88C,0.0173212922885363,Body,Hypo
cg02853115,CCHCR1,0.0112492268954244,Body,Hypo
cg13427828,CCK,0.0135815210321957,Body,Hypo
cg09105913,CCKAR,0.0118132623719126,TSS200,Hypo
cg04488853,CCKBR,0.015495823547806,3'UTR,Hypo
cg08499840,CCL11,0.0152415850775141,TSS1500,Hypo
cg09256683,CCL14,0.0145729135042953,1stExon,Hypo
cg08214029,CCL18,0.0107742497523246,TSS200,Hypo
cg21109025,CCL2,0.0184519693470002,TSS1500,Hypo
cg27443224,CCL21,0.0135766082369263,1stExon,Hypo
cg05700681,CCL22,0.0108932135965567,1stExon,Hypo
cg22044951,CCL24,0.0155307330220675,Body,Hypo
cg21743830,CCL25,0.0111895295516092,1stExon,Hypo
cg14076417,CCL28,0.0164445835400714,TSS200,Hypo
cg08656816,CCL5,0.0126326368238141,TSS200,Hypo
cg02936263,CCL7,0.0133229239280118,TSS1500,Hypo
cg04656009,CCL8,0.0137282739639475,TSS1500,Hypo
cg22075222,CCNA1,0.0180964656851312,Body,Hypo
cg00248856,CCND1,0.0149563148524203,Body,Hypo
cg05667158,CCND2,-0.0108982365814675,TSS1500,Hyper
cg14029001,CCND3,-0.0165228467184357,5'UTR,Hyper
cg09323434,CCNJ,-0.0127262805221813,TSS1500,Hyper
cg24110396,CCNY,0.0130775525986877,5'UTR,Hypo
cg17786516,CCR5,0.0136172254154072,TSS1500,Hypo
cg01646461,CCR6,0.0167107808684055,5'UTR,Hypo
cg23663547,CCR7,-0.0136885391046118,3'UTR,Hyper
cg26647600,CCR8,0.0104383030216796,TSS1500,Hypo
cg14102807,CD19,0.0155043284978682,Body,Hypo
cg15952487,CD1B,0.0118333256571541,Body,Hypo
cg16993682,CD1C,0.0178027407244519,TSS1500,Hypo
cg03328730,CD1D,0.0130628372165875,TSS200,Hypo
cg25086874,CD200,0.0124923264350465,Body,Hypo
cg08989942,CD207,0.0146127916664515,TSS1500,Hypo
cg13383058,CD248,-0.0108971195493009,TSS200,Hyper
cg10586317,CD276,0.0201898577154006,5'UTR,Hypo
cg14018141,CD300A,0.0160146724763234,3'UTR,Hypo
cg07458509,CD320,0.0147988967326816,Body,Hypo
cg27625491,CD36,0.0158592452911231,TSS1500,Hypo
cg22232207,CD40,-0.0140039349186341,TSS200,Hyper
cg23186333,CD44,0.0138674670316933,Body,Hypo
cg10516886,CD53,0.0122134817011841,TSS1500,Hypo
cg11379605,CD58,0.0118064661242575,Body,Hypo
cg07440264,CD59,0.0113475424882571,5'UTR,Hypo
cg13918228,CD69,0.0104338916839716,TSS1500,Hypo
cg03631294,CD79B,0.014040467435566,Body,Hypo
cg21572897,CD80,0.0119605894269971,5'UTR,Hypo
cg26438284,CD81,0.0129696547794978,Body,Hypo
cg11874272,CD86,0.0176106080153591,TSS1500,Hypo
cg13681325,CD8A,0.0166660456527964,5'UTR,Hypo
cg00080418,CD8B,0.0122106135778295,Body,Hypo
cg05655806,CD96,0.0129412342379539,TSS200,Hypo
cg14069192,CDC14B,-0.0122165447989014,Body,Hyper
cg05525368,CDC20,0.0122690640663154,Body,Hypo
cg10341991,CDC25A,-0.0121236021766999,TSS200,Hyper
cg11384750,CDC42BPB,0.0164193207194509,Body,Hypo
cg24543937,CDC42EP4,0.0146169524727974,Body,Hypo
cg04910183,CDC73,-0.0157753455700795,TSS200,Hyper
cg21622202,CDCA7,0.0139172863273028,Body,Hypo
cg27170383,CDCA8,-0.013199831259563,TSS200,Hyper
cg02938303,CDCP1,-0.0143620611788042,Body,Hyper
cg01857829,CDH1,-0.0136135009154103,Body,Hyper
cg02352722,CDH11,0.0164795658554726,5'UTR,Hypo
cg09765297,CDH13,0.0157371630340187,Body,Hypo
cg06254356,CDH15,0.0202609336133275,Body,Hypo
cg03023237,CDH16,0.0151409587856364,TSS1500,Hypo
cg09857273,CDH17,0.0137580422290178,TSS1500,Hypo
cg14312538,CDH2,-0.0175754320548709,TSS1500,Hyper
cg01059768,CDH22,0.0185019119671137,Body,Hypo
cg04567334,CDH23,0.0172602911913175,Body,Hypo
cg09821218,CDH3,0.0168823330463335,Body,Hypo
cg03582787,CDH4,0.018768000697867,Body,Hypo
cg04891040,CDH5,0.0171154235699187,TSS1500,Hypo
cg04508575,CDH6,0.0120320336221665,Body,Hypo
cg00009553,CDH8,0.0193459077720644,Body,Hypo
cg26562592,CDK11B,-0.0157729596574256,Body,Hyper
