ID,gene,dbeta,feature,methylation_level
cg07315745,BARX2,-0.0155053055497583,TSS200,Hyper
cg16256390,BCL11B,-0.0131624696551602,Body,Hyper
cg00919591,BCR,-0.0147810896235568,1stExon,Hyper
cg22043168,BDNF,-0.0125733977671106,Body,Hyper
cg06228507,BHLHE23,-0.0101636360210941,3'UTR,Hyper
cg02286091,BHMT,-0.0104111305612005,5'UTR,Hyper
cg12518442,BMP7,-0.0153388347975816,TSS200,Hyper
cg15728256,BMP8B,-0.0117338771291428,5'UTR,Hyper
cg07842594,BMS1,-0.0102469431746929,5'UTR,Hyper
cg26402555,BRF1,-0.0126448458857477,Body,Hyper
cg08764167,BTRC,-0.0131408516879639,5'UTR,Hyper
cg07477109,BUD31,-0.0139091814846055,TSS1500,Hyper
cg24042242,C1QL1,-0.0123699006798071,Body,Hyper
cg24740868,C1orf87,-0.0123941485421486,1stExon,Hyper
cg05210412,CA4,-0.0128063955946882,5'UTR,Hyper
cg26290632,CALB1,-0.0110381965131061,1stExon,Hyper
cg25943588,CALCA,-0.0210410894771946,TSS200,Hyper
cg18079499,CALM1,-0.0118710259440445,Body,Hyper
cg00500936,CAMKK2,-0.0120017644251159,1stExon,Hyper
cg07831432,CANX,-0.0156891347241519,TSS1500,Hyper
cg19108881,CASR,-0.0127030545077589,TSS200,Hyper
cg21635917,CAST,-0.0112504839717766,TSS200,Hyper
cg22353329,CBX4,-0.0116374471097456,TSS1500,Hyper
cg05903330,CBX7,-0.0135756288311477,Body,Hyper
cg16423682,CCBE1,-0.012243237700685,Body,Hyper
cg27537628,CCDC106,-0.0158252268778488,5'UTR,Hyper
cg05667158,CCND2,-0.0108982365814675,TSS1500,Hyper
cg14029001,CCND3,-0.0165228467184357,5'UTR,Hyper
cg09323434,CCNJ,-0.0127262805221813,TSS1500,Hyper
cg23663547,CCR7,-0.0136885391046118,3'UTR,Hyper
cg13383058,CD248,-0.0108971195493009,TSS200,Hyper
cg22232207,CD40,-0.0140039349186341,TSS200,Hyper
cg14069192,CDC14B,-0.0122165447989014,Body,Hyper
cg10341991,CDC25A,-0.0121236021766999,TSS200,Hyper
cg04910183,CDC73,-0.0157753455700795,TSS200,Hyper
cg27170383,CDCA8,-0.013199831259563,TSS200,Hyper
cg02938303,CDCP1,-0.0143620611788042,Body,Hyper
cg01857829,CDH1,-0.0136135009154103,Body,Hyper
cg14312538,CDH2,-0.0175754320548709,TSS1500,Hyper
cg26562592,CDK11B,-0.0157729596574256,Body,Hyper
cg05181186,CDS1,-0.0119876276505615,5'UTR,Hyper
cg07565236,CDT1,-0.0163613131836842,TSS200,Hyper
cg01242348,CEBPE,-0.0118441714543165,Body,Hyper
cg25142954,CHAC1,-0.0105668997706044,TSS200,Hyper
cg10421979,CHAD,-0.0108550831326051,TSS200,Hyper
cg14473904,CHD2,-0.0101677978868968,Body,Hyper
cg12870750,CHD3,-0.0131335121015771,Body,Hyper
cg17820065,CHD4,-0.0101324395111016,3'UTR,Hyper
cg14041100,CHD7,-0.0118700222718968,5'UTR,Hyper
cg24218077,CHEK1,-0.0101696614358444,TSS1500,Hyper
cg00338702,CHFR,-0.0135295441786468,Body,Hyper
cg16086620,CHGA,-0.0126799605972954,5'UTR,Hyper
cg03940684,CHL1,-0.0132735401746322,5'UTR,Hyper
cg08404028,CHP2,-0.0178328088075949,1stExon,Hyper
cg13533151,CHST9,-0.0111018403513566,5'UTR,Hyper
cg25869317,CHSY1,-0.0144222818569718,TSS200,Hyper
cg05607246,CITED2,-0.0122153382256088,1stExon,Hyper
cg08997021,CKAP2,-0.0155301682739225,1stExon,Hyper
cg09822824,CKAP5,-0.0116708583782052,TSS200,Hyper
cg02241055,CLDN11,-0.0143127298251826,1stExon,Hyper
cg18045859,CLDN3,-0.015636693116856,5'UTR,Hyper
cg07384961,CLDN6,-0.0134088391515079,5'UTR,Hyper
cg01130127,CLEC11A,-0.0140399967720024,3'UTR,Hyper
cg05057720,CLEC14A,-0.0131772490151308,1stExon,Hyper
cg24467291,CLIP1,-0.0102893407070643,TSS1500,Hyper
cg00049664,CMTM2,-0.0127363170588034,TSS200,Hyper
cg18102469,CNBP,-0.0141392328145104,1stExon,Hyper
cg15237152,CNN1,-0.0102194801180851,1stExon,Hyper
cg23689052,CNNM4,-0.0106777278208981,1stExon,Hyper
cg13523072,COASY,-0.0110691089064485,1stExon,Hyper
cg06002370,COL4A3,-0.0125494256532198,1stExon,Hyper
cg19907305,COMP,-0.0136895383619868,TSS200,Hyper
cg07349663,COPA,-0.0103043905206466,Body,Hyper
cg06038367,CORO1A,-0.0155640369839458,Body,Hyper
cg01252023,CORO1B,-0.0133069104407316,Body,Hyper
cg11014794,CPEB3,-0.0109580960635291,Body,Hyper
cg20727114,CPT1C,-0.0100167732210692,TSS1500,Hyper
cg18115495,CRCP,-0.0107731893425067,Body,Hyper
cg10495393,CREB1,-0.0104803792200636,5'UTR,Hyper
cg07380705,CRHBP,-0.0131572357172832,Body,Hyper
cg06285241,CRIP2,-0.0138065051642965,Body,Hyper
cg15136870,CRLF1,-0.0113585873194671,Body,Hyper
cg15117681,CSNK1D,-0.0122164354037726,3'UTR,Hyper
cg19099833,CSRP1,-0.0107224726899053,5'UTR,Hyper
cg04327181,CST6,-0.0142609741593887,1stExon,Hyper
cg08545213,CTDSPL,-0.0107782367945368,Body,Hyper
cg01936565,CTSD,-0.0109462827957357,TSS1500,Hyper
cg06817264,CTSF,-0.0100288760496282,Body,Hyper
cg21828951,CUL1,-0.0119266011299511,5'UTR,Hyper
cg24774306,CXCL6,-0.0103399961411511,Body,Hyper
cg14810343,CXXC5,-0.0169305246145603,TSS200,Hyper
cg02516155,CYB5D2,-0.0102403578247409,TSS1500,Hyper
cg03620853,CYP2S1,-0.0125182510204367,TSS200,Hyper
cg14283194,CYP51A1,-0.0129743453299199,5'UTR,Hyper
cg03231960,DBP,-0.0122711236559544,Body,Hyper
cg22589628,DBX2,-0.0122538488342232,TSS1500,Hyper
cg26228123,DCAF4,-0.0120180242450806,TSS200,Hyper
cg18866015,DCC,-0.0136710468720932,Body,Hyper
cg15906007,DDX17,-0.0122053705909159,Body,Hyper
cg27040700,DECR1,-0.011758727704083,Body,Hyper
cg24927800,DES,-0.013127748827831,1stExon,Hyper
cg11127482,DGAT1,-0.0116996682683597,TSS1500,Hyper
cg04084597,DGAT2,-0.0132019729703116,TSS200,Hyper
cg24126592,DGKZ,-0.0152499366843177,Body,Hyper
cg27425314,DHDDS,-0.0117143066433912,3'UTR,Hyper
cg12150817,DHRS1,-0.0109051495751774,5'UTR,Hyper
cg10006442,DIDO1,-0.014078294021644,Body,Hyper
cg20560169,DIO3,-0.0156461959879844,TSS1500,Hyper
cg15050390,DIXDC1,-0.0162790822471757,TSS200,Hyper
cg13139972,DKK2,-0.0188659682273528,1stExon,Hyper
cg24543696,DKK3,-0.0122249979114671,TSS1500,Hyper
cg23634124,DLX4,-0.0131645352234425,TSS200,Hyper
cg27032146,DLX5,-0.0101044890491029,Body,Hyper
cg03726147,DMAP1,-0.010464677214743,Body,Hyper
cg26361757,DNAJC11,-0.0124668193908371,Body,Hyper
cg01920657,DNAJC6,-0.0122587707600888,Body,Hyper
cg12603531,DNLZ,-0.0110730278521222,TSS200,Hyper
cg13432391,DNM2,-0.0113386369830487,1stExon,Hyper
cg15843262,DNMT3A,-0.0155805922077849,Body,Hyper
cg11577151,DPH1,-0.0106210529682008,TSS200,Hyper
cg12250896,DPYSL4,-0.0146677746670712,Body,Hyper
cg22458194,DRD2,-0.0106522288795704,5'UTR,Hyper
cg06469345,DRD5,-0.0110351648221983,TSS200,Hyper
cg27051931,DSC2,-0.0140733571574988,1stExon,Hyper
cg11722699,DSC3,-0.0152390996511041,TSS200,Hyper
cg24682036,DSG2,-0.0120286648282128,TSS1500,Hyper
cg10670310,DTX1,-0.0134531801705223,TSS1500,Hyper
cg12570942,DTYMK,-0.0128554490991764,5'UTR,Hyper
cg24505618,DUOX1,-0.0147290573181031,TSS200,Hyper
cg00784718,DUSP10,-0.0105892829447053,TSS1500,Hyper
cg17638730,E2F5,-0.0136422780354488,TSS1500,Hyper
cg18120578,E2F7,-0.0113559010013204,TSS200,Hyper
cg23288818,ECE1,-0.0111943700010374,Body,Hyper
cg19194373,EDN3,-0.0140864303052189,5'UTR,Hyper
cg26186239,EEF1A2,-0.0123100568615624,3'UTR,Hyper
cg14203118,EEF1D,-0.0120619738744035,TSS1500,Hyper
cg24719005,EFEMP1,-0.0122138931182482,5'UTR,Hyper
cg02919615,EFNA2,-0.0146125145995588,Body,Hyper
cg21101356,EGLN3,-0.0137955311454509,1stExon,Hyper
cg05361559,EGR3,-0.0164797053667995,Body,Hyper
cg01081584,EIF2AK4,0.0197110872781076,Body,Hyper
cg10063753,EIF3A,-0.0120370534693326,1stExon,Hyper
cg14240963,EIF3D,-0.01088641724679,TSS200,Hyper
cg20385110,EIF3M,-0.0132897867014221,TSS200,Hyper
cg06577463,EIF4A3,-0.0113511758011112,1stExon,Hyper
cg02664664,EIF4EBP2,-0.0109808147772331,5'UTR,Hyper
cg19946376,EIF4G1,-0.0127421355886562,Body,Hyper
cg14052235,ELANE,-0.0119545890038663,Body,Hyper
cg13442960,ELAVL2,-0.0102539500598359,5'UTR,Hyper
cg16667279,ELAVL3,-0.0113997870309203,TSS200,Hyper
cg20033981,ELF1,-0.0107917343167034,5'UTR,Hyper
cg20589883,ELOVL6,-0.0110129087067357,Body,Hyper
cg13919438,EMILIN3,-0.0135649754057722,TSS200,Hyper
cg09211893,EML1,-0.0126526582652813,1stExon,Hyper
cg10136354,EMX1,-0.0105831452430235,Body,Hyper
cg03109101,EMX2,-0.0113941411370289,Body,Hyper
cg06704122,EN1,-0.01485190306925,1stExon,Hyper
cg13677571,EN2,-0.0109211311600234,TSS1500,Hyper
cg23847381,EPB41L3,-0.0119481924581012,TSS200,Hyper
cg00130165,EPHA5,-0.0119156235008057,TSS1500,Hyper
cg11410023,EPHA6,-0.0147608181339499,1stExon,Hyper
cg00044245,EPHA7,-0.0141108006503395,Body,Hyper
cg08377314,EPN1,-0.0159597196177833,TSS200,Hyper
cg08575537,EPO,-0.0123266114602129,Body,Hyper
cg11993754,ERBB2,-0.0127077987985633,5'UTR,Hyper
cg19079194,ERBB4,-0.0141539427895538,5'UTR,Hyper
cg05789711,ERN2,-0.0105131334563258,1stExon,Hyper
cg19560758,ERRFI1,-0.0128952098545264,TSS1500,Hyper
cg04328477,ESRP2,-0.0129084164678272,TSS200,Hyper
cg01519765,ETV5,-0.0110460082303764,TSS1500,Hyper
cg26373351,ETV6,-0.0129467371664556,Body,Hyper
cg12041848,EYA2,-0.0152712411561118,5'UTR,Hyper
cg22871668,EYA4,-0.013999118003835,TSS200,Hyper
cg15130433,EZR,-0.0102857972159563,5'UTR,Hyper
cg01134183,FAAH,-0.0115340432861148,Body,Hyper
cg21709803,FADS2,-0.012164347984191,TSS1500,Hyper
cg06668555,FAM135B,-0.0169778814978889,TSS200,Hyper
cg00707741,FARP2,-0.0129707341874235,TSS1500,Hyper
cg14323210,FASTK,-0.0120122253115205,TSS1500,Hyper
cg16691477,FAU,-0.0104069650108171,TSS200,Hyper
cg17319007,FBLN5,-0.0135967507036116,TSS1500,Hyper
cg12940822,FBN2,-0.0123200340072963,1stExon,Hyper
cg02249648,FBXL14,-0.0110477091747847,1stExon,Hyper
cg05048199,FBXL2,-0.0103337066921034,5'UTR,Hyper
cg25806307,FBXO17,-0.0138104543612539,5'UTR,Hyper
cg08843809,FBXO39,-0.0168501896962611,TSS200,Hyper
cg03209642,FES,-0.0193458762154168,TSS200,Hyper
cg21565130,FEZ1,-0.014782644686849,5'UTR,Hyper
cg18104012,FEZF2,-0.014329959885146,Body,Hyper
cg17393267,FGF12,-0.0161721653541782,TSS1500,Hyper
cg21052682,FGF19,-0.0131781364208373,Body,Hyper
cg15119027,FGF3,-0.0123102079615175,TSS200,Hyper
cg14349667,FGF5,-0.0116233918572786,Body,Hyper
cg06169131,FGF8,-0.0118360076160597,TSS1500,Hyper
cg23400985,FLII,-0.0124164661079275,TSS200,Hyper
cg12194336,FLNB,-0.0102976248695763,Body,Hyper
cg02684104,FLOT1,-0.0167106252084332,Body,Hyper
cg21644856,FN3K,-0.0156523142012004,TSS200,Hyper
cg10323697,FOXA1,-0.0107548668199465,TSS200,Hyper
cg12626956,FOXB2,-0.0104364181978913,TSS200,Hyper
cg09360770,FOXC2,-0.0128440246271285,TSS1500,Hyper
cg13791254,FOXE1,-0.013133315540473,1stExon,Hyper
cg20457275,FOXF2,-0.0100664071626233,Body,Hyper
cg16804284,FOXG1,-0.0115490852615934,1stExon,Hyper
cg10118545,FOXK1,-0.0112469780274638,Body,Hyper
cg07135614,FOXL2,-0.0144024821202855,1stExon,Hyper
cg25751198,FOXN4,-0.0146652200090229,Body,Hyper
cg21216204,FOXO1,-0.0161445077403791,1stExon,Hyper
cg26422161,FOXQ1,-0.015857590817189,1stExon,Hyper
cg10290724,FUZ,-0.0120566614748595,Body,Hyper
cg24599249,FZD1,-0.014617034468485,1stExon,Hyper
cg27232145,FZD10,-0.011850265312224,5'UTR,Hyper
cg08077337,FZD7,-0.0120536114105862,1stExon,Hyper
cg25920406,FZD8,-0.0157063991162804,1stExon,Hyper
cg14824901,G0S2,-0.0148872615859309,TSS200,Hyper
cg12700464,GAB2,-0.0122559618280395,Body,Hyper
cg10122474,GALC,-0.0162861763885072,1stExon,Hyper
cg26983710,GALNT13,-0.0152395991530348,TSS1500,Hyper
cg24865406,GALNT2,-0.0120404066750565,1stExon,Hyper
cg24217704,GALNT3,-0.0135164844604797,TSS200,Hyper
cg04534765,GALR1,-0.0132181157336241,1stExon,Hyper
cg14642298,GAS1,-0.0105280239125884,5'UTR,Hyper
cg06796779,GATA2,-0.0102630015988121,Body,Hyper
cg05930881,GATA4,-0.0146503179632152,TSS1500,Hyper
cg23267759,GATA6,-0.0149335286674378,Body,Hyper
cg24400630,GBP5,-0.0124067368838187,Body,Hyper
cg11662891,GCLM,-0.0151225411720525,TSS200,Hyper
cg25861699,GCM2,-0.0107660598296853,1stExon,Hyper
cg25513635,GDF1,-0.0112917365288818,5'UTR,Hyper
cg05701791,GDF6,-0.0115089543853117,1stExon,Hyper
cg14590843,GDNF,-0.0108486888534586,5'UTR,Hyper
cg14868574,GHR,-0.01291413660534,TSS1500,Hyper
cg16082401,GIPR,-0.0126054674030701,Body,Hyper
cg22827465,GNA11,-0.0138535833508821,Body,Hyper
cg03188495,GNA15,-0.012128023284521,1stExon,Hyper
cg06432462,GNAQ,-0.0107851802782807,TSS1500,Hyper
cg13650938,GNG7,-0.0111234759844302,5'UTR,Hyper
cg05573699,GNL3,-0.0100676234641647,1stExon,Hyper
cg19051105,GNMT,-0.0109605303956954,TSS200,Hyper
cg16811230,GORASP1,-0.0144420455429719,TSS200,Hyper
cg10055227,GOT2,-0.0141147109887642,TSS200,Hyper
cg06179765,GPNMB,-0.0147734580035512,Body,Hyper
cg22866015,GPR39,-0.0164726791139717,TSS200,Hyper
cg27539234,GPS2,-0.0112104968395201,TSS1500,Hyper
cg26638444,GPX3,-0.0108740874645279,5'UTR,Hyper
cg21924449,GREM1,-0.0106644317511332,5'UTR,Hyper
cg17605476,GRIA2,-0.0103959644081465,Body,Hyper
cg15174564,GRIK4,-0.0169886511348278,Body,Hyper
cg19700341,GRIN2C,-0.0137170965352905,TSS1500,Hyper
cg05614346,GRK6,-0.0157071688368772,Body,Hyper
cg17093795,GRP,-0.010060630362921,1stExon,Hyper
cg15440688,GSC,-0.0107392552034999,TSS1500,Hyper
cg03942855,GSTM2,-0.0148311959622153,Body,Hyper
cg00368059,GSTO2,-0.0141814415824823,Body,Hyper
cg27490387,HCG11,-0.012633273375752,TSS1500,Hyper
cg12464820,HDAC10,-0.012982987536749,TSS1500,Hyper
cg05987698,HDAC11,-0.0132020400261406,TSS1500,Hyper
cg05310613,HECA,-0.0146772870948106,Body,Hyper
cg06839900,HES5,-0.0108506722531467,TSS1500,Hyper
cg00487187,HHEX,-0.0102777810459238,Body,Hyper
cg01160692,HIC1,-0.0173666621003237,1stExon,Hyper
cg01182555,HIF1A,-0.0157450798288988,TSS200,Hyper
cg18081760,HIPK1,-0.0117903230307897,Body,Hyper
cg26400421,HIPK3,-0.0101733632283482,Body,Hyper
cg25045942,HLA-DPB1,0.0132858918428559,Body,Hyper
cg10552847,HMGCR,-0.0146410675317399,TSS200,Hyper
cg12023589,HNRNPD,-0.0101188010223872,1stExon,Hyper
cg20555477,HNRNPK,-0.0185934607670976,5'UTR,Hyper
cg19262019,HNRNPM,-0.0110208467690035,Body,Hyper
cg21273013,HNRNPR,-0.0109986538696721,TSS200,Hyper
cg22320000,HNRNPU,-0.0140519340594201,5'UTR,Hyper
cg15900248,HOOK1,-0.0123995588863474,1stExon,Hyper
cg23884241,HOXA4,-0.011139791628756,1stExon,Hyper
cg03529432,HOXA6,-0.0116522620409663,TSS200,Hyper
cg24766650,HOXB7,-0.0129285030713062,TSS1500,Hyper
cg17273416,HOXC11,-0.011622429353512,Body,Hyper
cg16856286,HOXC13,-0.0131788662509878,1stExon,Hyper
cg18054172,HOXC4,-0.0127622420436098,5'UTR,Hyper
cg12699286,HOXC9,-0.0117924787325062,1stExon,Hyper
cg21591742,HOXD10,-0.0114340342700723,TSS1500,Hyper
cg05942128,HOXD11,-0.0120511464899412,TSS200,Hyper
cg25951210,HOXD4,-0.0111046530644464,1stExon,Hyper
cg00035316,HOXD8,-0.0125200439743265,TSS1500,Hyper
cg22541735,HOXD9,-0.0157545164560933,1stExon,Hyper
cg02631838,HPCA,-0.0145487375246278,Body,Hyper
cg06672753,HPN,-0.0147034156652979,5'UTR,Hyper
cg03757784,HS3ST2,-0.0145812278907188,1stExon,Hyper
cg16783819,HSF2,-0.012388702595319,5'UTR,Hyper
cg10856875,HSPA2,-0.0108812402827623,1stExon,Hyper
cg08880849,HSPB9,0.0116008064124072,TSS200,Hyper
cg09698471,HTR1A,-0.0143051060751167,TSS1500,Hyper
cg06291867,HTR7,-0.0128790714973279,1stExon,Hyper
cg06000963,HUNK,-0.0106058619771983,TSS1500,Hyper
cg05576451,HYLS1,-0.0133863163969855,5'UTR,Hyper
cg12870876,ICA1L,-0.0180083596958568,5'UTR,Hyper
cg11242791,ICAM5,-0.0107870906660457,Body,Hyper
cg17305436,ID4,-0.0145517227061358,TSS1500,Hyper
cg02745847,IGF2BP1,-0.0137663896042954,Body,Hyper
cg09213124,IGFBP4,-0.0102737041675014,TSS200,Hyper
cg04223844,IKBKB,-0.012878652004741,5'UTR,Hyper
cg05468843,IL10RA,-0.0118004901825236,Body,Hyper
cg08497766,IL15RA,-0.0116949416991583,TSS1500,Hyper
cg21477985,IL23A,-0.0112747246221901,TSS1500,Hyper
cg17001401,IL6R,-0.0112723144994489,Body,Hyper
cg24275769,IMPACT,-0.0165137972076524,TSS200,Hyper
cg01836137,INF2,-0.0153898992008676,5'UTR,Hyper
cg17148467,ING5,-0.010597670654478,1stExon,Hyper
cg02551232,INPP4A,-0.0102800413291714,5'UTR,Hyper
cg06630958,IRF5,-0.0101215483702908,TSS200,Hyper
cg02320481,IRS2,-0.0132860882404941,5'UTR,Hyper
cg06060135,IRX1,-0.0104380421718635,Body,Hyper
cg08235864,IRX2,-0.0131015043426959,TSS200,Hyper
cg08114180,IRX3,-0.0120321098783015,Body,Hyper
cg14507560,IRX4,-0.013594416967135,TSS200,Hyper
cg09641689,IRX5,-0.0137955876804407,1stExon,Hyper
cg17412886,ISL1,-0.0137571675115501,TSS200,Hyper
cg11102782,ISYNA1,-0.0127615388879294,TSS200,Hyper
cg05625471,ITGAM,-0.0128992196551269,Body,Hyper
cg02315187,ITGB2,-0.017043791995011,Body,Hyper
cg03927133,ITPKA,-0.0120825957284307,Body,Hyper
cg23030863,JAM3,-0.0128419691079905,Body,Hyper
cg20052079,JARID2,-0.0149936799653704,Body,Hyper
cg11467732,JMJD1C,-0.0117099565772505,Body,Hyper
cg26612088,JMJD6,-0.0169747302255953,1stExon,Hyper
cg05787952,JMJD8,-0.014695703242085,TSS1500,Hyper
cg27180286,KATNB1,-0.0101907599559455,TSS1500,Hyper
cg05789714,KCNE3,-0.0113884771364117,5'UTR,Hyper
cg05299793,KCNH5,-0.0113691126372131,5'UTR,Hyper
cg09408768,KCNJ3,-0.0116862542258021,TSS200,Hyper
cg19980593,KCNJ5,-0.0107558196831187,TSS1500,Hyper
cg05380982,KCNJ6,-0.0161340679277107,1stExon,Hyper
cg14930075,KCNK9,-0.0135627494672676,1stExon,Hyper
cg26601317,KCNQ1DN,-0.0100506863880822,TSS1500,Hyper
cg19702785,KCNS1,-0.0114107529700207,Body,Hyper
cg09175485,KDM2A,-0.0104556883207211,Body,Hyper
cg01029623,KDM2B,-0.0133691769174054,Body,Hyper
cg25444386,KDR,-0.0111724570041511,Body,Hyper
cg01100175,KIF5C,-0.01370795514171,Body,Hyper
cg22666438,KISS1R,-0.0122772115692378,Body,Hyper
cg05786661,KIT,-0.0143523070511932,Body,Hyper
cg07032309,KLF10,-0.0169457489626675,TSS200,Hyper
cg09641127,KLF11,-0.0106546403742105,3'UTR,Hyper
cg08097417,KLF14,-0.0122285930954061,TSS1500,Hyper
cg01564322,KLF4,-0.0125405086492477,Body,Hyper
cg23792383,KLF5,-0.013242660286253,5'UTR,Hyper
cg10872212,KLHDC8B,-0.0122534479868825,5'UTR,Hyper
cg16547529,KLHL35,-0.0107232998103827,Body,Hyper
cg14732136,KPNA2,-0.0167574845675281,TSS200,Hyper
cg23604584,KPNA3,-0.0191143858927235,TSS200,Hyper
cg00299943,L3MBTL2,-0.0150528590891449,Body,Hyper
cg02838178,LAD1,-0.015071966744495,1stExon,Hyper
cg18764107,LBR,-0.0104124547080814,1stExon,Hyper
cg04344749,LDLRAP1,-0.0128330846898607,Body,Hyper
cg04794887,LETM1,-0.0172183063738304,TSS1500,Hyper
cg19760241,LHX1,-0.0138242169838532,Body,Hyper
cg13964092,LHX2,-0.0106981225156138,TSS1500,Hyper
cg16659444,LIG1,-0.0112877100852514,5'UTR,Hyper
cg07836815,LIMD2,-0.0122991537137726,TSS1500,Hyper
cg02966332,LIME1,-0.0102344095243444,Body,Hyper
cg15504662,LIMK2,-0.0153539643832901,TSS200,Hyper
cg17061244,LIN7A,-0.0140308858270412,1stExon,Hyper
cg24513433,LIPG,-0.0109120570339028,TSS200,Hyper
cg00715047,LLGL2,-0.0142709972039321,5'UTR,Hyper
cg26121782,LMO1,-0.0147609018690021,Body,Hyper
cg00894289,LMO2,-0.0109315735468301,Body,Hyper
cg26506507,LOXL2,-0.010430484330349,TSS200,Hyper
cg19379721,LPAR2,-0.0103779198568534,Body,Hyper
cg07072366,LPL,-0.0117464949587342,Body,Hyper
cg07124520,LRIG3,-0.0146241954574712,TSS200,Hyper
cg08300899,LRRC26,-0.0144979639865138,TSS200,Hyper
cg08965235,LTBP3,-0.0111548903605528,1stExon,Hyper
cg22046408,LTBP4,-0.0118137541471137,TSS1500,Hyper
cg08740698,LTBR,-0.0150201191769147,TSS200,Hyper
cg17527798,LTF,-0.0113990331802587,TSS200,Hyper
cg12531953,LYN,-0.0118553769453409,5'UTR,Hyper
cg04259907,LYPD3,-0.0109263064692744,TSS200,Hyper
cg21442773,LYST,-0.0125116734148984,5'UTR,Hyper
cg16134717,MAD2L2,-0.0133359211690463,TSS1500,Hyper
cg13633497,MADCAM1,-0.0156038605220662,Body,Hyper
cg23791813,MAFB,-0.0168570247247588,5'UTR,Hyper
cg18683143,MAGEF1,-0.0111335599787073,1stExon,Hyper
cg14338425,MAL2,-0.0135614250729032,1stExon,Hyper
cg10206657,MAP3K1,-0.0171226453256127,1stExon,Hyper
cg20996351,MAP3K6,-0.0166110801039772,Body,Hyper
cg23681311,MAPK1,-0.0185797019657085,1stExon,Hyper
cg00743788,MAPK12,-0.0120856859896068,TSS1500,Hyper
cg12687157,MARVELD2,-0.0107575184055924,TSS200,Hyper
cg08305551,MAST1,-0.0132311295150676,Body,Hyper
cg18577128,MAST2,-0.0138446798457036,TSS200,Hyper
cg05356662,MATK,-0.0129239471216395,TSS200,Hyper
cg06703062,MATN1,-0.0181147881925814,Body,Hyper
cg13702222,MBNL1,-0.0107711714952036,1stExon,Hyper
cg11287851,MCAM,-0.0108141441790546,1stExon,Hyper
cg21945459,MCM3AP,-0.0201292308167639,TSS1500,Hyper
cg10122932,MCM7,-0.0116473828476413,1stExon,Hyper
cg03951132,MCM8,-0.0114148877830594,5'UTR,Hyper
cg26587051,MEGF9,-0.0144632032265546,TSS200,Hyper
cg06991829,MESP1,-0.0106154986231428,1stExon,Hyper
cg11207300,METAP2,-0.010388669086132,TSS1500,Hyper
cg22546696,MGA,-0.0112747302429407,1stExon,Hyper
cg02022136,MGMT,-0.0125281025139733,TSS1500,Hyper
cg04882394,MIB2,-0.0112822576278802,3'UTR,Hyper
