ID,gene,dbeta,feature,methylation_level
cg26228123,DCAF4,-0.0120180242450806,TSS200,Hyper
cg11127482,DGAT1,-0.0116996682683597,TSS1500,Hyper
cg04084597,DGAT2,-0.0132019729703116,TSS200,Hyper
cg20560169,DIO3,-0.0156461959879844,TSS1500,Hyper
cg15050390,DIXDC1,-0.0162790822471757,TSS200,Hyper
cg24543696,DKK3,-0.0122249979114671,TSS1500,Hyper
cg23634124,DLX4,-0.0131645352234425,TSS200,Hyper
cg12603531,DNLZ,-0.0110730278521222,TSS200,Hyper
cg11577151,DPH1,-0.0106210529682008,TSS200,Hyper
cg06469345,DRD5,-0.0110351648221983,TSS200,Hyper
cg11722699,DSC3,-0.0152390996511041,TSS200,Hyper
cg24682036,DSG2,-0.0120286648282128,TSS1500,Hyper
cg10670310,DTX1,-0.0134531801705223,TSS1500,Hyper
cg24505618,DUOX1,-0.0147290573181031,TSS200,Hyper
cg00784718,DUSP10,-0.0105892829447053,TSS1500,Hyper
cg17638730,E2F5,-0.0136422780354488,TSS1500,Hyper
cg18120578,E2F7,-0.0113559010013204,TSS200,Hyper
cg14203118,EEF1D,-0.0120619738744035,TSS1500,Hyper
cg14240963,EIF3D,-0.01088641724679,TSS200,Hyper
cg20385110,EIF3M,-0.0132897867014221,TSS200,Hyper
cg16667279,ELAVL3,-0.0113997870309203,TSS200,Hyper
cg13919438,EMILIN3,-0.0135649754057722,TSS200,Hyper
cg13677571,EN2,-0.0109211311600234,TSS1500,Hyper
cg23847381,EPB41L3,-0.0119481924581012,TSS200,Hyper
cg00130165,EPHA5,-0.0119156235008057,TSS1500,Hyper
cg08377314,EPN1,-0.0159597196177833,TSS200,Hyper
cg19560758,ERRFI1,-0.0128952098545264,TSS1500,Hyper
cg04328477,ESRP2,-0.0129084164678272,TSS200,Hyper
cg01519765,ETV5,-0.0110460082303764,TSS1500,Hyper
cg22871668,EYA4,-0.013999118003835,TSS200,Hyper
cg21709803,FADS2,-0.012164347984191,TSS1500,Hyper
cg06668555,FAM135B,-0.0169778814978889,TSS200,Hyper
cg00707741,FARP2,-0.0129707341874235,TSS1500,Hyper
cg14323210,FASTK,-0.0120122253115205,TSS1500,Hyper
cg16691477,FAU,-0.0104069650108171,TSS200,Hyper
cg17319007,FBLN5,-0.0135967507036116,TSS1500,Hyper
cg08843809,FBXO39,-0.0168501896962611,TSS200,Hyper
cg03209642,FES,-0.0193458762154168,TSS200,Hyper
cg17393267,FGF12,-0.0161721653541782,TSS1500,Hyper
cg15119027,FGF3,-0.0123102079615175,TSS200,Hyper
cg06169131,FGF8,-0.0118360076160597,TSS1500,Hyper
cg23400985,FLII,-0.0124164661079275,TSS200,Hyper
cg21644856,FN3K,-0.0156523142012004,TSS200,Hyper
cg10323697,FOXA1,-0.0107548668199465,TSS200,Hyper
cg12626956,FOXB2,-0.0104364181978913,TSS200,Hyper
cg09360770,FOXC2,-0.0128440246271285,TSS1500,Hyper
cg14824901,G0S2,-0.0148872615859309,TSS200,Hyper
cg26983710,GALNT13,-0.0152395991530348,TSS1500,Hyper
cg24217704,GALNT3,-0.0135164844604797,TSS200,Hyper
cg05930881,GATA4,-0.0146503179632152,TSS1500,Hyper
cg11662891,GCLM,-0.0151225411720525,TSS200,Hyper
cg14868574,GHR,-0.01291413660534,TSS1500,Hyper
cg06432462,GNAQ,-0.0107851802782807,TSS1500,Hyper
cg19051105,GNMT,-0.0109605303956954,TSS200,Hyper
cg16811230,GORASP1,-0.0144420455429719,TSS200,Hyper
cg10055227,GOT2,-0.0141147109887642,TSS200,Hyper
cg22866015,GPR39,-0.0164726791139717,TSS200,Hyper
cg27539234,GPS2,-0.0112104968395201,TSS1500,Hyper
cg19700341,GRIN2C,-0.0137170965352905,TSS1500,Hyper
cg15440688,GSC,-0.0107392552034999,TSS1500,Hyper
cg27490387,HCG11,-0.012633273375752,TSS1500,Hyper
cg12464820,HDAC10,-0.012982987536749,TSS1500,Hyper
cg05987698,HDAC11,-0.0132020400261406,TSS1500,Hyper
cg06839900,HES5,-0.0108506722531467,TSS1500,Hyper
cg01182555,HIF1A,-0.0157450798288988,TSS200,Hyper
cg10552847,HMGCR,-0.0146410675317399,TSS200,Hyper
cg21273013,HNRNPR,-0.0109986538696721,TSS200,Hyper
cg03529432,HOXA6,-0.0116522620409663,TSS200,Hyper
cg24766650,HOXB7,-0.0129285030713062,TSS1500,Hyper
cg21591742,HOXD10,-0.0114340342700723,TSS1500,Hyper
cg05942128,HOXD11,-0.0120511464899412,TSS200,Hyper
cg00035316,HOXD8,-0.0125200439743265,TSS1500,Hyper
cg08880849,HSPB9,0.0116008064124072,TSS200,Hyper
cg09698471,HTR1A,-0.0143051060751167,TSS1500,Hyper
cg06000963,HUNK,-0.0106058619771983,TSS1500,Hyper
cg17305436,ID4,-0.0145517227061358,TSS1500,Hyper
cg09213124,IGFBP4,-0.0102737041675014,TSS200,Hyper
cg08497766,IL15RA,-0.0116949416991583,TSS1500,Hyper
cg21477985,IL23A,-0.0112747246221901,TSS1500,Hyper
cg24275769,IMPACT,-0.0165137972076524,TSS200,Hyper
cg06630958,IRF5,-0.0101215483702908,TSS200,Hyper
cg08235864,IRX2,-0.0131015043426959,TSS200,Hyper
cg14507560,IRX4,-0.013594416967135,TSS200,Hyper
cg17412886,ISL1,-0.0137571675115501,TSS200,Hyper
cg11102782,ISYNA1,-0.0127615388879294,TSS200,Hyper
cg05787952,JMJD8,-0.014695703242085,TSS1500,Hyper
cg27180286,KATNB1,-0.0101907599559455,TSS1500,Hyper
cg09408768,KCNJ3,-0.0116862542258021,TSS200,Hyper
cg19980593,KCNJ5,-0.0107558196831187,TSS1500,Hyper
cg26601317,KCNQ1DN,-0.0100506863880822,TSS1500,Hyper
cg07032309,KLF10,-0.0169457489626675,TSS200,Hyper
cg08097417,KLF14,-0.0122285930954061,TSS1500,Hyper
cg14732136,KPNA2,-0.0167574845675281,TSS200,Hyper
cg23604584,KPNA3,-0.0191143858927235,TSS200,Hyper
cg04794887,LETM1,-0.0172183063738304,TSS1500,Hyper
cg13964092,LHX2,-0.0106981225156138,TSS1500,Hyper
cg07836815,LIMD2,-0.0122991537137726,TSS1500,Hyper
cg15504662,LIMK2,-0.0153539643832901,TSS200,Hyper
cg24513433,LIPG,-0.0109120570339028,TSS200,Hyper
cg26506507,LOXL2,-0.010430484330349,TSS200,Hyper
cg07124520,LRIG3,-0.0146241954574712,TSS200,Hyper
cg08300899,LRRC26,-0.0144979639865138,TSS200,Hyper
cg22046408,LTBP4,-0.0118137541471137,TSS1500,Hyper
cg08740698,LTBR,-0.0150201191769147,TSS200,Hyper
cg17527798,LTF,-0.0113990331802587,TSS200,Hyper
cg04259907,LYPD3,-0.0109263064692744,TSS200,Hyper
cg16134717,MAD2L2,-0.0133359211690463,TSS1500,Hyper
cg00743788,MAPK12,-0.0120856859896068,TSS1500,Hyper
cg12687157,MARVELD2,-0.0107575184055924,TSS200,Hyper
cg18577128,MAST2,-0.0138446798457036,TSS200,Hyper
cg05356662,MATK,-0.0129239471216395,TSS200,Hyper
cg21945459,MCM3AP,-0.0201292308167639,TSS1500,Hyper
cg26587051,MEGF9,-0.0144632032265546,TSS200,Hyper
cg11207300,METAP2,-0.010388669086132,TSS1500,Hyper
cg02022136,MGMT,-0.0125281025139733,TSS1500,Hyper
cg07792478,MIR124-2,-0.012754466717875,TSS1500,Hyper
cg19267861,MIR124-3,-0.0147301357331296,TSS200,Hyper
cg18614984,MIR1253,-0.0122909794360037,TSS1500,Hyper
cg09596116,MIR148A,-0.010950833706172,TSS1500,Hyper
cg08200293,MIR210,-0.0117007440724769,TSS1500,Hyper
cg00215432,MIR375,-0.0140725551734547,TSS200,Hyper
cg00818473,MIR574,-0.010805642371195,TSS200,Hyper
cg03040622,MIR589,-0.0114607145937548,TSS1500,Hyper
cg13251842,MIRLET7A3,-0.0102490694548612,TSS200,Hyper
cg21496658,MME,-0.0156824677672758,TSS1500,Hyper
cg02803037,MT1G,-0.0120580801778163,TSS200,Hyper
cg06846010,MT1L,-0.0112612999430869,TSS200,Hyper
cg13184823,MTNR1A,-0.0119578204511506,TSS200,Hyper
cg15897774,MTRR,-0.0129502802098868,TSS200,Hyper
cg22500132,MUC1,-0.0143593124118916,TSS200,Hyper
cg13841901,MUTYH,-0.0164279712442968,TSS200,Hyper
cg19125715,MYBL1,-0.0147116099306724,TSS200,Hyper
cg19300568,NAT8L,-0.0118845707908616,TSS1500,Hyper
cg07552803,NEFM,-0.0114769023521804,TSS1500,Hyper
cg09942248,NEUROD1,-0.0131473124016789,TSS1500,Hyper
cg08108155,NF2,-0.0107836525806012,TSS200,Hyper
cg22265644,NKX2-2,-0.0126663147551662,TSS200,Hyper
cg19355087,NKX6-2,-0.015527732812282,TSS1500,Hyper
cg08640634,NR2E1,-0.012590226905935,TSS1500,Hyper
cg01153166,NR2F2,-0.0130575544832127,TSS1500,Hyper
cg08369368,NSD1,-0.0108394872523833,TSS200,Hyper
cg05187833,NUP153,-0.0140338438326433,TSS200,Hyper
cg03092918,OAT,-0.0195210594767804,TSS200,Hyper
cg19054815,PAFAH1B1,-0.012652796391856,TSS200,Hyper
cg06584619,PANK2,-0.0101204002931859,TSS1500,Hyper
cg01783070,PAX1,-0.0140204759863146,TSS200,Hyper
cg07434271,PAX6,-0.0143499777129817,TSS1500,Hyper
cg02835038,PCNT,-0.0117289732516116,TSS200,Hyper
cg19864758,PCSK2,-0.017357002203414,TSS1500,Hyper
cg17167852,PCSK9,-0.0126101844138474,TSS200,Hyper
cg06638463,PDE4A,-0.0153721021907756,TSS1500,Hyper
cg02661886,PEBP1,-0.0118844204764892,TSS200,Hyper
cg02976543,PER2,-0.0107724937075775,TSS1500,Hyper
cg27485716,PGAM5,-0.0112774476166094,TSS1500,Hyper
cg26767632,PGLYRP1,-0.0135232700735289,TSS200,Hyper
cg13990947,PLIN2,-0.0118629317467271,TSS1500,Hyper
cg00580230,PLK2,-0.0175646627983278,TSS1500,Hyper
cg07057177,PLXNA4,-0.0145782644861415,TSS200,Hyper
cg00674304,POMC,-0.0100063681292443,TSS200,Hyper
cg17078686,POU3F3,-0.0103946008114863,TSS200,Hyper
cg22557662,PPP1R14A,-0.01500511219384,TSS1500,Hyper
cg00384539,PRDM14,-0.0130151718083248,TSS200,Hyper
cg22555472,PRDX2,-0.0110835306735575,TSS1500,Hyper
cg16087447,PRICKLE1,-0.0143904148925417,TSS1500,Hyper
cg08072992,PRKACA,-0.0100402826968724,TSS1500,Hyper
cg22159483,PRPF8,-0.01040638867604,TSS200,Hyper
cg08730330,PSMC5,-0.0125430823842677,TSS200,Hyper
cg02201963,PSMG2,-0.0120105209001939,TSS1500,Hyper
cg17667988,PTBP1,-0.0108571013610167,TSS200,Hyper
cg22746058,PTF1A,-0.0131668267559533,TSS1500,Hyper
cg24989962,PTGDR,-0.0137361514023197,TSS200,Hyper
cg07720856,PTMA,-0.0124512205970364,TSS1500,Hyper
cg16426537,PTPN5,-0.0128936254569176,TSS200,Hyper
cg23281075,PUM1,-0.0102015871129136,TSS200,Hyper
cg03325733,RAB32,-0.0168684800268527,TSS200,Hyper
cg04653522,RAB38,-0.0144881692766477,TSS200,Hyper
cg15627380,RAB40B,-0.0165037112320214,TSS200,Hyper
cg18715511,RAD52,-0.0132557770764205,TSS200,Hyper
cg23649708,RALYL,-0.011588324738785,TSS200,Hyper
cg13474619,RAN,-0.010149474403772,TSS200,Hyper
cg12969644,RASEF,-0.0142415054095083,TSS200,Hyper
cg25302957,RBM24,-0.0126201623031586,TSS1500,Hyper
cg25793377,RBP4,-0.0152940572269862,TSS1500,Hyper
cg18556834,REC8,-0.0200079990376987,TSS200,Hyper
cg17368874,RECQL4,-0.0107695315873434,TSS200,Hyper
cg14224762,RIMS1,-0.0152071948985382,TSS200,Hyper
cg04265971,RNF4,-0.0140135969306937,TSS200,Hyper
cg09251429,ROBO3,-0.012823804238632,TSS200,Hyper
cg05489143,RPL14,-0.0128352407020003,TSS200,Hyper
cg15744637,RPLP2,-0.0168035535477045,TSS200,Hyper
cg25984973,RTEL1,-0.011923558504402,TSS200,Hyper
cg07961283,RUNX1,-0.0144803353303069,TSS200,Hyper
cg05884032,SALL3,-0.0157588883381933,TSS200,Hyper
cg10508993,SCGB3A1,-0.014687129911998,TSS200,Hyper
cg08551725,SCRN1,-0.0124162893191854,TSS1500,Hyper
cg25774643,SCT,-0.0130634857627893,TSS200,Hyper
cg23348582,SEL1L,-0.0120248438903953,TSS200,Hyper
cg26360484,SERINC2,-0.0104717330892847,TSS200,Hyper
cg26260386,SETD7,-0.0129617958311246,TSS200,Hyper
cg10406295,SFRP1,-0.0127142500864597,TSS200,Hyper
cg00043095,SGPP2,-0.0163429889580743,TSS200,Hyper
cg17380661,SIM1,-0.0159984718644548,TSS1500,Hyper
cg26938272,SIM2,-0.0147354164137217,TSS1500,Hyper
cg20926035,SIX2,-0.0136345756192736,TSS200,Hyper
cg20585530,SIX6,-0.0140229696653478,TSS200,Hyper
cg17243364,SLC19A1,-0.0117208368357356,TSS1500,Hyper
cg24879257,SLC25A1,-0.0142658479002066,TSS1500,Hyper
cg03738352,SLC34A2,-0.012923695812956,TSS200,Hyper
cg17128349,SLC46A3,-0.012405033072062,TSS200,Hyper
cg27363829,SLITRK3,-0.0117756020574537,TSS200,Hyper
cg01281718,SMAP1,-0.0100325963763108,TSS1500,Hyper
cg22951727,SND1,-0.013848107702145,TSS200,Hyper
cg00958578,SNRNP25,-0.0156277873204942,TSS200,Hyper
cg15316206,SORBS3,-0.0152919935876201,TSS1500,Hyper
cg23111830,SOX21,-0.0141043206433906,TSS200,Hyper
cg08965276,SOX8,-0.0185260766021356,TSS1500,Hyper
cg04506585,SOX9,-0.0107382131539748,TSS1500,Hyper
cg18247055,SPAG6,-0.0144769796340858,TSS200,Hyper
cg20647962,SPINT1,-0.0107200491199291,TSS200,Hyper
cg14883717,SPRY2,-0.0131206725157869,TSS1500,Hyper
cg22711777,SPSB1,-0.0132106382409596,TSS1500,Hyper
cg08526825,SRRM2,-0.0168264618144641,TSS200,Hyper
cg15348869,SRRM4,-0.0102698709352242,TSS1500,Hyper
cg25604067,ST3GAL4,-0.0160175459534462,TSS200,Hyper
cg22070406,ST8SIA3,-0.0115811992033565,TSS200,Hyper
cg21144270,STK25,-0.0114238795764724,TSS1500,Hyper
cg03405315,STK33,-0.0143491622325432,TSS1500,Hyper
cg26314868,STMN1,-0.0123364832313285,TSS1500,Hyper
cg15471953,SULT4A1,-0.0168253085473836,TSS200,Hyper
cg04535008,TACR3,-0.0117977194838338,TSS200,Hyper
cg19797376,TAL1,-0.0136668050803703,TSS200,Hyper
cg25308231,TBCEL,-0.0116582725223773,TSS200,Hyper
cg02106850,TBX18,-0.0136620070597371,TSS200,Hyper
cg12670347,TBX5,-0.0146087024937706,TSS1500,Hyper
cg11729169,TBXA2R,-0.0126811236299696,TSS200,Hyper
cg26948288,TCF25,-0.016868863998544,TSS1500,Hyper
cg01356910,TFAP4,-0.0168895737810354,TSS1500,Hyper
cg09983897,TGFB1I1,-0.0138757543936041,TSS1500,Hyper
cg03625177,TGFBI,-0.0127655252892579,TSS200,Hyper
cg08545268,TGM2,-0.0124027159893866,TSS200,Hyper
cg06405222,TLR2,-0.0103962894213772,TSS200,Hyper
cg11196237,TLX1,-0.0114952020990878,TSS200,Hyper
cg03214422,TMEM170B,-0.0129977115806524,TSS1500,Hyper
cg00736523,TMEM215,-0.0135770559908707,TSS1500,Hyper
cg11980819,TMIGD2,-0.0128159803100161,TSS200,Hyper
cg26309194,TMPRSS2,-0.0119248516738904,TSS1500,Hyper
cg20460852,TNFRSF10A,-0.0174907910106597,TSS200,Hyper
cg23558601,TNK1,-0.0101447596691933,TSS200,Hyper
cg18199720,TRIM33,-0.0116260269115465,TSS1500,Hyper
cg21647833,TRIM37,-0.0123863713742703,TSS200,Hyper
cg01764020,TRPC4,-0.010580006524101,TSS200,Hyper
cg26224223,TSHZ3,-0.0105165208411612,TSS1500,Hyper
cg13879483,USP44,-0.0101637558612122,TSS1500,Hyper
cg08708684,UTF1,-0.0146175297632392,TSS1500,Hyper
cg23948080,VASH1,-0.0135006344569988,TSS1500,Hyper
cg02048412,VASN,-0.0115526720306691,TSS200,Hyper
cg03057079,VEGFB,-0.0111674670358655,TSS1500,Hyper
cg03002848,VENTX,-0.013918751804743,TSS1500,Hyper
cg09676684,VWCE,-0.0111523635457109,TSS200,Hyper
cg05470554,WNT16,-0.0119622389849437,TSS200,Hyper
cg16001977,YWHAH,-0.0132771711541078,TSS200,Hyper
cg00061769,YY1AP1,-0.0145868434778685,TSS200,Hyper
cg02535219,ZC3H7A,-0.0107721228993478,TSS1500,Hyper
cg13758899,ZFP3,-0.0107801247917141,TSS1500,Hyper
cg24896649,ZFP42,-0.0125939274652531,TSS200,Hyper
cg14335767,ZHX1,-0.0102834002063436,TSS200,Hyper
cg00529958,ZIC5,-0.013008216338274,TSS200,Hyper
cg21847393,ZMYND10,-0.010346528321337,TSS1500,Hyper
cg18237551,ZNF300,-0.0106640345933796,TSS1500,Hyper
cg22311615,ZNF629,-0.0110334643883062,TSS1500,Hyper
cg03289872,ZNF667,-0.0140198785189149,TSS1500,Hyper
cg06506966,ZNF677,-0.0148310364473014,TSS200,Hyper
cg02286335,ZWINT,-0.0106314985212226,TSS200,Hyper
