Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration
cg01009664,0.002688212640640337,TRH,1,cg01009664,0.0012288024409320454,TRH,2,cg01009664,0.005278944139711028,TRH,3,cg01009664,0.00510451085973912,TRH,4,cg01009664,0.0009814060408609145,TRH,5
cg14284618,0.002496224379719526,TACC1,1,cg14284618,0.0,TACC1,2,cg14284618,0.001388252401204461,TACC1,3,cg14284618,0.0,TACC1,4,cg14284618,3.6444134379368214e-05,TACC1,5
cg02745847,0.002487125308017611,IGF2BP1,1,cg02745847,0.0010145086942175204,IGF2BP1,2,cg02745847,1.5241349095697928e-05,IGF2BP1,3,cg02745847,2.866578556220894e-05,IGF2BP1,4,cg02745847,0.0018677157926703268,IGF2BP1,5
cg23750206,0.002333338031186702,AFAP1,1,cg23750206,0.0030046854335540277,AFAP1,2,cg23750206,8.919805096102308e-05,AFAP1,3,cg23750206,0.0003488675958188154,AFAP1,4,cg23750206,0.0019639322000818728,AFAP1,5
cg07517893,0.0022904147847990796,PPP1R13L,1,cg07517893,0.009278762042073126,PPP1R13L,2,cg07517893,0.0030009308073228056,PPP1R13L,3,cg07517893,0.0006160714646356189,PPP1R13L,4,cg07517893,0.004156365367691772,PPP1R13L,5
cg27494647,0.0021988507361723844,RARRES2,1,cg27494647,0.004139870953539203,RARRES2,2,cg27494647,0.01303101209486134,RARRES2,3,cg27494647,0.006524744563633826,RARRES2,4,cg27494647,0.0026324830222845775,RARRES2,5
cg21739530,0.0021615374014036176,GALNT7,1,cg21739530,0.00012966200466200468,GALNT7,2,cg21739530,0.0,GALNT7,3,cg21739530,0.0009170764854946734,GALNT7,4,cg21739530,0.0006542735719564988,GALNT7,5
cg08481075,0.002157936930690483,COL11A2,1,cg08481075,0.0,COL11A2,2,cg08481075,0.0002435603598672734,COL11A2,3,cg08481075,0.0017148590907586402,COL11A2,4,cg08481075,0.001379884810898979,COL11A2,5
cg19678828,0.0021457489209084847,CYYR1,1,cg19678828,0.001149948563886356,CYYR1,2,cg19678828,0.0,CYYR1,3,cg19678828,0.0008598537594264791,CYYR1,4,cg19678828,0.0,CYYR1,5
cg09649610,0.002142349337985414,GNG4,1,cg09649610,0.0,GNG4,2,cg09649610,0.0002650125169143284,GNG4,3,cg09649610,0.0012875073764934616,GNG4,4,cg09649610,0.001965691926959275,GNG4,5
cg18582992,0.002137166732348666,SHF,1,cg18582992,0.0,SHF,2,cg18582992,0.00021398517331196158,SHF,3,cg18582992,0.0011167855771230556,SHF,4,cg18582992,0.0011498835357982337,SHF,5
cg03544320,0.0019488238238238233,CRMP1,1,cg03544320,0.0,CRMP1,2,cg03544320,0.0,CRMP1,3,cg03544320,0.0019396591085218103,CRMP1,4,cg03544320,0.0018968176417821104,CRMP1,5
cg11814235,0.0017079744082168268,DSC3,1,cg11814235,0.0,DSC3,2,cg11814235,0.00027872018372566406,DSC3,3,cg11814235,0.0,DSC3,4,cg11814235,0.0,DSC3,5
cg00840332,0.00166294588692065,LEP,1,cg00840332,0.0007498884447159897,LEP,2,cg00840332,0.0,LEP,3,cg00840332,0.0011388496751450906,LEP,4,cg00840332,0.00015451388888888893,LEP,5
cg23290344,0.001661184447607388,NEFM,1,cg23290344,0.01754958900083263,NEFM,2,cg23290344,0.003203947339796022,NEFM,3,cg23290344,0.002496575663758326,NEFM,4,cg23290344,0.001019290621386895,NEFM,5
cg26860604,0.0016313038542537961,WWP2,1,cg26860604,0.0,WWP2,2,cg26860604,0.00038156484458735246,WWP2,3,cg26860604,0.0005173641032970556,WWP2,4,cg26860604,0.0007923592490228092,WWP2,5
cg04191427,0.0016206588736830678,RPTOR,1,cg04191427,0.002112208975069837,RPTOR,2,cg04191427,0.00406190128524217,RPTOR,3,cg04191427,0.013554017023850335,RPTOR,4,cg04191427,0.0009482477875795996,RPTOR,5
cg00044665,0.0015576229055859789,CDH5,1,cg00044665,0.007007243934811258,CDH5,2,cg00044665,0.00019078242229367623,CDH5,3,cg00044665,0.0018614153786567582,CDH5,4,cg00044665,0.0004424715909090909,CDH5,5
cg19619405,0.0015482229920782845,ADAMTS20,1,cg19619405,0.002892337760214061,ADAMTS20,2,cg19619405,0.0,ADAMTS20,3,cg19619405,0.0030321547436488764,ADAMTS20,4,cg19619405,0.00016984890449482987,ADAMTS20,5
cg21514227,0.0015222674374236877,NOTCH3,1,cg21514227,0.0024193544499258755,NOTCH3,2,cg21514227,0.0,NOTCH3,3,cg21514227,0.0029826241455555395,NOTCH3,4,cg21514227,0.0010616905248807095,NOTCH3,5
cg00765705,0.0014761620265398775,NCOR2,1,cg00765705,0.0011949865776634564,NCOR2,2,cg00765705,0.0004425618765733406,NCOR2,3,cg00765705,0.0016680138895996497,NCOR2,4,cg00765705,0.0011906033352528608,NCOR2,5
cg07581623,0.0013450803180933013,DPYSL2,1,cg07581623,0.0003522281302926487,DPYSL2,2,cg07581623,0.004918191375179391,DPYSL2,3,cg07581623,0.0,DPYSL2,4,cg07581623,0.00038700139146567725,DPYSL2,5
cg19593767,0.0012414433629188832,TOX2,1,cg19593767,0.0002861871660282784,TOX2,2,cg19593767,0.0003239771557739332,TOX2,3,cg19593767,0.0,TOX2,4,cg19593767,0.0,TOX2,5
cg04946749,0.0012327613978155773,MGAT5B,1,cg04946749,0.001258765637271878,MGAT5B,2,cg04946749,0.0004599799270380479,MGAT5B,3,cg04946749,0.00040235081374321896,MGAT5B,4,cg04946749,0.0,MGAT5B,5
cg25774643,0.00113884960350854,SCT,1,cg25774643,0.00023568354849387615,SCT,2,cg25774643,0.0032770468773191093,SCT,3,cg25774643,0.002448648461904028,SCT,4,cg25774643,0.0019460303388103728,SCT,5
cg18770350,0.0010871468335769262,ACTN2,1,cg18770350,0.0002742338441039305,ACTN2,2,cg18770350,0.00022266003690152287,ACTN2,3,cg18770350,0.0,ACTN2,4,cg18770350,0.00028279936974789905,ACTN2,5
cg02534363,0.0009419429434472111,NBEAL2,1,cg02534363,0.0,NBEAL2,2,cg02534363,0.0,NBEAL2,3,cg02534363,0.0015448738745626885,NBEAL2,4,cg02534363,0.0,NBEAL2,5
cg06970510,0.0009210451398668193,GRASP,1,cg06970510,0.0002651439920556109,GRASP,2,cg06970510,0.00030720110454329725,GRASP,3,cg06970510,0.00037879067173803916,GRASP,4,cg06970510,0.0006066989653520928,GRASP,5
cg27083087,0.0008724952779830827,VGLL4,1,cg27083087,0.0003472162016888342,VGLL4,2,cg27083087,0.006798348503883843,VGLL4,3,cg27083087,0.0003169515669515667,VGLL4,4,cg27083087,0.005931915576936298,VGLL4,5
cg12001304,0.000855911205932854,SPHKAP,1,cg12001304,0.0,SPHKAP,2,cg12001304,0.0,SPHKAP,3,cg12001304,0.0007563616938616939,SPHKAP,4,cg12001304,0.000559748427672956,SPHKAP,5
cg16596604,0.0008322124003507881,CRYM,1,cg16596604,0.0007127197609001406,CRYM,2,cg16596604,0.0005463417373220567,CRYM,3,cg16596604,0.0031286336591413943,CRYM,4,cg16596604,0.00080170074576515,CRYM,5
cg26405020,0.0008240740740740743,FES,1,cg26405020,0.005705859941939933,FES,2,cg26405020,0.0,FES,3,cg26405020,0.0,FES,4,cg26405020,0.0004189912557667329,FES,5
cg22877509,0.0007312098590229665,RUSC1,1,cg22877509,0.0,RUSC1,2,cg22877509,0.00047865297455760116,RUSC1,3,cg22877509,0.0005168408826945412,RUSC1,4,cg22877509,0.0,RUSC1,5
cg21179088,0.0007228949672544387,VSTM2A,1,cg21179088,0.0009482723772977887,VSTM2A,2,cg21179088,0.0019620811287477955,VSTM2A,3,cg21179088,0.004412999566215588,VSTM2A,4,cg21179088,0.002875221027479092,VSTM2A,5
cg03635766,0.000706095325928877,IGFBP4,1,cg03635766,0.0008449367088607597,IGFBP4,2,cg03635766,0.008928494329669709,IGFBP4,3,cg03635766,0.0032954420943347874,IGFBP4,4,cg03635766,0.0005089316257658997,IGFBP4,5
cg26029902,0.0006685320463465476,RAB22A,1,cg26029902,0.0,RAB22A,2,cg26029902,0.0016423992828901648,RAB22A,3,cg26029902,0.0028797142620747835,RAB22A,4,cg26029902,0.0001204004329004329,RAB22A,5
cg23165899,0.0006380521769607633,ID4,1,cg23165899,0.00016952380952380951,ID4,2,cg23165899,0.0006678752020198945,ID4,3,cg23165899,0.0,ID4,4,cg23165899,0.0,ID4,5
cg22694191,0.0006314602905589513,HAPLN4,1,cg22694191,0.007021477043946591,HAPLN4,2,cg22694191,0.002700644364868502,HAPLN4,3,cg22694191,0.003524634511454166,HAPLN4,4,cg22694191,0.0019267684475693626,HAPLN4,5
cg11859607,0.000623642654096254,ADCYAP1,1,cg11859607,0.0019421271565930945,ADCYAP1,2,cg11859607,0.0041039138242940565,ADCYAP1,3,cg11859607,0.0070271601981003904,ADCYAP1,4,cg11859607,0.0002805725106137624,ADCYAP1,5
cg04037038,0.000614216701173223,FRZB,1,cg04037038,0.0,FRZB,2,cg04037038,0.0019684263340745533,FRZB,3,cg04037038,0.0010282272458801464,FRZB,4,cg04037038,0.0002936809107408016,FRZB,5
cg25272143,0.0006120913838681254,AHNAK,1,cg25272143,0.0005719990073762584,AHNAK,2,cg25272143,0.0006584379854953608,AHNAK,3,cg25272143,0.00028787886251750407,AHNAK,4,cg25272143,0.0,AHNAK,5
cg02732252,0.0005998719374515555,CLDN6,1,cg02732252,0.0106312234560365,CLDN6,2,cg02732252,0.0007478045096585786,CLDN6,3,cg02732252,0.00027614391165946327,CLDN6,4,cg02732252,0.0006388772749448754,CLDN6,5
cg12034943,0.0005816993464052291,CRTC1,1,cg12034943,0.00019197066515678498,CRTC1,2,cg12034943,0.002579293318950512,CRTC1,3,cg12034943,0.0001964029570782302,CRTC1,4,cg12034943,0.0002472222222222222,CRTC1,5
cg18952796,0.0005788093010466152,NPTX2,1,cg18952796,0.003711210560005444,NPTX2,2,cg18952796,0.0,NPTX2,3,cg18952796,0.0,NPTX2,4,cg18952796,0.0004171047531703272,NPTX2,5
cg26573704,0.0005463780469846957,ADAMTS12,1,cg26573704,0.0,ADAMTS12,2,cg26573704,0.001147701312020067,ADAMTS12,3,cg26573704,0.0002742338441039305,ADAMTS12,4,cg26573704,0.0,ADAMTS12,5
cg15925365,0.0005201960955442975,GSTA4,1,cg15925365,0.0016673025754490006,GSTA4,2,cg15925365,0.00019838026599301576,GSTA4,3,cg15925365,0.0,GSTA4,4,cg15925365,0.0006097004018998902,GSTA4,5
cg22831607,0.0005120377227205851,SFRP5,1,cg22831607,0.0,SFRP5,2,cg22831607,0.00021596699830138305,SFRP5,3,cg22831607,0.00035334158880258136,SFRP5,4,cg22831607,0.0003021324311794714,SFRP5,5
cg09211763,0.000474566016852812,COL5A2,1,cg09211763,0.0,COL5A2,2,cg09211763,0.0032350293512466697,COL5A2,3,cg09211763,0.0,COL5A2,4,cg09211763,0.0,COL5A2,5
cg11718030,0.00045049035115469804,BDNF,1,cg11718030,0.00019078242229367628,BDNF,2,cg11718030,0.00431058420369647,BDNF,3,cg11718030,0.0006430880676436371,BDNF,4,cg11718030,0.0,BDNF,5
cg09743950,0.00041375396520133053,ITGAM,1,cg09743950,0.0015260033134440617,ITGAM,2,cg09743950,0.0,ITGAM,3,cg09743950,0.0,ITGAM,4,cg09743950,0.0004937464398048395,ITGAM,5
cg09053680,0.0004098186271852663,UTF1,1,cg09053680,0.0,UTF1,2,cg09053680,0.0002816455696202531,UTF1,3,cg09053680,0.0004140724038611332,UTF1,4,cg09053680,0.0004718307671598827,UTF1,5
cg07810039,0.0003802403204272363,TGFB2,1,cg07810039,0.0,TGFB2,2,cg07810039,0.0008369905956112855,TGFB2,3,cg07810039,0.0001728826728826729,TGFB2,4,cg07810039,0.00023036479818814193,TGFB2,5
cg13391820,0.0003585095669687814,CCND2,1,cg13391820,0.0,CCND2,2,cg13391820,0.0,CCND2,3,cg13391820,0.0,CCND2,4,cg13391820,0.000754611630407809,CCND2,5
cg20486569,0.00033399005535228443,CLDN5,1,cg20486569,0.0,CLDN5,2,cg20486569,0.0016997682664587667,CLDN5,3,cg20486569,0.00042086347945335056,CLDN5,4,cg20486569,0.0004977978259166755,CLDN5,5
cg27317046,0.0003041658624942891,LTBP2,1,cg27317046,0.00025014961402567993,LTBP2,2,cg27317046,0.00013225351066201052,LTBP2,3,cg27317046,0.0003281105990783412,LTBP2,4,cg27317046,0.00045773063323690117,LTBP2,5
cg13782615,0.00027194255595447257,STIM1,1,cg13782615,0.0,STIM1,2,cg13782615,0.0010679188858706997,STIM1,3,cg13782615,0.0009488835734892515,STIM1,4,cg13782615,0.0,STIM1,5
cg17265829,0.0002607026939305422,FAT4,1,cg17265829,0.0006018296474954794,FAT4,2,cg17265829,2.4808426062344284e-05,FAT4,3,cg17265829,0.0,FAT4,4,cg17265829,0.0015768963467222652,FAT4,5
cg24319381,0.00026013883814395315,CPEB1,1,cg24319381,0.00022095332671300902,CPEB1,2,cg24319381,0.00019640295707823015,CPEB1,3,cg24319381,0.0,CPEB1,4,cg24319381,0.0,CPEB1,5
cg06276663,0.0002577788811651772,SH3PXD2A,1,cg06276663,0.0007073528708247261,SH3PXD2A,2,cg06276663,0.0,SH3PXD2A,3,cg06276663,0.00018368419077638957,SH3PXD2A,4,cg06276663,0.0004255573486342717,SH3PXD2A,5
cg18081258,0.0002504925415142133,NDRG2,1,cg18081258,0.0023730178398501545,NDRG2,2,cg18081258,0.0,NDRG2,3,cg18081258,0.0,NDRG2,4,cg18081258,0.00043591395857081806,NDRG2,5
cg05164933,0.00022970705897535168,SFRP2,1,cg05164933,0.0,SFRP2,2,cg05164933,3.8611173309449284e-05,SFRP2,3,cg05164933,0.0002384780278670953,SFRP2,4,cg05164933,0.0,SFRP2,5
cg12338417,0.00022672030399201816,TRIM71,1,cg12338417,0.0008345379567689695,TRIM71,2,cg12338417,0.0008351928933567198,TRIM71,3,cg12338417,0.0,TRIM71,4,cg12338417,0.002921809768955658,TRIM71,5
cg10588135,0.00022531645569620252,BCAS3,1,cg10588135,0.0,BCAS3,2,cg10588135,0.001057704943988658,BCAS3,3,cg10588135,0.00038030829541503075,BCAS3,4,cg10588135,0.0,BCAS3,5
cg09293816,0.00022495197654433328,FCGRT,1,cg09293816,0.0005914450623585475,FCGRT,2,cg09293816,0.0,FCGRT,3,cg09293816,0.0020204081149203103,FCGRT,4,cg09293816,0.0,FCGRT,5
cg13799919,0.0002243697478991597,POLR1D,1,cg13799919,0.004761300813008128,POLR1D,2,cg13799919,0.022978500432549245,POLR1D,3,cg13799919,0.0032261451932983866,POLR1D,4,cg13799919,0.0064062686075700625,POLR1D,5
cg03306374,0.00021789192621665248,PRKCB,1,cg03306374,8.893548008842952e-05,PRKCB,2,cg03306374,6.337025316455674e-05,PRKCB,3,cg03306374,0.00022266003690152292,PRKCB,4,cg03306374,0.0,PRKCB,5
cg01158680,0.00019078242229367628,MAGI2,1,cg01158680,0.0,MAGI2,2,cg01158680,0.0,MAGI2,3,cg01158680,0.0,MAGI2,4,cg01158680,0.0003902082572159297,MAGI2,5
cg06304097,0.00018309225329476045,TCERG1L,1,cg06304097,0.0017960728364371434,TCERG1L,2,cg06304097,0.000450632911392405,TCERG1L,3,cg06304097,0.0004561834788127892,TCERG1L,4,cg06304097,0.0,TCERG1L,5
cg12425861,0.00017633801421601406,PACS2,1,cg12425861,0.0012941763217376551,PACS2,2,cg12425861,0.0007111840433074555,PACS2,3,cg12425861,0.000563154806396908,PACS2,4,cg12425861,0.0,PACS2,5
cg00630958,0.00017450980392156866,LEPR,1,cg00630958,0.00041944498353734027,LEPR,2,cg00630958,0.0,LEPR,3,cg00630958,0.0,LEPR,4,cg00630958,0.000490054285585763,LEPR,5
cg08862890,0.00017288267288267296,DOCK2,1,cg08862890,0.0008814412888947902,DOCK2,2,cg08862890,0.0009339322800771398,DOCK2,3,cg08862890,0.0,DOCK2,4,cg08862890,0.0,DOCK2,5
cg02792792,0.00016053391053391056,CDO1,1,cg02792792,0.0,CDO1,2,cg02792792,0.00109850838331851,CDO1,3,cg02792792,0.002157733542038705,CDO1,4,cg02792792,0.00021814848313271026,CDO1,5
cg22784954,7.660263031054221e-05,ADAMTS16,1,cg22784954,0.0011256682762856276,ADAMTS16,2,cg22784954,0.0008187847667950358,ADAMTS16,3,cg22784954,0.0007347367631055575,ADAMTS16,4,cg22784954,0.0,ADAMTS16,5
cg04842146,3.363409344376584e-05,RALYL,1,cg04842146,0.0,RALYL,2,cg04842146,0.0,RALYL,3,cg04842146,0.0013851715686274513,RALYL,4,cg04842146,0.000743074520178839,RALYL,5
cg14156405,1.7999411956947157e-05,RGS7,1,cg14156405,0.00023036479818814193,RGS7,2,cg14156405,0.0,RGS7,3,cg14156405,0.0005316037940624591,RGS7,4,cg14156405,0.00013438981653267178,RGS7,5
cg07198552,0.0,CDH4,1,cg07198552,0.00028989116288657014,CDH4,2,cg07198552,0.00021398517331196155,CDH4,3,cg07198552,0.0003169515669515668,CDH4,4,cg07198552,0.0,CDH4,5
cg17154724,0.0,DNM3,1,cg17154724,0.0007745049715305516,DNM3,2,cg17154724,0.0003956968758683654,DNM3,3,cg17154724,0.0006037756569671463,DNM3,4,cg17154724,0.00025752314814814816,DNM3,5
cg17264670,0.0,RGS17,1,cg17264670,0.0,RGS17,2,cg17264670,0.00030806507442021467,RGS17,3,cg17264670,0.0,RGS17,4,cg17264670,0.00027460443037974667,RGS17,5
cg26186239,0.0,EEF1A2,1,cg26186239,0.0019351248773741175,EEF1A2,2,cg26186239,0.0,EEF1A2,3,cg26186239,0.0002003827535742429,EEF1A2,4,cg26186239,0.00013084644254672637,EEF1A2,5
cg24973993,0.0,CIT,1,cg24973993,0.0,CIT,2,cg24973993,0.0019604141099468205,CIT,3,cg24973993,0.005706394365603241,CIT,4,cg24973993,0.0011687519546875352,CIT,5
cg03338754,0.0,F7,1,cg03338754,0.0,F7,2,cg03338754,0.002137919386793984,F7,3,cg03338754,0.0,F7,4,cg03338754,0.0002613846907951519,F7,5
cg13476133,0.0,GCK,1,cg13476133,0.002028654695228407,GCK,2,cg13476133,0.0026269506518910514,GCK,3,cg13476133,0.0007011490178005195,GCK,4,cg13476133,0.0024261009688426394,GCK,5
cg24182521,0.0,PLTP,1,cg24182521,0.0,PLTP,2,cg24182521,0.0008838133068520358,PLTP,3,cg24182521,0.00023942775613341484,PLTP,4,cg24182521,0.0002884259259259261,PLTP,5
cg01537995,0.0,FLRT2,1,cg01537995,0.0,FLRT2,2,cg01537995,0.00024129458612217225,FLRT2,3,cg01537995,0.0,FLRT2,4,cg01537995,0.0,FLRT2,5
cg25032595,0.0,CLDN10,1,cg25032595,0.009927057162220046,CLDN10,2,cg25032595,0.006816018486365028,CLDN10,3,cg25032595,0.0040626195265327245,CLDN10,4,cg25032595,0.00013755221386800592,CLDN10,5
cg06355129,0.0,NES,1,cg06355129,0.0010814639750605804,NES,2,cg06355129,0.0004274393660449853,NES,3,cg06355129,0.0004577201179363529,NES,4,cg06355129,0.0021135467966831283,NES,5
cg05905176,0.0,TNFAIP8L3,1,cg05905176,0.0001916754571026723,TNFAIP8L3,2,cg05905176,0.003012448845250683,TNFAIP8L3,3,cg05905176,0.0008895202519378834,TNFAIP8L3,4,cg05905176,0.0,TNFAIP8L3,5
cg22881914,0.0,NID2,1,cg22881914,0.00024681942663015217,NID2,2,cg22881914,0.00024964936886395507,NID2,3,cg22881914,0.00031942863732535137,NID2,4,cg22881914,0.0,NID2,5
cg10974980,0.0,LOXL1,1,cg10974980,0.005815984407712151,LOXL1,2,cg10974980,0.0004020338849065089,LOXL1,3,cg10974980,0.005870183810753448,LOXL1,4,cg10974980,0.0,LOXL1,5
