Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration
cg07792478,0.006515266207369178,MIR124-2,1,cg07792478,0.014638411510828049,MIR124-2,2,cg07792478,0.005857982091210403,MIR124-2,3,cg07792478,0.0051717195622354,MIR124-2,4,cg07792478,0.012461034355084631,MIR124-2,5
cg13759674,0.006153035989826144,GRIN1,1,cg13759674,0.013735123897785041,GRIN1,2,cg13759674,0.008051195699150688,GRIN1,3,cg13759674,0.0005853043413946035,GRIN1,4,cg13759674,0.003493157461033284,GRIN1,5
cg00582971,0.005762536439370732,GRM6,1,cg00582971,0.002317441623319694,GRM6,2,cg00582971,0.0017451458314920003,GRM6,3,cg00582971,3.573687222060506e-05,GRM6,4,cg00582971,0.00028613683127572007,GRM6,5
cg13545212,0.0049393806259483645,SLC13A5,1,cg13545212,0.0005696648825614986,SLC13A5,2,cg13545212,0.0010419625909992097,SLC13A5,3,cg13545212,0.0016041329918581005,SLC13A5,4,cg13545212,0.0050402629862889925,SLC13A5,5
cg14416371,0.004190934564029742,MIR129-2,1,cg14416371,0.0013254323411686511,MIR129-2,2,cg14416371,0.00015675318920241663,MIR129-2,3,cg14416371,0.0023647306544502932,MIR129-2,4,cg14416371,0.0016164811439158822,MIR129-2,5
cg07563400,0.0039222398891648625,ADORA2B,1,cg07563400,0.0016524308634906205,ADORA2B,2,cg07563400,0.0011586829569518457,ADORA2B,3,cg07563400,0.008971824116557172,ADORA2B,4,cg07563400,0.0006735229481752182,ADORA2B,5
cg27267227,0.0035966767775869107,SEZ6L2,1,cg27267227,0.004829631415697634,SEZ6L2,2,cg27267227,0.009921578484830761,SEZ6L2,3,cg27267227,0.005124390998044895,SEZ6L2,4,cg27267227,0.0011973986062397645,SEZ6L2,5
cg09799983,0.0034335893775284316,CYP1B1,1,cg09799983,0.006555807294569922,CYP1B1,2,cg09799983,0.0016746189250000224,CYP1B1,3,cg09799983,0.0012464959840345494,CYP1B1,4,cg09799983,0.0013840061204333438,CYP1B1,5
cg18674980,0.0034213017962299317,CA3,1,cg18674980,0.00038144219436408435,CA3,2,cg18674980,0.027418800783883694,CA3,3,cg18674980,0.009063968199860845,CA3,4,cg18674980,0.0009559385522901699,CA3,5
cg20399616,0.0033792996640660614,BCAT1,1,cg20399616,0.0007258694866316816,BCAT1,2,cg20399616,0.0020749992688917822,BCAT1,3,cg20399616,0.0014300887856796905,BCAT1,4,cg20399616,0.0003744740532959328,BCAT1,5
cg03502002,0.0027000252576163263,GALR1,1,cg03502002,0.0008800776052185427,GALR1,2,cg03502002,0.01113533366675568,GALR1,3,cg03502002,0.0066279315630554956,GALR1,4,cg03502002,0.005082284238782565,GALR1,5
cg15918732,0.002414794124037537,SERPING1,1,cg15918732,0.006135359537517122,SERPING1,2,cg15918732,0.001834393001019684,SERPING1,3,cg15918732,0.004526224476725616,SERPING1,4,cg15918732,0.002489988531418766,SERPING1,5
cg02571816,0.002409660581470051,PPP1R14A,1,cg02571816,0.0006735074159079785,PPP1R14A,2,cg02571816,0.00015574446241911396,PPP1R14A,3,cg02571816,0.0025090385532975834,PPP1R14A,4,cg02571816,0.007593071304482751,PPP1R14A,5
cg10976772,0.0023559063555816744,ACOT7,1,cg10976772,0.0018625598441733573,ACOT7,2,cg10976772,0.000338459880391546,ACOT7,3,cg10976772,0.0013874028490880952,ACOT7,4,cg10976772,0.001192981590990039,ACOT7,5
cg06132069,0.0022289245788634886,SLC12A5,1,cg06132069,0.0077438992693888,SLC12A5,2,cg06132069,0.0031522554509119923,SLC12A5,3,cg06132069,0.006964174776671261,SLC12A5,4,cg06132069,0.0019060101425438596,SLC12A5,5
cg19370054,0.002124288921176617,CNGA3,1,cg19370054,0.0013573897445160541,CNGA3,2,cg19370054,0.0001722802942315138,CNGA3,3,cg19370054,0.0006438535354204388,CNGA3,4,cg19370054,0.005830300220223516,CNGA3,5
cg07879739,0.0016892797571064916,GALR3,1,cg07879739,0.000603220494246848,GALR3,2,cg07879739,0.0005814459930313588,GALR3,3,cg07879739,0.0013144241342341893,GALR3,4,cg07879739,0.00018686772284787152,GALR3,5
cg13315970,0.001483817075122839,NT5E,1,cg13315970,0.0016154270968913,NT5E,2,cg13315970,0.003402126399188074,NT5E,3,cg13315970,0.0,NT5E,4,cg13315970,0.0020445638338916572,NT5E,5
cg05863502,0.001483717394575345,CACNA1B,1,cg05863502,0.009806494611923216,CACNA1B,2,cg05863502,0.011515441098300222,CACNA1B,3,cg05863502,0.011115755826021215,CACNA1B,4,cg05863502,0.008511643257330712,CACNA1B,5
cg02770054,0.0014268275613210633,ATP4A,1,cg02770054,0.0009987110951573954,ATP4A,2,cg02770054,0.004127168422740879,ATP4A,3,cg02770054,0.0018143409574156598,ATP4A,4,cg02770054,0.0023914201762445853,ATP4A,5
cg07790615,0.001228245154117275,RYR2,1,cg07790615,0.0008728868241063366,RYR2,2,cg07790615,0.0014361526471014271,RYR2,3,cg07790615,0.0049499857271333636,RYR2,4,cg07790615,0.0017210476892326062,RYR2,5
cg04574090,0.0011250542271875968,KCNE3,1,cg04574090,0.0008102264853940487,KCNE3,2,cg04574090,0.007548194726528294,KCNE3,3,cg04574090,0.003957655232368176,KCNE3,4,cg04574090,7.704079351690333e-05,KCNE3,5
cg26043257,0.0010012479028160839,CD38,1,cg26043257,0.005081439045135006,CD38,2,cg26043257,0.004147454592107275,CD38,3,cg26043257,0.0054717091196917434,CD38,4,cg26043257,0.0003095766116599451,CD38,5
cg06482428,0.0006946417419619995,KCNIP4,1,cg06482428,0.0013292478948483193,KCNIP4,2,cg06482428,0.002398660588631568,KCNIP4,3,cg06482428,0.000315150705775706,KCNIP4,4,cg06482428,0.0022657696355995417,KCNIP4,5
cg08578734,0.0005898564444377698,GRIA1,1,cg08578734,0.006340538001929806,GRIA1,2,cg08578734,0.0026229437314177493,GRIA1,3,cg08578734,0.0015190326782992087,GRIA1,4,cg08578734,0.0016990113221376133,GRIA1,5
cg05306745,0.0005672712703962705,TIMP2,1,cg05306745,0.0002927652964286779,TIMP2,2,cg05306745,0.0009799422458494323,TIMP2,3,cg05306745,0.0018069772049634342,TIMP2,4,cg05306745,0.0029006403333567765,TIMP2,5
cg07676859,0.0005477666514929312,SSTR4,1,cg07676859,0.0007349637968394905,SSTR4,2,cg07676859,0.0002640427215189874,SSTR4,3,cg07676859,0.0009854011281546114,SSTR4,4,cg07676859,0.0013256519794454513,SSTR4,5
cg06998282,0.0005026970544211924,ENPP2,1,cg06998282,0.007773164670717623,ENPP2,2,cg06998282,0.0029700328458015703,ENPP2,3,cg06998282,0.00017997249858448596,ENPP2,4,cg06998282,0.005084857054436327,ENPP2,5
cg17437939,0.0004222050112142786,TAC1,1,cg17437939,0.002202534255494401,TAC1,2,cg17437939,0.006421117412400849,TAC1,3,cg17437939,0.0020691041280465044,TAC1,4,cg17437939,0.0007149310191366312,TAC1,5
cg05158615,0.00039195296779968175,NPY,1,cg05158615,0.0005268950374537943,NPY,2,cg05158615,0.006233526851154627,NPY,3,cg05158615,0.006127459466545509,NPY,4,cg05158615,0.0,NPY,5
cg10646402,0.0003882816808938718,PTPRO,1,cg10646402,0.0015708158915460865,PTPRO,2,cg10646402,0.0,PTPRO,3,cg10646402,0.0019581869861329437,PTPRO,4,cg10646402,0.0005394695365419775,PTPRO,5
cg15603568,0.00034036276223776225,GRIA4,1,cg15603568,0.0014513911176168225,GRIA4,2,cg15603568,0.000821910761091932,GRIA4,3,cg15603568,0.00042878205283876174,GRIA4,4,cg15603568,0.0,GRIA4,5
cg10119075,0.0003065313966655131,ITIH5,1,cg10119075,0.002889972190451174,ITIH5,2,cg10119075,0.003076241424530608,ITIH5,3,cg10119075,0.0005893550238533803,ITIH5,4,cg10119075,0.0012884154643312416,ITIH5,5
cg19256314,0.0002762468130080974,SSH1,1,cg19256314,0.0011366521658787699,SSH1,2,cg19256314,0.00039823346334382236,SSH1,3,cg19256314,0.0009555214723926384,SSH1,4,cg19256314,0.0015721811896163077,SSH1,5
cg12717594,0.00023994877498062202,RECK,1,cg12717594,0.00197643236841303,RECK,2,cg12717594,0.000982756368148809,RECK,3,cg12717594,0.0036615049343681487,RECK,4,cg12717594,0.00029875025821111316,RECK,5
cg04306063,0.00021610334110334114,CRHBP,1,cg04306063,0.0015800145461488666,CRHBP,2,cg04306063,0.0003492494497167396,CRHBP,3,cg04306063,3.261315666041291e-05,CRHBP,4,cg04306063,0.005357258810286669,CRHBP,5
cg17373442,0.00020107882176847707,CHST2,1,cg17373442,0.005639082946787196,CHST2,2,cg17373442,0.0031056383893398563,CHST2,3,cg17373442,0.0024245811178864635,CHST2,4,cg17373442,0.0018200962816161009,CHST2,5
cg01452847,0.0,MIR196A1,1,cg01452847,0.006259101478686003,MIR196A1,2,cg01452847,0.0032570266710655765,MIR196A1,3,cg01452847,0.0013367095034848057,MIR196A1,4,cg01452847,0.007656247133639683,MIR196A1,5
