ID,gene,dbeta,feature,cluster
cg05746024,CHRNB2,0.381274,TSS200,3
cg09469554,CLDN10,0.389899,TSS200,3
cg25737323,CLIP4,0.566136,TSS1500,3
cg18344652,CNN3,0.447862,TSS1500,3
cg20559608,CPNE4,0.383716,TSS200,3
cg02032778,CPVL,0.456625,TSS200,3
cg12178980,CUGBP2,0.401643,TSS200,1
cg03789645,CUL1,0.425725,TSS1500,3
cg20427865,CX3CL1,0.36708,TSS200,3
cg02029926,CXCL1,0.444508,TSS1500,3
cg08843517,CYBA,0.591415,TSS200,3
cg13570656,CYP1A1,0.37977,TSS1500,3
cg06145435,CYP2W1,0.36534,TSS200,3
cg01687040,DCD,-0.369561,TSS1500,3
cg20303028,DCTN1,0.400295,TSS200,3
cg08663159,DDIT4L,0.404646,TSS1500,3
cg09025324,DSE,0.482013,TSS1500,3
cg26530706,DTNA,0.405033,TSS200,3
cg13605988,DUOX1,0.39087,TSS1500,3
cg23214755,E2F6,-0.365961,TSS1500,1
cg11095319,E2F8,0.360525,TSS1500,1
cg05385513,EFEMP1,0.542922,TSS200,3
cg18844382,EFS,0.521161,TSS200,3
cg16317273,EGFLAM,0.488075,TSS1500,3
cg02156680,ENPP2,0.48241,TSS1500,3
cg26010734,EPHX3,0.422354,TSS200,3
cg20787173,EYA4,0.474293,TSS200,3
cg06947913,FAIM2,0.503244,TSS200,3
cg18478850,FAM193B,-0.416338,TSS1500,1
cg25489866,FAM81A,0.428423,TSS1500,3
cg08268017,FAM92A1,0.362146,TSS1500,3
cg08151731,FBN1,0.361861,TSS1500,3
cg27223047,FBN2,0.448337,TSS1500,3
cg06244497,FBXO17,0.469634,TSS200,3
cg23095615,FBXO30,0.52555,TSS1500,3
cg14696870,FCER1A,-0.401175,TSS1500,2
cg02582940,FER1L5,0.43421,TSS200,3
cg19056772,FGF11,0.368941,TSS1500,3
cg25209842,FGF8,0.38639,TSS1500,3
cg23083315,FJX1,0.421264,TSS200,3
cg13804182,FLOT1,0.424042,TSS1500,3
cg25078444,FOXG1,0.378435,TSS1500,1
cg13463203,FREQ,0.423766,TSS1500,3
cg14000361,GCM2,0.466369,TSS1500,1
cg12242450,GCNT2,0.393238,TSS200,3
cg09994356,GDAP1L1,0.497791,TSS200,3
cg09350274,GFRA3,0.448198,TSS200,3
cg12080909,GIT1,0.386742,TSS1500,3
cg25726664,GLI3,0.426076,TSS1500,1
cg06223162,GPR88,0.371596,TSS200,2
cg13081720,GPX3,0.376822,TSS200,3
cg03884132,GREM1,0.384301,TSS1500,3
cg14616251,GRHL3,0.478392,TSS1500,1
cg13506653,GSX2,0.497199,TSS1500,1
cg15613420,H2AFY,0.362303,TSS1500,1
cg08421126,HAAO,0.453211,TSS200,3
cg03698393,HAPLN3,0.409678,TSS200,3
cg02453462,HCN4,0.362112,TSS1500,3
cg12081743,HDAC9,0.368881,TSS1500,1
cg09827752,HES5,0.520845,TSS200,1
cg14117138,HIF3A,0.598852,TSS1500,1
cg00036011,HIST1H3G,0.418398,TSS200,1
cg09473613,HMGCL,-0.368722,TSS1500,3
cg07816687,HSF4,0.385206,TSS200,1
cg22325530,HVCN1,0.468837,TSS1500,3
cg14993276,ICAM4,0.383281,TSS200,3
cg21406461,IFI16,-0.406638,TSS1500,1
cg22212414,IFNGR2,0.412133,TSS200,3
cg13385210,IGFBP4,0.363388,TSS1500,3
cg19045644,IGFBP7,0.382408,TSS1500,3
cg07589773,IKZF1,0.492211,TSS1500,1
cg07935264,IL1B,0.362696,TSS200,3
cg18673954,INA,0.363928,TSS1500,3
cg16852483,ITGBL1,-0.418188,TSS1500,3
cg10119075,ITIH5,0.491179,TSS1500,3
cg10101773,JDP2,0.405032,TSS1500,1
cg24926465,KCNAB1,-0.370785,TSS1500,3
cg20883831,KCNH2,0.543661,TSS200,3
cg24040450,KCNT2,-0.385983,TSS1500,3
cg26067203,KIAA1751,0.398583,TSS200,3
cg07429623,KLHDC8A,0.370942,TSS200,3
cg20104456,KLK13,0.431471,TSS200,3
cg20640433,LAMA2,0.441909,TSS200,3
cg26412532,LDB1,0.489612,TSS1500,1
cg00840332,LEP,0.378317,TSS200,3
cg14102988,LPAR1,0.457529,TSS1500,3
cg02454806,LRFN5,0.362328,TSS1500,3
cg21340845,LRP1B,-0.369226,TSS1500,3
cg09242181,LRP4,0.36709,TSS1500,3
cg26307117,LTF,0.376728,TSS200,3
cg26530485,LUZP1,0.376547,TSS1500,3
cg00349607,MACF1,0.453627,TSS1500,3
cg22027897,MARCH10,0.372301,TSS200,3
cg11009736,MARCO,-0.369938,TSS200,2
cg05323709,MARK4,-0.361698,TSS1500,3
cg06679087,MARVELD1,0.457457,TSS1500,3
cg20431135,MFAP4,0.36876,TSS1500,3
cg26371731,MIR9-1,0.428023,TSS200,1
cg07483086,MMADHC,-0.361776,TSS1500,3
cg01508380,MMP14,0.40678,TSS1500,3
cg12296772,MTMR7,0.361752,TSS200,3
cg15355146,MYCL1,0.363665,TSS1500,1
cg19300568,NAT8L,0.415877,TSS1500,3
cg20902783,NDRG2,0.418967,TSS1500,3
cg18363192,NEU1,0.397366,TSS1500,3
cg00402172,NFATC3,0.418844,TSS1500,1
cg23483765,NIPAL4,0.413214,TSS200,3
cg03694713,NKX2-6,0.394817,TSS1500,1
cg15866977,NOTUM,0.425141,TSS1500,3
cg26205771,NPBWR1,0.368692,TSS1500,2
cg08564874,NPSR1,-0.394926,TSS1500,2
cg00536939,NR1H3,0.448583,TSS200,1
cg02852959,NRIP2,0.418905,TSS1500,3
cg00990022,NT5C1A,0.374883,TSS1500,3
cg18525352,NUAK1,0.453449,TSS200,3
cg25626375,OC90,-0.384173,TSS1500,3
cg06834698,OR10A3,-0.363558,TSS1500,2
cg18099058,OR10AG1,-0.360618,TSS1500,2
cg26110281,OR10G4,-0.394261,TSS1500,2
cg15700197,OR10J1,-0.423193,TSS1500,2
cg02735829,OR2Y1,-0.374229,TSS1500,2
cg26786795,OR4K2,0.364322,TSS200,2
cg14269191,OR51B2,-0.380186,TSS1500,2
cg24803687,OR51I1,-0.398872,TSS200,2
cg27480913,OR52L1,-0.370283,TSS200,2
cg25451456,OR56A3,-0.373514,TSS1500,2
cg16226642,OR5P3,-0.41131,TSS1500,2
cg02245566,OR6K2,-0.385037,TSS200,2
cg14514991,OR6N1,-0.392536,TSS1500,2
cg24360034,OR8B12,-0.393055,TSS1500,2
cg13563074,OVCH2,-0.375273,TSS1500,3
cg08300419,PACSIN3,0.417313,TSS1500,3
cg24167314,PAH,0.463562,TSS200,3
cg00970325,PAQR9,0.416015,TSS1500,3
cg18077971,PAX3,0.384655,TSS1500,1
cg22488256,PDE4B,0.411828,TSS200,3
cg16429070,PDGFRB,0.409684,TSS1500,3
cg04518342,PDLIM4,0.379551,TSS1500,3
cg18877506,PDPN,0.375804,TSS1500,3
cg26582768,PDZD7,0.395727,TSS1500,3
cg10708955,PER1,0.373299,TSS1500,1
cg22154859,PFDN4,-0.361078,TSS1500,3
cg07198194,PFKP,0.493966,TSS1500,3
cg06275635,PGLYRP3,-0.392406,TSS1500,3
cg01267270,PHAX,-0.365756,TSS1500,3
cg24530250,PHOX2A,0.440647,TSS1500,1
cg04705659,PLEKHA6,0.384573,TSS200,3
cg03529003,PLOD1,0.361083,TSS1500,3
cg24182521,PLTP,0.37435,TSS1500,3
cg04765848,PODN,0.518467,TSS1500,3
cg23230584,PON3,0.443194,TSS200,3
cg19513834,POU3F3,0.393473,TSS1500,1
cg14130039,PPT2,0.518702,TSS200,3
cg04203238,PROM1,0.47551,TSS200,3
cg03970036,PTPRN,0.363235,TSS200,1
cg08730348,PYCARD,0.426737,TSS200,3
cg06353069,RAB17,-0.433031,TSS1500,3
cg25813864,RAPGEFL1,0.402946,TSS200,3
cg18349298,RARRES1,0.404767,TSS1500,3
cg27494647,RARRES2,0.452657,TSS200,3
cg17558126,RASSF5,0.369552,TSS1500,3
cg15229124,RBP1,0.37106,TSS1500,3
cg16425038,REC8,0.373761,TSS200,1
cg08857201,RFX7,0.462826,TSS1500,1
cg10292430,RGS10,-0.390121,TSS1500,3
cg01837657,RHCG,0.491102,TSS200,3
cg07980518,RNF152,0.483185,TSS200,3
cg03702236,SEMA5A,0.426646,TSS1500,3
cg19630689,SERPINA12,0.360609,TSS1500,3
cg07834955,SFRP5,0.439408,TSS200,3
cg23396786,SFXN5,0.36647,TSS200,3
cg00920348,SGIP1,0.436656,TSS1500,3
cg26474043,SH3TC2,0.365058,TSS200,3
cg27252696,SIM1,0.370234,TSS1500,1
cg02711647,SIX2,0.485205,TSS1500,1
cg06263461,SLC13A3,0.461242,TSS200,3
cg06563300,SLC17A8,0.451755,TSS200,3
cg15173134,SLC18A2,0.382357,TSS200,3
cg09691340,SLC25A39,0.52843,TSS1500,3
cg24302235,SLC2A2,0.481761,TSS1500,3
cg26870192,SLC35D3,0.364633,TSS1500,3
cg10748765,SLC4A11,0.406703,TSS1500,3
cg26001902,SLC5A7,0.382944,TSS200,3
cg16703956,SLC6A3,0.489186,TSS1500,3
cg19788741,SLCO4C1,0.454807,TSS200,3
cg18108623,SLFN11,0.445443,TSS1500,1
cg00175153,SNORA10,-0.362761,TSS1500,1
cg18334392,SNORD123,0.442013,TSS1500,1
cg11097433,SORCS1,0.376303,TSS1500,2
cg06363129,SOSTDC1,0.515057,TSS200,3
cg24604013,SOX1,0.382096,TSS1500,1
cg22674613,SPATS1,0.370427,TSS200,3
cg11267802,SPRR2G,-0.373247,TSS200,3
cg08948808,SPRR4,-0.394402,TSS1500,3
cg14619259,SPRY4,0.467256,TSS1500,3
cg07676859,SSTR4,0.424628,TSS200,2
cg14202783,ST6GALNAC6,-0.388851,TSS1500,3
cg26904169,STEAP2,-0.379993,TSS1500,3
cg19901801,SYT6,0.361637,TSS1500,3
cg17437939,TAC1,0.508649,TSS200,3
cg17985646,TBX20,0.445857,TSS200,1
cg12176783,TCEA2,0.416693,TSS200,1
cg08924430,TET2,0.411281,TSS1500,1
cg00795341,THBS4,0.368438,TSS200,3
cg05306745,TIMP2,0.451365,TSS1500,3
cg20672708,TM9SF4,-0.382002,TSS1500,3
cg09682051,TP53AIP1,0.36446,TSS200,1
cg08979352,TSPAN5,0.375588,TSS1500,3
cg16620382,TTBK1,0.381593,TSS200,3
cg08640923,TUBA4B,0.453808,TSS200,3
cg17395064,TXNRD1,0.432504,TSS200,3
cg24685601,UBXN10,0.362177,TSS200,3
cg15575433,UFSP1,0.424566,TSS1500,3
cg10400707,VANGL2,0.367818,TSS1500,3
cg08614290,VIPR2,0.370812,TSS1500,2
cg01893212,VWC2,0.455364,TSS200,3
cg06282270,VWCE,0.405635,TSS200,3
cg04021697,WDR8,0.366351,TSS1500,3
cg11626007,WFDC5,0.367805,TSS200,3
cg13999188,WIPF1,0.401518,TSS1500,3
cg06274159,ZFP42,0.41846,TSS200,1
cg16014085,ZNF48,0.379286,TSS1500,1
cg16731240,ZNF577,0.555545,TSS200,1
cg05165378,ZNF655,0.390698,TSS1500,1
cg26810908,ZP4,-0.388928,TSS1500,3
