Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration,Probe_ID,import_level_in_forest,gene,iteration
cg23906738,0.006455193,NKX2-1,1,cg06714480,0.005123679,NEUROD1,2,cg02177231,0.004138974,TBX15,3,cg04778012,0.006999509,STAG3,4,cg07489048,0.00629487,FOXG1,5
cg13713922,0.005821517,GLI2,1,cg07847030,0.003902474,TCF7L1,2,cg08044097,0.003918062,SOX17,3,cg18279094,0.006558771,FOXD3,4,cg26299169,0.004926293,PDX1,5
cg05835105,0.005224646,PITX2,1,cg18451588,0.003695064,PRR15,2,cg04142864,0.003882185,PHLDB1,3,cg26521404,0.006322314,HOXA9,4,cg13482308,0.004791902,PAX5,5
cg16428251,0.004620097,SOX14,1,cg10244666,0.003505389,WT1,2,cg04436818,0.003846332,PAX2,3,cg00800229,0.005862731,SALL2,4,cg00800229,0.00458424,SALL2,5
cg18396984,0.004404231,NKX2-8,1,cg18369516,0.003453903,ZBTB46,2,cg09106903,0.003099645,ESRRG,3,cg14002960,0.005543021,NOL4,4,cg18091615,0.004011031,CREB3L2,5
cg26422161,0.004000773,FOXQ1,1,cg02374745,0.003420023,FBXO39,2,cg12702981,0.002990915,NR1I2,3,cg20388732,0.004423041,STAT5A,4,cg20388732,0.003755383,STAT5A,5
cg04738965,0.003939039,ZIC1,1,cg16727923,0.003216573,SLITRK1,2,cg18091615,0.002909901,CREB3L2,3,cg16428251,0.00416652,SOX14,4,cg03774514,0.003689502,FOXA2,5
cg06733419,0.003752042,TBX18,1,cg00396667,0.003110486,PITX1,2,cg20985450,0.002748623,ZIC5,3,cg07080050,0.003957975,HOXC4,4,cg24909660,0.003440104,NR1H3,5
cg04778012,0.003550792,STAG3,1,cg14866200,0.002975278,SHISA3,2,cg11546137,0.002655358,HOXD11,3,cg04142864,0.003439786,PHLDB1,4,cg06947913,0.003086008,FAIM2,5
cg20388732,0.003532223,STAT5A,1,cg00764217,0.002874744,ST7,2,cg07084627,0.002478783,NFIL3,3,cg02374745,0.003416003,FBXO39,4,cg18279094,0.002939779,FOXD3,5
cg24909660,0.003354777,NR1H3,1,cg15564098,0.002858627,EVX1,2,cg03604011,0.002300502,AHRR,3,cg20985450,0.003156441,ZIC5,4,cg06215569,0.002626533,ALX3,5
cg18372607,0.003154439,PAX6,1,cg06947913,0.002855804,FAIM2,2,cg07317062,0.002286742,HOXA4,3,cg06714480,0.003120055,NEUROD1,4,cg06274159,0.002620436,ZFP42,5
cg03576469,0.003135136,CCDC8,1,cg20985450,0.002853044,ZIC5,2,cg08097882,0.002274516,POU4F1,3,cg13791254,0.002918301,FOXE1,4,cg07080050,0.002481498,HOXC4,5
cg13482308,0.002980205,PAX5,1,cg24909660,0.002795819,NR1H3,2,cg15133719,0.002110103,PAX3,3,cg26422161,0.002755944,FOXQ1,4,cg03604011,0.002478206,AHRR,5
cg00800229,0.002785942,SALL2,1,cg22474464,0.00272888,NKX2-2,2,cg01146232,0.002089251,SALL1,3,cg13713922,0.002587591,GLI2,4,cg14861089,0.002369892,TLX1,5
cg07979401,0.002757221,LEMD2,1,cg21185289,0.002712874,TLX2,2,cg20388732,0.002025094,STAT5A,3,cg14861089,0.002492691,TLX1,4,cg05452406,0.002336818,GCM2,5
cg11546137,0.002459354,HOXD11,1,cg11546137,0.002635765,HOXD11,2,cg00800229,0.001958689,SALL2,3,cg14866200,0.002417801,SHISA3,4,cg22474464,0.001774471,NKX2-2,5
cg14866200,0.002361409,SHISA3,1,cg23906738,0.002564373,NKX2-1,2,cg14866200,0.001913897,SHISA3,3,cg07979401,0.002286124,LEMD2,4,cg06550984,0.00166656,PTF1A,5
cg20985450,0.002350471,ZIC5,1,cg20388732,0.00250025,STAT5A,2,cg02374745,0.001852258,FBXO39,3,cg06274159,0.002272368,ZFP42,4,cg19897940,0.001547235,FLI1,5
cg00764217,0.002261407,ST7,1,cg12702981,0.002199026,NR1I2,2,cg03774514,0.001831206,FOXA2,3,cg21183523,0.002187584,ZNF521,4,cg07317062,0.001436627,HOXA4,5
cg06947913,0.002252987,FAIM2,1,cg27252696,0.002101365,SIM1,2,cg14625175,0.001702749,HOXA10,3,cg09106903,0.002110758,ESRRG,4,cg10364040,0.001420075,HOXD10,5
cg07080050,0.002247902,HOXC4,1,cg05452406,0.001904778,GCM2,2,cg07979401,0.001616251,LEMD2,3,cg05452406,0.002051644,GCM2,4,cg13791254,0.001370344,FOXE1,5
cg14861089,0.002247645,TLX1,1,cg04436818,0.001839374,PAX2,2,cg10364040,0.001602049,HOXD10,3,cg24909660,0.001988544,NR1H3,4,cg09159022,0.001366429,CSMD1,5
cg18722841,0.002213305,PHOX2A,1,cg23710218,0.001794582,MSC,2,cg07489048,0.001555212,FOXG1,3,cg26844246,0.001929471,TLX3,4,cg21185289,0.001273899,TLX2,5
cg04436818,0.002150139,PAX2,1,cg15133719,0.001629023,PAX3,2,cg21183523,0.001499468,ZNF521,3,cg08044097,0.001877642,SOX17,4,cg04778012,0.001234048,STAG3,5
cg07847030,0.002094869,TCF7L1,1,cg09420439,0.001538821,HOXA1,2,cg13267264,0.001495724,PRDM14,3,cg06947913,0.00182154,FAIM2,4,cg16428251,0.001151087,SOX14,5
cg12122146,0.002064657,TMEM132D,1,cg21183523,0.001521873,ZNF521,2,cg18396984,0.001495247,NKX2-8,3,cg12702981,0.001693985,NR1I2,4,cg07847030,0.001144695,TCF7L1,5
cg12702981,0.001958013,NR1I2,1,cg00097146,0.001495814,SIX3,2,cg22474464,0.001373026,NKX2-2,3,cg09159022,0.001658756,CSMD1,4,cg07974511,0.00105656,OTX1,5
cg05452406,0.001749735,GCM2,1,cg16428251,0.001464833,SOX14,2,cg23906738,0.001277964,NKX2-1,3,cg18710784,0.001555652,OPCML,4,cg14416311,0.001044498,GAS1,5
cg27252696,0.001737691,SIM1,1,cg07317062,0.001312113,HOXA4,2,cg21185289,0.001158493,TLX2,3,cg07847030,0.001455342,TCF7L1,4,cg27252696,0.001039644,SIM1,5
cg22674699,0.001668628,HOXD9,1,cg03576469,0.001277321,CCDC8,2,cg06550984,0.001150056,PTF1A,3,cg12122146,0.001441667,TMEM132D,4,cg10530883,0.001020995,IRX1,5
cg18091615,0.00166618,CREB3L2,1,cg07084627,0.00112902,NFIL3,2,cg13019491,0.001130842,SIX6,3,cg06733419,0.001389199,TBX18,4,cg09106903,0.001016307,ESRRG,5
cg21183523,0.001551208,ZNF521,1,cg09238180,0.001119986,HOXD8,2,cg24909660,0.001070418,NR1H3,3,cg22474464,0.001222593,NKX2-2,4,cg10717463,0.001015699,SALL3,5
cg01146232,0.001457431,SALL1,1,cg18279094,0.001098019,FOXD3,2,cg10530883,0.001044009,IRX1,3,cg18372607,0.001185879,PAX6,4,cg00097146,0.000933125,SIX3,5
cg06215569,0.001212557,ALX3,1,cg09106903,0.001083059,ESRRG,2,cg26492446,0.001042564,BHLHE23,3,cg18091615,0.001126437,CREB3L2,4,cg14866200,0.000810781,SHISA3,5
cg26844246,0.001091411,TLX3,1,cg08044097,0.001012446,SOX17,2,cg13482308,0.001031971,PAX5,3,cg10244666,0.001108733,WT1,4,cg06733419,0.000674767,TBX18,5
cg26492446,0.000962967,BHLHE23,1,cg14416311,0.000986005,GAS1,2,cg06733419,0.001019714,TBX18,3,cg03604011,0.001103623,AHRR,4,cg08097882,0.000669652,POU4F1,5
cg23710218,0.000960314,MSC,1,cg13791254,0.000966697,FOXE1,2,cg18451588,0.00098961,PRR15,3,cg23710218,0.001101571,MSC,4,cg20985450,0.000605554,ZIC5,5
cg22474464,0.000923199,NKX2-2,1,cg03604011,0.000948887,AHRR,2,cg03576469,0.000960521,CCDC8,3,cg10364040,0.001098313,HOXD10,4,cg18722841,0.000541679,PHOX2A,5
cg10364040,0.000893853,HOXD10,1,cg13713922,0.000946235,GLI2,2,cg26422161,0.000945218,FOXQ1,3,cg05835105,0.001070505,PITX2,4,cg09420439,0.000538662,HOXA1,5
cg07974511,0.000777737,OTX1,1,cg07979401,0.000939382,LEMD2,2,cg27252696,0.000845907,SIM1,3,cg10530883,0.001069349,IRX1,4,cg26422161,0.000492038,FOXQ1,5
cg03774514,0.000707687,FOXA2,1,cg03774514,0.000792167,FOXA2,2,cg06947913,0.00082375,FAIM2,3,cg07974511,0.000974942,OTX1,4,cg18710784,0.000416219,OPCML,5
cg09180848,0.000634434,BNC1,1,cg18396984,0.000771872,NKX2-8,2,cg09159022,0.00082028,CSMD1,3,cg06392169,0.000950986,IRF4,4,cg09238180,0.000385632,HOXD8,5
cg07084627,0.000604708,NFIL3,1,cg09180848,0.000768528,BNC1,2,cg26299169,0.000674245,PDX1,3,cg14625175,0.000939129,HOXA10,4,cg18396984,0.000381737,NKX2-8,5
cg09420439,0.00055846,HOXA1,1,cg08097882,0.000731526,POU4F1,2,cg26521404,0.000649165,HOXA9,3,cg18396984,0.000798674,NKX2-8,4,cg04142864,0.000361942,PHLDB1,5
cg26521404,0.00054458,HOXA9,1,cg18710784,0.000597132,OPCML,2,cg15564098,0.000593171,EVX1,3,cg14416311,0.000762055,GAS1,4,cg23906738,0.000311769,NKX2-1,5
cg08097882,0.000544446,POU4F1,1,cg04142864,0.00058508,PHLDB1,2,cg07847030,0.000568046,TCF7L1,3,cg03576469,0.000745135,CCDC8,4,cg26492446,0.000293001,BHLHE23,5
cg09159022,0.000455689,CSMD1,1,cg06733419,0.000559657,TBX18,2,cg22674699,0.000431397,HOXD9,3,cg18451588,0.000723863,PRR15,4,cg15133719,0.000271456,PAX3,5
cg14002960,0.000411334,NOL4,1,cg06550984,0.00048886,PTF1A,2,cg17302155,0.000404914,PRDM13,3,cg01146232,0.000711103,SALL1,4,cg12122146,0.000269942,TMEM132D,5
cg18279094,0.000394352,FOXD3,1,cg06274159,0.000480387,ZFP42,2,cg14416311,0.000393784,GAS1,3,cg16126280,0.000684037,EBF1,4,cg21183523,0.000269069,ZNF521,5
cg07317062,0.000359945,HOXA4,1,cg12122146,0.00048008,TMEM132D,2,cg23710218,0.000372202,MSC,3,cg09420439,0.000578692,HOXA1,4,cg00764217,0.000223748,ST7,5
cg18451588,0.000312285,PRR15,1,cg13267264,0.0004696,PRDM14,2,cg05452406,0.000366745,GCM2,3,cg07084627,0.000518285,NFIL3,4,cg18372607,0.000220616,PAX6,5
cg13791254,0.000311343,FOXE1,1,cg26492446,0.000468239,BHLHE23,2,cg19897940,0.000362895,FLI1,3,cg27252696,0.000517054,SIM1,4,cg16126280,0.000191971,EBF1,5
cg21185289,0.000272698,TLX2,1,cg22674699,0.000453441,HOXD9,2,cg26844246,0.000347999,TLX3,3,cg19897940,0.000495915,FLI1,4,cg02374745,0.000191708,FBXO39,5
cg10530883,0.00023765,IRX1,1,cg18722841,0.000370678,PHOX2A,2,cg06274159,0.000220423,ZFP42,3,cg11546137,0.000410674,HOXD11,4,cg04436818,3.10E-05,PAX2,5
cg16126280,0.00023765,EBF1,1,cg14002960,0.000351169,NOL4,2,cg12122146,0.000202457,TMEM132D,3,cg09238180,0.00039161,HOXD8,4,cg09180848,2.34E-05,BNC1,5
cg14625175,0.000226214,HOXA10,1,cg06392169,0.000294154,IRF4,2,cg16126280,0.000201079,EBF1,3,cg07317062,0.000390527,HOXA4,4,cg08044097,0,SOX17,5
cg18710784,0.000216088,OPCML,1,cg26422161,0.000287956,FOXQ1,2,cg14002960,0.000190782,NOL4,3,cg13267264,0.000239757,PRDM14,4,cg05835105,0,PITX2,5
cg14416311,0.000199719,GAS1,1,cg07974511,0.000283798,OTX1,2,cg06392169,0.000143978,IRF4,3,cg13482308,0.000225316,PAX5,4,cg03576469,0,CCDC8,5
cg02374745,0.000190014,FBXO39,1,cg26844246,0.000270682,TLX3,2,cg09180848,0.000126456,BNC1,3,cg26492446,0.000145642,BHLHE23,4,cg11546137,0,HOXD11,5
cg06274159,5.71E-05,ZFP42,1,cg10530883,0.000264056,IRX1,2,cg16428251,7.83E-05,SOX14,3,cg18722841,8.13E-05,PHOX2A,4,cg12702981,0,NR1I2,5
cg03604011,4.15E-05,AHRR,1,cg19897940,0.000261778,FLI1,2,cg07080050,5.71E-05,HOXC4,3,cg03774514,4.86E-05,FOXA2,4,cg22674699,0,HOXD9,5
cg04142864,0,PHLDB1,1,cg00800229,0.00019617,SALL2,2,cg00764217,3.39E-05,ST7,3,cg10717463,2.78E-05,SALL3,4,cg01146232,0,SALL1,5
cg06392169,0,IRF4,1,cg18091615,0.000140823,CREB3L2,2,cg09238180,0,HOXD8,3,cg23906738,0,NKX2-1,4,cg23710218,0,MSC,5
cg06550984,0,PTF1A,1,cg07080050,1.95E-05,HOXC4,2,cg13713922,0,GLI2,3,cg00764217,0,ST7,4,cg07084627,0,NFIL3,5
cg09106903,0,ESRRG,1,cg05835105,0,PITX2,2,cg05835105,0,PITX2,3,cg22674699,0,HOXD9,4,cg26521404,0,HOXA9,5
cg10717463,0,SALL3,1,cg04778012,0,STAG3,2,cg14861089,0,TLX1,3,cg09180848,0,BNC1,4,cg18451588,0,PRR15,5
cg13267264,0,PRDM14,1,cg26521404,0,HOXA9,2,cg09420439,0,HOXA1,3,cg08097882,0,POU4F1,4,cg14625175,0,HOXA10,5
cg15133719,0,PAX3,1,cg09159022,0,CSMD1,2,cg18279094,0,FOXD3,3,cg06550984,0,PTF1A,4,cg13267264,0,PRDM14,5
cg19897940,0,FLI1,1,cg16126280,0,EBF1,2,cg13791254,0,FOXE1,3,cg15133719,0,PAX3,4,cg06392169,0,IRF4,5
