ID,dbeta,UCSC_RefGene_Name,UCSC_RefGene_Group
cg01707795,0.025327547318181844,ACTN1,Body
cg18412431,0.012483962034782721,ACTN2,Body
cg25383568,0.009046758717391365,ACTN4,Body
cg11123847,0.008035387849342783,ACTR10,3'UTR
cg06698844,0.012631593917391251,ACTR1B,TSS1500
cg06915722,0.0025478411956521983,ACTR2,TSS1500
cg17386473,0.05483679976086975,ACTR3,3'UTR
cg02181559,0.014405386051061496,ACTR3B,Body
cg21577356,0.01721940344396115,ACTR3C,TSS1500
cg16141784,0.009116277369565311,ACVR1,5'UTR
cg24433265,0.003410778008212333,ACVR1B,3'UTR
cg06974034,0.013760951430946258,ACVR1C,Body
cg07969095,0.008320665550724507,ACVR2A,Body
cg01850202,-0.0019476911561262674,ACVR2B,Body
cg25749512,0.012859700979375974,ACVRL1,5'UTR
cg25717799,-0.03455487942334096,ACY1,TSS200
cg06148175,0.01936075721739115,ACY3,TSS200
cg18959907,0.01363692638695643,ACYP2,Body
cg22316575,0.0021274976086954585,ADA,3'UTR
cg08898775,0.01266350919499345,ADAM10,TSS1500
cg04618277,0.0063149904661270176,ADAM11,Body
cg04034998,0.05892895661956521,ADAM12,Body
cg27576241,0.01322937283666271,ADAM15,Body
cg07078329,0.012572312960144966,ADAM17,TSS1500
cg07575896,0.013190616942791564,ADAM19,Body
cg03512208,0.0022555719130435826,ADAM21,TSS1500
cg06315606,0.006464550055434987,ADAM22,Body
cg21997164,0.008147850416996198,ADAM23,3'UTR
cg14976447,-0.012447020615942073,ADAM28,Body
cg09975995,0.011005252220108761,ADAM29,3'UTR
cg16540080,0.011445569591533387,ADAM32,Body
cg06023791,-0.014926075252717368,ADAM33,Body
cg04975143,0.007378247345298275,ADAM6,Body
cg14259466,0.010036620165099592,ADAM8,TSS1500
cg07469630,0.006457516826086901,ADAM9,Body
cg14124415,0.011536248652173866,ADAMTS1,Body
cg07043044,0.012193522016491824,ADAMTS12,Body
cg13633881,0.05445599882806322,ADAMTS13,Body
cg08709863,0.02741409899516915,ADAMTS14,3'UTR
cg14737287,0.008309277347826103,ADAMTS15,Body
cg21514291,0.0126676596440846,ADAMTS16,Body
cg01407406,-0.017286818861204,ADAMTS18,Body
cg00631759,0.059513895478260914,ADAMTS2,Body
cg21911301,0.009595085886646164,ADAMTS20,TSS1500
cg24329783,0.0010842176796339938,ADAMTS4,3'UTR
cg14740657,0.015348220673163507,ADAMTS5,Body
cg18537027,0.006141410221435535,ADAMTS6,Body
cg05290144,0.008729005021738907,ADAMTS8,Body
cg25859972,-0.01307629595169077,ADAMTS9,Body
cg14598478,-0.021111633094202824,ADAMTSL3,Body
cg14037218,0.011273418536890836,ADAMTSL4,5'UTR
cg01517273,-0.02994698904619565,ADAR,5'UTR
cg27449258,0.017603086049039596,ADARB1,TSS1500
cg24323552,0.039096048195651954,ADARB2,Body
cg08856920,-0.0412283173434783,ADAT2,Body
cg26344392,0.009351484248283876,ADCY10,Body
cg04440551,0.016667006902746355,ADCY3,Body
cg02842496,-0.009476765197940495,ADCY8,TSS1500
cg11402363,-0.011893552237613755,ADCYAP1,Body
cg03447880,-0.016155202233333322,ADCYAP1R1,Body
cg02338146,0.013015217175845393,ADD1,Body
cg23691894,0.00630567198840576,ADD3,1stExon
cg23949936,0.0036928210897434932,ADH1A,TSS1500
cg24368912,-0.0055194476797101695,ADH1B,TSS1500
cg00689360,0.01206809948777152,ADH1C,TSS200
cg12011299,-0.00642269921467397,ADH4,TSS200
cg09112717,0.0029366951956521685,ADH5,TSS200
cg07219303,0.01071629933003938,ADH6,TSS1500
cg16642695,0.017121695156381466,ADHFE1,TSS1500
cg07434166,0.008422132385375723,ADI1,Body
cg10681525,0.008781832445962864,ADIPOQ,Body
cg27392775,0.008330216061678455,ADIPOR1,5'UTR
cg01924292,-0.011202312806324029,ADIPOR2,5'UTR
cg06764565,-0.02314875982206123,ADK,TSS1500
cg03548673,-0.021874451117259566,ADM,TSS1500
cg19621271,0.014503307788537567,ADM2,3'UTR
cg12093180,-0.0060094790352322935,ADNP,TSS1500
cg12361155,-0.02524102166704806,ADO,TSS200
cg03547181,0.008243860620772942,ADORA1,TSS200
cg15499799,0.012706137319036644,ADORA2A,TSS1500
cg07563400,-0.007623619352842815,ADORA2B,Body
cg22521522,0.012010480863202734,ADORA3,Body
cg10994564,0.009863441014492838,ADPRH,Body
cg07572251,0.013125102995652305,ADRA1A,Body
cg26088662,-0.01422312067826087,ADRA1B,Body
cg01483063,-0.009310021614130439,ADRA2A,TSS1500
cg20634573,0.021710928508695715,ADRA2B,1stExon
cg13244559,0.01249637428260866,ADRA2C,3'UTR
cg10415685,-0.0072028030610764675,ADRB1,3'UTR
cg01779903,-0.003182731774936026,ADRB2,TSS1500
cg00432461,0.0326290418313342,ADRB3,TSS1500
cg21842689,0.009088186685421813,ADRM1,Body
cg07998236,0.022677989877237813,AEBP1,Body
cg06758191,0.02620786812836434,AFAP1,Body
cg06692974,0.019469230694663907,AFAP1L1,Body
cg04784635,0.013624256785024253,AFAP1L2,Body
cg21832951,-0.024025428558695678,AFF1,Body
cg14793844,0.008923168104743187,AFF3,Body
cg01675895,0.003356076152174435,AFM,TSS1500
cg02387745,0.008368029618239648,AFP,Body
cg00004818,-0.008223162953416156,AGA,TSS1500
cg12253175,0.027103351331521756,AGAP2,TSS200
cg25800328,0.009164663803260878,AGBL2,Body
cg27539472,0.011494030831919043,AGER,Body
cg13061886,0.008140199922519126,AGFG1,Body
cg19543017,0.011106350013834053,AGFG2,3'UTR
cg22197936,0.009976940836627096,AGGF1,TSS1500
cg04579040,-0.010251948977173901,AGK,TSS200
cg22017303,-0.010442691456521547,AGL,5'UTR
cg05141711,0.007497141952062408,AGMAT,TSS1500
cg06255004,-0.008626284072463837,AGPAT2,Body
cg25843927,0.00160815481283108,AGPS,Body
cg24426405,0.002762094936454771,AGR2,TSS200
cg11039314,0.0035260098260868067,AGR3,TSS200
cg06285333,0.01665594590978236,AGRP,Body
cg07390013,0.016956735012882643,AGT,3'UTR
cg20906621,0.012585522881739334,AGTR1,5'UTR
cg24371033,-0.010445698553359646,AGXT,TSS1500
cg09745307,0.021658585963315255,AGXT2,TSS1500
cg24681307,-0.009155415239130353,AHCYL1,TSS1500
cg14291549,-0.021122430478260863,AHI1,5'UTR
cg03274456,0.01821104102341138,AHNAK,Body
cg25577322,-0.005854523450455028,AHR,TSS200
cg16371648,-0.04765073250000005,AHRR,Body
cg14520941,0.017100022265217413,AHSA1,3'UTR
cg17151621,0.0038646095440084465,AHSG,TSS1500
cg06193723,-0.01637301495652175,AICDA,Body
cg25403205,-0.013757885108695644,AIF1,Body
cg17072519,0.01599215828152192,AIFM3,5'UTR
cg20935933,-0.010854212908801682,AIG1,TSS200
cg17217296,0.01998762309739141,AIM2,TSS1500
cg01818594,-0.061097471267080775,AIMP1,5'UTR
cg03481658,0.006869505042489715,AIMP2,Body
cg19528654,0.014894687677536147,AIP,Body
cg18689454,0.018439276410144922,AIRE,TSS200
cg20624157,0.019736781626358568,AJAP1,Body
cg24858658,-0.01641173703121515,AK2,TSS1500
cg05778424,-0.006867413195652169,AKAP1,5'UTR
cg00218134,0.005028967582815773,AKAP10,TSS1500
cg25855249,-0.017259131504347817,AKAP12,5'UTR
cg22527572,0.004019725717390756,AKAP3,Body
cg00334498,0.005782407732213211,AKAP9,Body
cg05217213,0.007357823416582111,AKIRIN2,TSS1500
cg00042254,0.0056566661908212254,AKR1A1,5'UTR
cg04663564,0.008158687378665678,AKR1B1,TSS1500
cg12001930,0.01723460919239124,AKR1B10,TSS200
cg10568634,-0.00746625506241232,AKR1C1,5'UTR
cg04683516,0.016781179040372636,AKR1C2,TSS1500
cg07665352,0.0065358387579711585,AKR1C3,TSS1500
cg11136592,0.03660149389130411,AKR1C4,Body
cg06305312,-0.02866098075258796,AKR7A2,1stExon
cg11532863,0.012620281135610631,AKR7A3,Body
cg14274357,0.0217626371325053,AKT1,Body
cg08711674,0.006512728470355744,AKT1S1,TSS1500
cg14309246,0.014061564947825933,AKT2,TSS1500
cg19503731,-0.008523035369082279,AKT3,TSS1500
cg17787219,-0.029682370855900624,ALAD,TSS1500
cg03929796,0.00747841698136647,ALAS1,TSS1500
cg10890681,0.01091841249033807,ALB,Body
cg24273728,0.009079410891304174,ALCAM,Body
cg12304200,0.008064337582930757,ALDH18A1,5'UTR
cg01812894,0.007927313885507188,ALDH1A1,TSS1500
cg13198321,-0.010622169016624019,ALDH1A2,5'UTR
cg19510698,0.014742715424637317,ALDH1A3,Body
cg00467553,0.0032034350652172454,ALDH1B1,TSS1500
cg08481491,0.014657943023017914,ALDH1L1,TSS1500
cg22158248,0.010844999635869754,ALDH2,TSS1500
cg10791966,0.012271740326086553,ALDH3A1,Body
cg22547559,0.012678800386956613,ALDH7A1,Body
cg05048002,-0.023794837449275377,ALDOA,5'UTR
cg26181372,0.007087275508212687,ALDOB,TSS1500
cg13977604,0.002594451695652485,ALG2,Body
cg19930943,0.008262468282608688,ALG3,TSS1500
cg14620184,0.01665268100543465,ALK,Body
cg07491206,0.006192750521738865,ALKBH1,Body
cg20156187,0.010814882843873701,ALKBH2,Body
cg17956609,-0.029984714608695673,ALKBH3,1stExon
cg17865108,-0.02235129844720498,ALKBH5,TSS200
cg25251562,0.051469175581522204,ALLC,TSS1500
cg12262378,0.021653530513043452,ALOX12,1stExon
cg03972219,0.01564545532162739,ALOX15,TSS1500
cg15799267,-0.006434948055706678,ALOX15B,5'UTR
cg15590007,-0.02520647906793473,ALOX5,Body
cg26848724,0.015187791287922489,ALOX5AP,Body
cg17875028,0.014419548738542873,ALPI,Body
cg13941153,0.008334986869565268,ALPK1,5'UTR
cg27555092,0.005857599198913382,ALPK2,TSS200
cg22719004,-0.019561462632107,ALPL,5'UTR
cg22403782,0.018407313473912973,ALPP,Body
cg08185798,0.011016293600000313,ALX1,Body
cg04975966,0.016276841622851142,ALX3,Body
cg15817236,-0.052697284579710145,ALX4,1stExon
cg02828928,-0.014095701302371543,AMACR,Body
cg24821941,0.009152038854589246,AMBN,TSS1500
cg25420952,0.004216792429468685,AMBP,TSS1500
cg03364891,0.012655584773291925,AMBRA1,3'UTR
cg05654340,-0.06551990845652175,AMD1,5'UTR
cg05053220,0.010829701070651917,AMFR,Body
cg05345154,-0.008957037812020636,AMH,Body
cg10063575,0.00461125696442714,AMHR2,Body
cg27149388,-0.011274078270022879,AMIGO2,TSS200
cg23897302,0.027369560864130543,AMN,Body
cg12532343,-0.012197783431438132,AMOTL1,TSS200
cg12756093,0.010829490813043439,AMPD1,TSS1500
cg26363634,-0.022105674910755137,AMPD2,1stExon
cg18593305,0.019767729532937945,AMPD3,TSS1500
cg12590430,0.007470250329951749,AMPH,Body
cg25021247,0.0067019734101449345,AMT,TSS200
cg22215192,0.006366862191787634,AMY2A,Body
cg01940055,0.01036211746681887,ANAPC10,5'UTR
cg08119847,0.005678958869565218,ANAPC11,Body
cg13579295,0.00782762245434776,ANAPC2,Body
cg04334406,-0.006044003461769189,ANG,TSS1500
cg01446971,0.008721975575098555,ANGPT1,Body
cg23706836,0.01294585084782604,ANGPT2,Body
cg22335872,0.012474193129629484,ANGPT4,5'UTR
cg19807716,0.009858903245962674,ANGPTL1,Body
cg11213150,0.008872749746376836,ANGPTL2,5'UTR
cg03629926,0.0031559280869567206,ANGPTL4,3'UTR
cg24319836,0.016532721526397433,ANGPTL6,TSS200
cg01441049,0.002921660086956664,ANGPTL7,1stExon
cg23668222,0.028882188356107303,ANK1,Body
cg00288957,0.014440268537084563,ANKDD1A,TSS1500
cg08351324,-0.027957778331807775,ANKHD1,TSS200
cg05954266,4.0606521740263107e-07,ANKHD1-EIF4EBP3,Body
cg23075597,0.05313223887681198,ANKLE2,Body
cg01262952,0.009185048654150173,ANKRD1,1stExon
cg06873916,0.01945435784879258,ANKRD11,5'UTR
cg22468803,-0.022905370729729722,ANKRD12,TSS1500
cg23488414,-0.009579626209239096,ANKRD17,Body
cg01561719,-0.014168547232919219,ANKRD22,TSS200
cg07450214,-0.015184602063607031,ANKRD26,TSS1500
cg06644844,0.012139148693124428,ANKRD30A,TSS1500
cg23189739,0.015563786934782794,ANKRD33,TSS200
cg11731892,-0.0006181738695652178,ANKRD36B,TSS1500
cg07258852,0.0016571505988142476,ANKRD49,5'UTR
cg03240324,0.012268465085507243,ANKRD9,5'UTR
cg15475576,-0.02192952826439484,ANKS1B,Body
cg06207722,0.012102286480331424,ANKS4B,TSS1500
cg09378441,-0.011311797861556052,ANLN,TSS1500
cg09538651,0.01717880898369565,ANO1,Body
cg21476599,0.014384986630434773,ANO2,Body
cg27113440,0.008285974281573506,ANO5,TSS1500
cg02278646,0.011492375135011348,ANO6,TSS1500
cg21598631,0.01275299837625378,ANO7,Body
cg19350125,-0.012210444441647593,ANP32A,Body
cg00061031,0.00616669516273276,ANP32B,TSS1500
cg15711744,0.008207113220424554,ANP32D,TSS1500
cg04405926,-0.009918867205052861,ANP32E,TSS1500
cg12382398,-0.0087055520354691,ANPEP,TSS1500
cg07319199,0.029173313313043424,ANTXR1,Body
cg07934068,0.016357941143020725,ANTXR2,Body
cg21222681,0.005382045669363041,ANXA1,Body
cg13458253,0.026958606123188282,ANXA11,5'UTR
cg25825810,0.012948370609316712,ANXA13,Body
cg09785377,-0.05101855508695663,ANXA2,Body
cg10366878,-0.01824971424168802,ANXA3,3'UTR
cg08792812,0.013106415373517555,ANXA4,Body
cg27576968,0.014173937614734103,ANXA5,Body
cg06009042,0.014585111096562188,ANXA6,3'UTR
cg03574360,-0.02957352641897231,ANXA7,TSS1500
cg13320146,0.013651350763427276,ANXA9,1stExon
cg21602160,0.012959823940993697,AOC3,1stExon
cg08645207,0.004453196565217421,AOX1,Body
cg13739442,0.007016417565217462,AP1B1,Body
cg22469948,0.00905899480222704,AP2A1,Body
cg22193691,0.016283535648741486,AP2B1,Body
cg10957001,0.0374008088913041,APAF1,Body
cg14460215,0.023586015204013273,APBA1,5'UTR
cg19947009,0.017589313444664287,APBA2,3'UTR
cg20366831,0.01006713701690851,APBA3,5'UTR
cg17954226,0.006380025894021604,APBB1IP,Body
cg06730285,0.007884235069875508,APBB3,TSS1500
cg16481008,-0.02711406450000001,APC,TSS200
cg05620923,0.017537149586956378,APC2,Body
cg06825512,0.012811896994389782,APCDD1,TSS1500
cg03856044,0.012484532183388693,APCS,5'UTR
cg01978534,0.013749562614906768,APEH,TSS1500
cg16205058,-0.003448420536055164,APEX1,Body
cg16269716,-0.01826911123056652,APH1A,TSS1500
cg07613278,0.0167118947282609,API5,TSS200
cg02333667,0.0026780986304348114,APIP,Body
cg20322837,0.008491254349929882,APLNR,TSS1500
cg11767711,0.011237775317997786,APLP1,TSS1500
cg25863829,0.013321638799232456,APLP2,Body
cg09558982,0.03346394093478272,APOA1,TSS200
cg15246511,0.01286832648369527,APOB,TSS1500
cg17187764,0.011326352169565472,APOBEC1,TSS200
cg20172737,0.013856571782608636,APOBEC2,Body
cg27504369,-0.0064389998391304335,APOBEC3A,1stExon
cg14194956,-0.04326505948695651,APOBEC3B,TSS200
cg11413071,0.004722724000000265,APOBEC3C,TSS1500
cg26082280,0.008134817828207545,APOBEC3G,TSS1500
cg24424889,0.011335978084398875,APOBEC3H,5'UTR
cg05644480,0.009915908605189283,APOC1,5'UTR
cg08121984,0.014731128945652185,APOC1P1,TSS200
cg09555818,-0.01021157776430219,APOC2,1stExon
cg15231202,0.013448172347826174,APOD,1stExon
cg01032398,0.006740601249734849,APOE,TSS1500
cg17095279,0.0033684294217391237,APOH,Body
cg22423207,0.015616118791925341,APOM,Body
cg26153954,0.008442982998721054,APP,TSS1500
cg16614940,0.0049675620434782766,APPBP2,Body
cg25040783,-0.010669904708534642,APPL1,TSS1500
cg12170649,0.00648292796146227,APPL2,Body
cg08079136,-0.022116212999999985,APRT,TSS1500
cg13753183,0.007531788152174042,APTX,Body
cg18307978,0.014686525112903312,AQP1,Body
cg21592521,0.00945180125043494,AQP4,3'UTR
cg08266366,-0.0059300541579710275,AQP5,TSS1500
cg25832084,0.006013616526289031,AQP6,TSS1500
cg07327347,0.023867420282608725,AQP8,TSS1500
cg11577097,0.00742254739130445,AQP9,5'UTR
cg11062168,0.005064578086956358,AQR,TSS1500
cg10621012,-0.010758608901122048,ARAP3,TSS1500
cg10104451,-0.011650350763157855,ARC,TSS200
cg03244277,0.004612433236413025,AREG,TSS1500
cg08264704,-0.022306358043478264,ARF1,5'UTR
cg12595990,-0.030095963750836105,ARF3,TSS200
cg00929050,-0.003561891630434775,ARF6,TSS1500
cg02567151,0.011250647414285475,ARFGAP1,Body
cg03346041,-0.013300322539952978,ARFGEF1,TSS200
cg06975018,-0.018238065340579594,ARG1,TSS200
cg20477070,-0.011563158587513934,ARG2,1stExon
cg15637527,0.0038118590217391776,ARHGAP1,3'UTR
cg24243429,-0.033842007510869535,ARHGAP10,1stExon
cg25026949,0.0035924687391305087,ARHGAP15,Body
cg09091766,0.005596944108695862,ARHGAP17,Body
cg14575356,-0.011058180144021802,ARHGAP18,Body
cg11122255,-0.011281275241847822,ARHGAP21,Body
cg04478931,-0.015873719708827432,ARHGAP24,5'UTR
cg19729949,0.032327631414130406,ARHGAP26,Body
cg12643877,0.012743683520148649,ARHGAP27,5'UTR
cg00402547,0.006102558901932769,ARHGAP28,5'UTR
cg20335213,0.01327035227565212,ARHGAP29,TSS1500
cg12081303,-0.005555005475079521,ARHGAP30,1stExon
cg21076271,-0.039484785300724634,ARHGAP5,1stExon
cg03214715,0.012017306338164226,ARHGAP9,1stExon
cg19716930,0.004917060669772296,ARHGDIA,Body
cg13376104,0.004954543296135452,ARHGDIB,3'UTR
cg22880933,0.009308022954106293,ARHGEF1,Body
cg22029879,0.055665149630434674,ARHGEF10,5'UTR
cg12604331,-0.014640417679347685,ARHGEF11,Body
cg10493270,0.019680280596273463,ARHGEF12,Body
cg12065285,-0.01134952221221528,ARHGEF2,Body
cg20173637,0.0014359255000000145,ARHGEF5,3'UTR
cg10380312,0.012897252285990058,ARHGEF7,Body
cg11856093,-0.02411512744927536,ARID1A,1stExon
cg16455339,0.04571745061304346,ARID1B,Body
cg10617091,0.01954240988647365,ARID2,Body
cg02384859,0.014206139259467027,ARID3B,Body
cg23599860,0.004831990955486603,ARID4A,3'UTR
cg23369685,0.008111619065217372,ARID4B,Body
cg26002628,-0.014387545065217394,ARID5B,TSS1500
cg25990494,-0.011235056481605362,ARIH1,TSS200
cg11952595,0.008700392474308559,ARL11,TSS1500
cg21070272,0.010748497342857108,ARL13B,TSS1500
cg09744016,-0.012868083186733558,ARL15,5'UTR
cg10160630,0.008244118755900691,ARL2,3'UTR
cg19383577,-0.023057897474148065,ARL2BP,1stExon
cg05308656,0.02093627546245055,ARL4C,TSS1500
cg04309025,0.00363716995652174,ARL4D,5'UTR
cg02426912,-0.0043542827674571925,ARL6IP1,TSS200
cg11421073,0.010311257797101486,ARL6IP5,3'UTR
cg08509907,-0.0343270089836956,ARMC5,Body
cg13272327,-0.01655437686005433,ARMC8,1stExon
cg02457781,0.01047483264009654,ARMC9,Body
cg12912293,0.021798967327446066,ARNT,TSS1500
cg13148921,0.020599522121118017,ARNT2,Body
cg07032258,-0.004399678208074534,ARNTL,5'UTR
cg14799519,0.005348687756521916,ARNTL2,Body
cg10119082,-0.011117366902898532,ARPC1B,Body
cg06608945,-0.02488890639855072,ARPC2,Body
cg21849597,0.007181243205313861,ARPP19,TSS1500
cg01901332,0.01345769516273294,ARRB1,Body
cg03950654,-0.03167227442126908,ARRB2,TSS1500
cg14451560,0.011008527369565207,ARRDC1,TSS1500
cg26544607,-0.0014561713478260913,ARRDC3,5'UTR
cg25575065,-0.019755174141583065,ARSA,5'UTR
cg12281328,0.01318628936287621,ARSI,1stExon
cg10312376,0.011217941706004193,ART1,TSS1500
cg04478180,0.014016420005115307,ART3,5'UTR
cg06526872,-0.009591322475155333,ARTN,1stExon
cg18929511,-0.0098330463051529,ASAH1,TSS1500
cg16277922,0.020362494428260887,ASAP1,Body
cg06627617,0.016945061974637746,ASAP2,Body
cg00361343,-0.010712758891304354,ASB4,Body
cg20571967,0.01067454584510872,ASCC1,3'UTR
cg02474858,0.008427580797101352,ASCC2,5'UTR
cg11228052,-0.00942685963272319,ASCL1,TSS1500
cg12499235,0.01535131911556068,ASCL2,TSS1500
cg04183425,0.006344333187236992,ASF1A,Body
cg19757526,0.008202783318181918,ASF1B,Body
cg03975755,-0.02081727474141877,ASGR1,Body
cg23589035,-0.008269505653846092,ASH1L,Body
cg16440058,0.00919641012077296,ASIP,Body
cg23625466,0.006169901385743065,ASL,Body
cg04903439,0.01589328830884538,ASNS,3'UTR
cg20195820,0.011576971254076161,ASPA,Body
cg19555988,0.01175758792560393,ASPG,Body
cg07538204,-0.014527708954545448,ASPH,Body
cg11215015,-0.011700422273291947,ASPM,TSS1500
cg08311321,0.016226268445893786,ASPSCR1,Body
cg14933468,0.016558509426630265,ASRGL1,Body
cg14053997,0.017264171229385242,ASS1,Body
cg23100626,0.021002479594202934,ASTL,TSS200
cg12592359,-0.010128680458937226,ASXL1,TSS1500
cg17717333,-0.040871633920289856,ASXL2,TSS1500
cg01765473,-0.015024448429765882,ATAD1,TSS1500
cg03245733,-0.014240027686733563,ATAD2,Body
cg20627546,0.02081452132981358,ATAD3A,5'UTR
cg18387631,0.005133115391304494,ATAD3B,3'UTR
cg16831185,-0.007164989532036589,ATAD5,TSS1500
cg03293837,0.036017277006086715,ATE1,Body
cg15877906,-0.014063393274599548,ATF1,TSS200
cg14931631,-0.016072006974828384,ATF2,TSS200
cg23534142,0.021247102197151466,ATF3,5'UTR
cg01049775,-0.004872215543478262,ATF4,TSS1500
cg18476478,0.0038949222173911354,ATF5,3'UTR
cg22522357,0.02720172495652173,ATF6,Body
cg19789919,-0.03266099912121214,ATF7IP,TSS200
cg15153141,-0.01046458423988009,ATG10,Body
cg02371607,0.00482822180434782,ATG12,Body
cg23339656,-0.012117488885093144,ATG16L1,TSS1500
cg18573443,0.006660564608695765,ATG16L2,Body
cg01081718,0.015546443651185664,ATG3,Body
cg14928278,0.007937079021739525,ATG4B,3'UTR
cg10819350,-0.006578338084399014,ATG4D,Body
cg14951955,0.013997712778260656,ATG5,TSS1500
cg12918464,0.013624984701213545,ATG7,Body
cg26784162,0.0030246320000001286,ATG9A,Body
cg23627475,0.02276256197993302,ATIC,Body
cg18259504,-0.01142691718012421,ATL1,1stExon
cg03569616,-0.026311857975543473,ATM,TSS1500
cg09619706,0.0025992790000000008,ATMIN,Body
cg17762331,-0.025217980129733517,ATN1,TSS200
cg03369807,0.00827475262354189,ATOH1,TSS1500
cg25482454,0.009533295291925531,ATOH8,Body
cg19820921,0.009466039630434568,ATP11B,Body
cg08054513,-0.004241547956521738,ATP12A,TSS1500
cg04403423,0.015389438311094716,ATP1A1,Body
cg14129664,-0.02512394084668193,ATP1A3,5'UTR
cg08329428,0.015339963675155364,ATP2A2,Body
cg09013975,0.00864832164699785,ATP2A3,Body
cg27380813,0.013222870725155291,ATP2B2,Body
cg14565279,0.01801167536645993,ATP2B4,Body
cg04167054,-0.04098758476086954,ATP2C1,Body
cg01607441,0.024321528678929547,ATP4A,TSS200
cg19105674,0.030400028592994732,ATP4B,Body
cg09851814,-0.028439456015527966,ATP6V0A2,TSS1500
