Probe_ID,import_score_in_rfecv,import_rank_in_rfecv,should_use
cg19593767,0.982122905027933,353,False
cg22348992,0.982122905027933,32,False
cg22474464,0.982122905027933,358,False
cg26132320,0.982122905027933,339,False
cg26492446,0.982122905027933,341,False
cg11213574,0.982122905027933,343,False
cg26995244,0.982122905027933,2,False
cg00421624,0.982122905027933,368,False
cg00630958,0.982122905027933,369,False
cg02177231,0.982122905027933,37,False
cg03082523,0.982122905027933,361,False
cg04574507,0.982122905027933,363,False
cg05374271,0.982122905027933,365,False
cg05799811,0.982122905027933,367,False
cg06203976,0.982122905027933,1,True
cg06215569,0.982122905027933,324,False
cg06880420,0.982122905027933,346,False
cg07810039,0.982122905027933,164,False
cg09149672,0.982122905027933,23,False
cg09649610,0.982122905027933,178,False
cg10266490,0.982122905027933,300,False
cg10896862,0.982122905027933,302,False
cg10976772,0.982122905027933,304,False
cg11003133,0.982122905027933,306,False
cg11388802,0.982122905027933,12,False
cg12280471,0.982122905027933,312,False
cg12636785,0.982122905027933,314,False
cg14856606,0.982122905027933,1,True
cg16294013,0.982122905027933,318,False
cg17080882,0.982122905027933,3,False
cg18877506,0.982122905027933,354,False
cg19313373,0.982122905027933,370,False
cg21291134,0.982122905027933,30,False
cg22719314,0.982122905027933,374,False
cg22877509,0.982122905027933,376,False
cg24432768,0.982122905027933,378,False
cg25025181,0.982122905027933,380,False
cg25259754,0.982122905027933,379,False
cg25762679,0.982122905027933,377,False
cg25839439,0.982122905027933,375,False
cg26026748,0.982122905027933,39,False
cg26231761,0.982122905027933,335,False
cg05385513,0.982122905027933,333,False
cg06714480,0.982122905027933,271,False
cg07847030,0.982122905027933,261,False
cg09211763,0.982122905027933,259,False
cg09499849,0.982122905027933,257,False
cg12001304,0.982122905027933,255,False
cg13713922,0.982122905027933,253,False
cg15133719,0.982122905027933,26,False
cg15602548,0.982122905027933,1,True
cg16751493,0.982122905027933,69,False
cg19370054,0.982122905027933,71,False
cg24749089,0.982122905027933,73,False
cg01009664,0.982122905027933,67,False
cg02534363,0.982122905027933,62,False
cg08047457,0.982122905027933,41,False
cg13590228,0.982122905027933,40,False
cg14777768,0.982122905027933,63,False
cg15000071,0.982122905027933,1,True
cg15540820,0.982122905027933,81,False
cg15873301,0.982122905027933,83,False
cg16428251,0.982122905027933,84,False
cg17152757,0.982122905027933,4,False
cg17578639,0.982122905027933,6,False
cg21646032,0.982122905027933,91,False
cg01114088,0.982122905027933,93,False
cg02196651,0.982122905027933,95,False
cg06274159,0.982122905027933,97,False
cg06482428,0.982122905027933,99,False
cg10019467,0.982122905027933,101,False
cg13870520,0.982122905027933,103,False
cg19974227,0.982122905027933,105,False
cg21739530,0.982122905027933,107,False
cg21899596,0.982122905027933,109,False
cg23750206,0.982122905027933,111,False
cg25581330,0.982122905027933,113,False
cg26043257,0.982122905027933,115,False
cg00489401,0.982122905027933,117,False
cg02792792,0.982122905027933,119,False
cg04306063,0.982122905027933,145,False
cg07100000,0.982122905027933,121,False
cg08351336,0.982122905027933,123,False
cg08578734,0.982122905027933,125,False
cg09651145,0.982122905027933,127,False
cg12290311,0.982122905027933,129,False
cg21877464,0.982122905027933,131,False
cg26573704,0.982122905027933,133,False
cg06733419,0.982122905027933,135,False
cg07979401,0.982122905027933,137,False
cg11934419,0.982122905027933,147,False
cg13315970,0.982122905027933,149,False
cg15925365,0.982122905027933,150,False
cg20624391,0.982122905027933,138,False
cg22871253,0.982122905027933,1,True
cg23165899,0.982122905027933,157,False
cg24067911,0.982122905027933,158,False
cg00029246,0.982122905027933,27,False
cg00735923,0.982122905027933,45,False
cg00764217,0.982122905027933,165,False
cg01158680,0.982122905027933,166,False
cg01556466,0.982122905027933,1,True
cg05158615,0.982122905027933,191,False
cg06556244,0.982122905027933,193,False
cg06896909,0.982122905027933,195,False
cg07317062,0.982122905027933,197,False
cg07469637,0.982122905027933,35,False
cg08991965,0.982122905027933,201,False
cg09420439,0.982122905027933,203,False
cg14419740,0.982122905027933,205,False
cg16260298,0.982122905027933,207,False
cg17437939,0.982122905027933,209,False
cg18091615,0.982122905027933,211,False
cg18451588,0.982122905027933,213,False
cg21179088,0.982122905027933,199,False
cg21959598,0.982122905027933,153,False
cg00920139,0.982122905027933,223,False
cg03348397,0.982122905027933,159,False
cg04127342,0.982122905027933,161,False
cg04849842,0.982122905027933,167,False
cg06998282,0.982122905027933,169,False
cg07581623,0.982122905027933,171,False
cg08044097,0.982122905027933,173,False
cg08754088,0.982122905027933,174,False
cg09159022,0.982122905027933,33,False
cg09535960,0.982122905027933,179,False
cg11201447,0.982122905027933,16,False
cg14089503,0.982122905027933,225,False
cg14284618,0.982122905027933,227,False
cg18674980,0.982122905027933,229,False
cg23710218,0.982122905027933,231,False
cg24586039,0.982122905027933,232,False
cg25305774,0.982122905027933,38,False
cg01549227,0.982122905027933,237,False
cg07084627,0.982122905027933,239,False
cg08076018,0.982122905027933,240,False
cg12717594,0.982122905027933,242,False
cg13670057,0.982122905027933,244,False
cg00936935,0.982122905027933,246,False
cg04436818,0.982122905027933,248,False
cg06169131,0.982122905027933,250,False
cg06276663,0.982122905027933,29,False
cg06550984,0.982122905027933,264,False
cg06974428,0.982122905027933,266,False
cg10119075,0.982122905027933,268,False
cg15323528,0.982122905027933,270,False
cg04142864,0.982122905027933,215,False
cg04574090,0.982122905027933,217,False
cg05184519,0.982122905027933,14,False
cg05327192,0.982122905027933,233,False
cg11718030,0.982122905027933,251,False
cg13342435,0.982122905027933,220,False
cg13782615,0.982122905027933,5,False
cg15603568,0.982122905027933,221,False
cg15918732,0.982122905027933,222,False
cg18282388,0.982122905027933,7,False
cg18710784,0.982122905027933,279,False
cg18722841,0.982122905027933,281,False
cg19897940,0.982122905027933,283,False
cg24909660,0.982122905027933,321,False
cg25272143,0.982122905027933,285,False
cg00020799,0.982122905027933,325,False
cg01305421,0.982122905027933,8,False
cg05741937,0.982122905027933,13,False
cg06970510,0.982122905027933,326,False
cg07080050,0.982122905027933,290,False
cg07699978,0.982122905027933,292,False
cg07783282,0.982122905027933,294,False
cg08337166,0.982122905027933,296,False
cg10646402,0.982122905027933,298,False
cg12122146,0.982122905027933,1,True
cg12496211,0.982122905027933,303,False
cg13391820,0.982122905027933,327,False
cg15341350,0.982122905027933,329,False
cg19256314,0.982122905027933,355,False
cg21253043,0.982122905027933,356,False
cg24973993,0.982122905027933,331,False
cg25630910,0.982122905027933,20,False
cg03338754,0.982122905027933,338,False
cg08097882,0.982122905027933,340,False
cg13799919,0.982122905027933,342,False
cg16727923,0.982122905027933,307,False
cg01537995,0.982122905027933,308,False
cg12425861,0.982122905027933,310,False
cg18081258,0.982122905027933,219,False
cg18396984,0.982122905027933,311,False
cg22881914,0.982122905027933,317,False
cg09180848,0.982122905027933,319,False
cg10974980,0.982122905027933,313,False
cg24319381,0.982122905027933,315,False
cg26405020,0.982122905027933,316,False
cg00044665,0.982122905027933,87,False
cg01146232,0.982122905027933,189,False
cg08214995,0.982122905027933,139,False
cg09284275,0.982122905027933,141,False
cg09743950,0.982122905027933,143,False
cg03635766,0.982122905027933,144,False
cg04191427,0.982122905027933,175,False
cg04918402,0.982122905027933,180,False
cg06389019,0.982122905027933,17,False
cg07563400,0.982122905027933,182,False
cg10588135,0.982122905027933,184,False
cg20388732,0.982122905027933,22,False
cg24841318,0.982122905027933,186,False
cg27248029,0.982122905027933,347,False
cg10717463,0.982122905027933,348,False
cg11814235,0.982122905027933,320,False
cg11859607,0.982122905027933,31,False
cg21183523,0.982122905027933,349,False
cg00350503,0.982122905027933,357,False
cg02770054,0.982122905027933,360,False
cg03576469,0.982122905027933,362,False
cg09293816,0.982122905027933,371,False
cg12034943,0.982122905027933,9,False
cg14575739,0.982122905027933,372,False
cg14945937,0.982122905027933,364,False
cg18642503,0.982122905027933,366,False
cg21514227,0.982122905027933,373,False
cg06132069,0.982122905027933,359,False
cg06571407,0.982122905027933,351,False
cg07198552,0.982122905027933,322,False
cg10100887,0.982122905027933,332,False
cg21367256,0.982122905027933,305,False
cg24182521,0.982122905027933,301,False
cg26029902,0.982122905027933,224,False
cg26186239,0.982122905027933,188,False
cg15242225,0.982122905027933,146,False
cg19678828,0.982122905027933,85,False
cg00058879,0.982122905027933,151,False
cg07879739,0.982122905027933,44,False
cg20486569,0.982122905027933,34,False
