Probe_ID,import_score_in_rfecv,import_rank_in_rfecv,should_use
cg02534363,0.30219331289062323,275,False
cg08047457,0.30199022777814977,134,False
cg13590228,0.3018563852989553,188,False
cg14777768,0.30206530000617343,156,False
cg15000071,0.3021983941254852,1,True
cg15540820,0.3021658969606812,8,False
cg15873301,0.30195384117167884,1,True
cg16428251,0.30242417480628064,1,True
cg17152757,0.30249307151075266,1,True
cg17578639,0.30165103362832524,174,False
cg21646032,0.30188191735534636,1,True
cg01114088,0.302676966055757,1,True
cg02196651,0.30273692804650143,1,True
cg06274159,0.302233831672763,1,True
cg06482428,0.3031608976241629,191,False
cg10019467,0.3031210274291197,284,False
cg13870520,0.3024675438834346,148,False
cg19974227,0.3032501432795206,127,False
cg21739530,0.30347596424016743,226,False
cg21899596,0.3038215903798143,24,False
cg23750206,0.30329171784344744,66,False
cg25581330,0.30346277248889086,103,False
cg26043257,0.30338316512670155,208,False
cg00489401,0.3032195098677821,76,False
cg02792792,0.30324851042691636,106,False
cg04306063,0.3034521758948168,41,False
cg07100000,0.30356304262180245,74,False
cg08351336,0.3036686910649783,1,True
cg08578734,0.3030453497341026,189,False
cg09651145,0.3032283465628077,1,True
cg12290311,0.30347388224252364,240,False
cg21877464,0.3036584429108675,261,False
cg26573704,0.3035672027565604,117,False
cg06733419,0.3033734574296066,229,False
cg07979401,0.30311611972753916,163,False
cg11934419,0.3030954064043444,35,False
cg13315970,0.30260764606468715,281,False
cg15925365,0.30170192323375744,34,False
cg20624391,0.30211555355242836,1,True
cg22871253,0.3019371391304476,204,False
cg23165899,0.3021925761234923,155,False
cg24067911,0.3025005875706284,269,False
cg00029246,0.3017833121671253,238,False
cg00735923,0.30274920151898377,259,False
cg00764217,0.3029545250360453,250,False
cg01158680,0.30251239489994114,109,False
cg01556466,0.3033687798316513,19,False
cg05158615,0.303206011312214,96,False
cg06556244,0.3032252663258096,26,False
cg06896909,0.3027533231534637,262,False
cg07317062,0.3025206640486453,205,False
cg07469637,0.302414371391429,73,False
cg08991965,0.30301144709215333,27,False
cg09420439,0.3035369849845737,215,False
cg14419740,0.30337171887933645,98,False
cg16260298,0.30309283063249015,187,False
cg17437939,0.30332343878079915,1,True
cg18091615,0.3035684863371363,1,True
cg18451588,0.30378686247177095,160,False
cg21179088,0.30384891834435457,154,False
cg21959598,0.303520285634897,14,False
cg00920139,0.30331520133409884,28,False
cg03348397,0.30324153073904503,50,False
cg04127342,0.3031709436988185,180,False
cg04849842,0.3025149449812936,164,False
cg06998282,0.3017693545842405,1,True
cg07581623,0.3025895254114807,102,False
cg08044097,0.30250754699639837,1,True
cg08754088,0.30239645519488684,233,False
cg09159022,0.3020418889138973,178,False
cg09535960,0.3024201919822447,266,False
cg11201447,0.301933427168554,114,False
cg14089503,0.3012331317495717,1,True
cg14284618,0.30110526896622564,30,False
cg18674980,0.3010326976941295,1,True
cg23710218,0.30049189527176956,224,False
cg24586039,0.3008316988185202,1,True
cg25305774,0.300708799843743,1,True
cg01549227,0.30091266618976975,235,False
cg07084627,0.3010012273092249,21,False
cg08076018,0.3005512355342793,86,False
cg12717594,0.3004370065764409,45,False
cg13670057,0.3002093936663174,1,True
cg00936935,0.30041284090840714,1,True
cg04436818,0.30020899899754233,169,False
cg06169131,0.3007427714170799,43,False
cg06276663,0.3005795782694028,1,True
cg06550984,0.3001543946162526,251,False
cg06974428,0.2993792574962604,77,False
cg10119075,0.29980143667636394,175,False
cg15323528,0.2999219151701097,83,False
cg04142864,0.299916615397741,211,False
cg04574090,0.2994367480168937,99,False
cg05184519,0.2992460365717296,221,False
cg05327192,0.29930396958670413,1,True
cg11718030,0.2997173378863882,1,True
cg13342435,0.29913418203299785,25,False
cg13782615,0.29915518354126086,69,False
cg15603568,0.29849081019536017,285,False
cg15918732,0.298589307896497,201,False
cg18282388,0.29862114068313517,1,True
cg18710784,0.29884112989335004,146,False
cg18722841,0.29845156865802686,42,False
cg19897940,0.2985960963779495,1,True
cg24909660,0.29829510928871733,60,False
cg25272143,0.29816253425572653,263,False
cg00020799,0.2982304504396639,185,False
cg01305421,0.29800227778629773,115,False
cg05741937,0.29816026120881645,120,False
cg06970510,0.2978230665541443,183,False
cg07080050,0.2982501548331742,227,False
cg07699978,0.2980865961088524,1,True
cg07783282,0.29811243840098084,248,False
cg08337166,0.29776107580394057,137,False
cg10646402,0.29787920121316225,53,False
cg12122146,0.29769982154332564,1,True
cg12496211,0.2977742243960849,1,True
cg13391820,0.2971308388062839,1,True
cg15341350,0.29713596910691326,158,False
cg19256314,0.29699338807647446,136,False
cg21253043,0.29712948077084567,1,True
cg24973993,0.29727675526341185,1,True
cg25630910,0.2971780448572434,104,False
cg03338754,0.29752816334465215,1,True
cg08097882,0.29753253181816985,131,False
cg13799919,0.29738770155017946,1,True
cg16727923,0.29748358225052784,182,False
cg01537995,0.29779357370311005,33,False
cg12425861,0.2973947645127331,67,False
cg18081258,0.297413207804361,64,False
cg18396984,0.2974536739001681,7,False
cg22881914,0.2974508400942321,9,False
cg09180848,0.296945195019088,62,False
cg10974980,0.2969748525535687,139,False
cg24319381,0.29650040147707546,57,False
cg26405020,0.29632514117677855,1,True
cg00044665,0.29667009533733857,1,True
cg01146232,0.296526680635976,17,False
cg08214995,0.29643115120395064,1,True
cg09284275,0.2964350773010478,1,True
cg09743950,0.2965430544310341,219,False
cg03635766,0.29655439476533074,1,True
cg04191427,0.2966399733591335,1,True
cg04918402,0.2966125492649908,135,False
cg06389019,0.29655514005188527,236,False
cg07563400,0.2968890562532683,161,False
cg10588135,0.2969166062871917,1,True
cg20388732,0.297208803954862,252,False
cg24841318,0.2972827652977036,80,False
cg27248029,0.2973090115038712,192,False
cg10717463,0.29724594940373955,123,False
cg11814235,0.2973741351874595,1,True
cg11859607,0.29737692306532126,170,False
cg21183523,0.2973465208409146,223,False
cg00350503,0.29738109738821916,31,False
cg02770054,0.2972548866011568,232,False
cg03576469,0.29723833710505876,197,False
cg09293816,0.2973203003691058,1,True
cg12034943,0.29736357998168944,37,False
cg14575739,0.2970489217218852,168,False
cg14945937,0.2971102370870132,46,False
cg18642503,0.2970434328385629,1,True
cg21514227,0.29703983728915195,274,False
cg06132069,0.29708260334311215,257,False
cg06571407,0.29697987549583255,220,False
cg07198552,0.2969827216080783,3,False
cg10100887,0.2970187726152054,107,False
cg21367256,0.29707135329182,113,False
cg24182521,0.2970048587115069,1,True
cg26029902,0.29714430672758585,140,False
cg26186239,0.29698387290874323,54,False
cg15242225,0.29723808288538267,1,True
cg19678828,0.2969825732730812,1,True
cg00058879,0.2970587195888252,101,False
cg07879739,0.2969073179703889,1,True
cg20486569,0.2969670461755912,287,False
