Probe_ID,import_level_in_forest,gene
cg01158680,0.00019078242229367628,MAGI2
cg06304097,0.00018309225329476045,TCERG1L
cg12425861,0.00017633801421601406,PACS2
cg00630958,0.00017450980392156866,LEPR
cg08862890,0.00017288267288267296,DOCK2
cg02792792,0.00016053391053391056,CDO1
cg22784954,7.660263031054221e-05,ADAMTS16
cg04842146,3.363409344376584e-05,RALYL
cg14156405,1.7999411956947157e-05,RGS7
cg07198552,0.0,CDH4
cg17154724,0.0,DNM3
cg17264670,0.0,RGS17
cg26186239,0.0,EEF1A2
cg24973993,0.0,CIT
cg03338754,0.0,F7
cg13476133,0.0,GCK
cg24182521,0.0,PLTP
cg01537995,0.0,FLRT2
cg25032595,0.0,CLDN10
cg06355129,0.0,NES
cg05905176,0.0,TNFAIP8L3
cg22881914,0.0,NID2
cg10974980,0.0,LOXL1
cg08680048,0.0,ITPKA
cg13667243,0.0,ADAM19
cg00164949,0.0,C1QL1
cg07783282,0.0,USP44
cg12161228,0.0,NOX4
cg13342435,0.0,MPPED2
cg07113642,0.0,CPXM1
cg05741937,0.0,TXNRD1
cg15873301,0.0,SYN2
cg01114088,0.0,CYTL1
cg13870520,0.0,SCARB2
cg19974227,0.0,RGS12
cg24680586,0.0,INA
cg21899596,0.0,HOPX
cg00489401,0.0,FLT4
cg07100000,0.0,FGF18
cg08351336,0.0,CARTPT
cg09651145,0.0,AFAP1L1
cg12290311,0.0,DAB2
cg09499849,0.0,ACVR1
cg27360326,0.0,PCDH8
cg20624391,0.0,BVES
cg05385513,0.0,EFEMP1
cg16260298,0.0,CAV2
cg18877506,0.0,PDPN
cg26841013,0.0,WNT3A
cg04127342,0.0,PENK
cg05374271,0.0,RGS2
cg09535960,0.0,LOXL2
cg24586039,0.0,RBPMS
cg08076018,0.0,ANGPTL2
cg06169131,0.0,FGF8
cg15323528,0.0,CDH23
cg18759209,0.0,BMP7
cg19053239,0.0,KIF5C
cg02874376,0.0,DLK1
