ID,dbeta,gene,"J,J","J,CZ","J,ER","J,F1","CZ,J","CZ,CZ","CZ,ER","CZ,F1","ER,J","ER,CZ","ER,ER","ER,F1","F1,J","F1,CZ","F1,ER","F1,F1","J,J_rank","J,CZ_rank","J,ER_rank","J,F1_rank","CZ,J_rank","CZ,CZ_rank","CZ,ER_rank","CZ,F1_rank","ER,J_rank","ER,CZ_rank","ER,ER_rank","ER,F1_rank","F1,J_rank","F1,CZ_rank","F1,ER_rank","F1,F1_rank",train_AUC,test_AUC,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,methylation_level,regulation
cg01556466,-0.3624184193604602,ADCYAP1R1,0.6875,0.6875,0.6225,0.6875,0.6984,0.6984,0.6534000000000001,0.6984,0.2754201336140842,0.2754201336140842,0.2840884545348507,0.2754201336140842,0.8277333333333333,0.8277333333333333,0.8054237288135594,0.8277333333333333,238.5,238.0,279.5,235.0,254.0,254.0,278.0,250.0,292.0,293.0,281.0,295.0,263.0,264.0,278.0,262.0,0.7766757318828987,0.7797749999999998,-0.382956777381732,0.498136195144864,-19.6242945602656,1.2076725793681e-71,1.41908224966211e-69,152.311708074888,0.838542219484181,0.455585442102449,-0.382956777381732,7,31146260,F,II,Body,opensea,Body-opensea,,,,,,,Hypo,Down
cg07563400,0.3503576328602938,ADORA2B,0.8075000000000001,0.8325,0.7949999999999999,0.8325,0.81545,0.8389499999999999,0.8052,0.8389499999999999,0.1454518820778885,0.1231107225224513,0.1470544116985274,0.1231107225224513,0.9022959889349932,0.9156343792633014,0.8971587743732591,0.9156343792633014,66.5,47.0,70.5,45.0,66.5,45.5,71.0,43.5,66.5,33.5,66.0,33.5,66.5,43.5,71.0,41.5,0.9423292273236282,0.8202499999999999,0.36147266565889,0.487340825378217,18.3867947386236,2.44041037528535e-64,2.01958916591986e-62,135.553086024435,0.166031789236982,0.527504454895872,0.36147266565889,17,15849556,F,II,Body,shore,Body-shore,chr17:15847757-15849513,,True,,,,Hyper,Up
cg14669379,0.4155910243284442,ADORA3,0.8425,0.8425,0.8050000000000002,0.8425,0.8452500000000001,0.8452500000000001,0.8140000000000001,0.8452500000000001,0.1389469323159025,0.1389469323159025,0.141509716980849,0.1389469323159025,0.917503392130258,0.917503392130258,0.9019390581717452,0.917503392130258,39.0,39.0,61.0,37.0,39.0,39.0,61.0,37.0,56.0,57.0,59.0,56.0,40.0,40.0,61.0,38.0,0.9039087079400632,0.8388999999999999,0.350175891799623,0.547833562170783,16.9637082442632,3.2960487070045497e-56,1.7936778227590202e-54,116.908332281888,0.236566102793341,0.586741994592964,0.350175891799623,1,112058559,F,I,Body,island,Body-island,chr1:112058184-112058590,True,True,,,,Hyper,Up
cg23750206,0.3550671740288733,AFAP1,0.6825000000000001,0.6825000000000001,0.7,0.6825000000000001,0.7062,0.7062,0.7215999999999999,0.7062,0.2310979229677324,0.2310979229677324,0.2163330765278394,0.2310979229677324,0.8394650817236256,0.8394650817236256,0.8489411764705882,0.8394650817236256,247.0,245.5,197.5,242.5,240.0,240.0,195.0,237.0,229.0,228.0,191.0,225.0,237.0,237.0,192.0,234.0,0.7254305977710233,0.727575,0.379311293139107,0.651194014617107,20.8313224097183,6.000738567609629e-79,1.00784663437841e-76,169.070289019507,0.314028420715677,0.693339713854786,0.379311293139109,4,7878384,F,II,5'UTR,opensea,5'UTR-opensea,,,True,,,,Hyper,Up
cg09651145,0.4094948028646471,AFAP1L1,0.7075,0.7075,0.6074999999999999,0.6975,0.72675,0.72675,0.6389999999999999,0.7194,0.2169245260453506,0.2169245260453506,0.3017552816439175,0.2184176046018268,0.8512445095168375,0.8512445095168375,0.7950233281493001,0.84759941089838,218.5,217.0,290.0,223.5,216.0,215.0,290.0,223.0,208.0,210.0,300.0,210.0,213.0,213.0,294.0,219.0,0.8804457953394124,0.83365,0.405952799307534,0.487918273132541,14.4926740756188,6.24330704068051e-43,1.712455703565e-41,86.4830231471553,0.127071340414733,0.533024139722267,0.405952799307535,5,148651144,R,II,TSS1500,island,TSS1500-island,chr5:148650920-148651772,True,,,,,Hyper,Up
cg25272143,0.3978262349975588,AHNAK,0.605,0.605,0.605,0.605,0.6345,0.6345,0.6345,0.6345,0.3114883625434504,0.3114883625434504,0.3114883625434504,0.3114883625434504,0.7906542056074766,0.7906542056074766,0.7906542056074766,0.7906542056074766,328.5,327.5,293.0,321.5,327.0,326.0,297.0,321.0,333.0,333.0,307.0,329.0,329.0,329.0,301.0,324.0,0.7585452994187596,0.7266249999999999,0.389583767761269,0.475008511355144,14.4480606864566,1.0565633840505e-42,2.86423294694167e-41,85.9597902724824,0.128711828900683,0.518295596661952,0.389583767761269,11,62211990,R,II,Body,island,Body-island,chr11:62211989-62212196,True,True,,,,Hyper,Up
cg03604011,0.393768616008904,AHRR,0.5950000000000002,0.5950000000000002,0.5950000000000002,0.5950000000000002,0.6171000000000001,0.6171000000000001,0.6171000000000001,0.6171000000000001,0.3461574786134195,0.3461574786134195,0.3461574786134195,0.3461574786134195,0.7737931034482759,0.7737931034482759,0.7737931034482759,0.7737931034482759,335.0,334.0,302.0,329.0,342.0,342.0,311.0,337.0,361.0,358.0,329.0,353.0,350.0,347.0,317.0,343.0,0.9266517357222844,0.878475,0.42762082336312,0.465964158860103,17.2325194697014,1.01530175395471e-57,5.978993992568568e-56,120.373620130863,0.0858567603151065,0.513477583678227,0.427620823363121,5,400201,F,I,Body,opensea,Body-opensea,,True,True,,rs80318212,,Hyper,Up
cg11003133,-0.4056257961685498,AIM2,0.7974999999999999,0.7974999999999999,0.5725,0.7974999999999999,0.80605,0.80605,0.6022500000000001,0.80605,0.1546164609606622,0.1546164609606622,0.351078694881931,0.1546164609606622,0.8968567454798332,0.8968567454798332,0.7659777424483307,0.8968567454798332,82.0,80.5,314.5,77.5,81.0,79.5,319.0,76.5,80.0,81.5,333.0,81.5,82.0,81.5,325.0,78.5,0.7593451714392364,0.79335,-0.391306972591948,0.308327782060132,-24.2893021196144,1.33549312738613e-100,6.65866398858823e-98,218.767208962496,0.656156202141863,0.264849229549916,-0.391306972591948,1,159046391,R,II,5'UTR,opensea,5'UTR-opensea,,,,,,,Hypo,Down
cg26231761,-0.3778983002458594,AJAP1,0.5225,0.5225,0.385,0.385,0.5778,0.5778,0.4425,0.4425,0.3426459543026884,0.3426459543026884,0.5130545779934138,0.5130545779934138,0.7590147783251231,0.7590147783251231,0.6389891696750902,0.6389891696750902,371.0,367.0,373.0,378.0,365.0,361.0,372.0,380.0,357.0,353.0,373.0,381.0,362.0,360.0,373.0,380.0,0.7806750919852823,0.8499749999999997,-0.365439674710347,0.565315404119149,-18.3208607564564,5.90071360985504e-64,4.7805180272127015e-62,134.673617815088,0.890150670528345,0.524710995818,-0.365439674710346,1,4744796,R,II,Body,opensea,Body-opensea,,,True,,,,Hypo,Down
cg06215569,0.3975357054396326,ALX3,0.6775,0.6775,0.6775,0.6775,0.69975,0.69975,0.69975,0.69975,0.243939029267561,0.243939029267561,0.243939029267561,0.243939029267561,0.8342771982116244,0.8342771982116244,0.8342771982116244,0.8342771982116244,253.0,252.0,223.5,248.0,251.5,251.5,227.0,247.5,249.5,250.5,233.0,247.5,249.5,251.5,229.0,247.5,0.7847544392897136,0.8259250000000001,0.335627544556607,0.580190047910267,15.7891380805766,9.43882783994623e-50,3.70618286102101e-48,102.108015029872,0.28185445274884,0.617481997305446,0.335627544556606,1,110611465,R,II,Body,island,Body-island,chr1:110610265-110613303,,True,,,,Hyper,Up
cg08076018,0.4615297879180074,ANGPTL2,0.5925,0.5925,0.4175,0.5899999999999999,0.62995,0.62995,0.4857499999999999,0.63,0.3019209333583877,0.3019209333583877,0.4503401492205642,0.2968164415931166,0.7911459968602825,0.7911459968602825,0.6853615520282187,0.7924528301886793,337.5,336.5,368.0,332.5,334.0,333.0,366.0,328.0,323.0,323.0,364.0,315.0,328.0,328.0,364.0,320.0,0.8221617874473418,0.8099500000000001,0.384170782465415,0.559022931224019,15.9524320852278,1.23667746912017e-50,5.09942951680241e-49,104.130802310663,0.217537791254762,0.601708573720176,0.384170782465414,9,129885080,F,II,TSS200,opensea,TSS200-opensea,,,,,,,Hyper,Up
cg21291134,-0.4097797074812878,APCS,0.7,0.7,0.5925,0.7,0.7143999999999999,0.7143999999999999,0.634,0.7143999999999999,0.2473863375370596,0.2473863375370596,0.2881948125834328,0.2473863375370596,0.8404705882352941,0.8404705882352941,0.796232339089482,0.8404705882352941,226.5,226.5,303.5,221.5,231.0,231.0,299.0,228.0,253.0,255.0,287.0,253.0,236.0,236.0,292.0,233.0,0.676345118114435,0.752575,-0.425363250473393,0.441810308108081,-20.2575417285329,1.86307643657143e-75,2.63974815626443e-73,161.057339380474,0.819910975195542,0.394547724722149,-0.425363250473393,1,159558512,F,II,3'UTR,opensea,3'UTR-opensea,,,,,,,Hypo,Down
cg20965743,0.4363634752013071,ASPG,0.7450000000000001,0.7450000000000001,0.7124999999999999,0.7450000000000001,0.7612,0.7612,0.7329,0.7612,0.1806239186818844,0.1806239186818844,0.2045880006256476,0.1806239186818844,0.8724355300859599,0.8724355300859599,0.8559416058394161,0.8724355300859599,167.5,163.5,178.5,159.5,160.5,158.5,176.0,156.5,128.5,131.5,161.0,131.5,154.5,153.5,172.0,154.5,0.7000479923212287,0.8668750000000002,0.328247562329774,0.507192347247322,14.8818017772243,6.088135760704701e-45,1.85283252713259e-43,91.0887342802688,0.215416736287522,0.543664298617296,0.328247562329774,14,104552209,R,I,Body,island,Body-island,chr14:104552012-104552478,,,,,,Hyper,Up
cg02770054,0.3781871183152165,ATP4A,0.675,0.675,0.675,0.675,0.6996,0.6996,0.6996,0.6996,0.237539470404394,0.237539470404394,0.237539470404394,0.237539470404394,0.8353432835820895,0.8353432835820895,0.8353432835820895,0.8353432835820895,257.0,256.0,228.0,252.5,253.0,253.0,228.0,249.0,238.0,239.0,224.0,236.0,248.0,249.0,225.0,245.0,0.8404788567162587,0.727225,0.36958861322362,0.485236106133603,13.4518861315589,1.02237561921086e-37,2.10981753939438e-36,74.5460446515811,0.156712894379274,0.526301507602894,0.36958861322362,19,36049123,R,II,Body,island,Body-island,chr19:36048556-36049673,True,True,,,,Hyper,Up
cg24067911,-0.3648627046646923,ATXN1,0.2974999999999999,0.2974999999999999,0.2974999999999999,0.2974999999999999,0.359,0.359,0.359,0.359,0.6086922457202818,0.6086922457202818,0.6086922457202818,0.6086922457202818,0.5533718689788054,0.5533718689788054,0.5533718689788054,0.5533718689788054,386.0,386.0,381.0,384.0,386.0,387.0,382.0,385.0,386.0,387.0,383.0,385.0,386.0,387.0,383.0,385.0,0.8602890204233989,0.8044499999999999,-0.35451685937717,0.501216605048878,-14.4018723260888,1.81964452975027e-42,4.87124000190157e-41,85.4191444712918,0.816342702273027,0.461825842895859,-0.354516859377168,6,16729610,F,II,5'UTR,opensea,5'UTR-opensea,,,True,,,,Hypo,Down
cg10588135,0.4283660873907183,BCAS3,0.5175000000000001,0.5175000000000001,0.4100000000000001,0.4100000000000001,0.5695,0.5695,0.4628,0.4628,0.358895876264969,0.358895876264969,0.4924428900898052,0.4924428900898052,0.7505766062602965,0.7505766062602965,0.6564539007092198,0.6564539007092198,373.5,369.5,369.0,377.0,370.0,366.0,370.0,378.0,365.0,362.0,371.0,379.0,367.0,364.0,371.0,379.0,0.7889137737961925,0.7938749999999999,0.431184641302909,0.576229666783563,22.4779101743826,3.81963989921495e-89,1.09212781804967e-86,192.470445596649,0.192954430069865,0.624139071372775,0.43118464130291,17,59329903,R,II,Body,opensea,Body-opensea,,True,True,,,,Hyper,Up
cg20399616,0.4226940111132608,BCAT1,0.855,0.855,0.855,0.855,0.8592,0.8592,0.8592,0.8592,0.1123610252712211,0.1123610252712211,0.1123610252712211,0.1123610252712211,0.9263611859838274,0.9263611859838274,0.9263611859838274,0.9263611859838274,23.5,23.0,23.0,22.0,24.0,23.0,23.0,22.0,23.0,24.0,23.5,24.0,24.0,23.0,23.0,22.0,0.8686610142377219,0.8190249999999999,0.405289745005233,0.454007727076751,12.9596134584459,2.44068384588015e-35,4.405531941446899e-34,69.1052905606484,0.0937501759609888,0.499039920966222,0.405289745005233,12,25055967,R,I,Body,island,Body-island,chr12:25055599-25056246,,True,high-CpG:24947233-24947235,,,Hyper,Up
cg11718030,0.3812262831635046,BDNF,0.8075000000000001,0.8075000000000001,0.7450000000000001,0.8075000000000001,0.8165,0.8165,0.7585,0.8165,0.1380443769227852,0.1380443769227852,0.195,0.1380443769227852,0.903457814661134,0.903457814661134,0.8693409742120343,0.903457814661134,66.5,66.5,141.5,64.0,64.0,64.0,142.0,62.0,49.0,49.0,148.0,48.0,64.0,64.0,142.0,62.0,0.8169092945128779,0.931475,0.406277799237889,0.46007112155897,16.6791488427917,1.27267538492574e-54,6.39562138793849e-53,113.270688083786,0.0989353000141791,0.505213099252069,0.40627779923789,11,27744363,F,II,TSS1500,island,TSS1500-island,chr11:27743472-27744564,True,,,,,Hyper,Up
cg26492446,0.364956671241318,BHLHE23,0.7000000000000002,0.7000000000000002,0.5975000000000001,0.7000000000000002,0.7200000000000001,0.7200000000000001,0.6365000000000001,0.7200000000000001,0.2236067977499789,0.2236067977499789,0.2898383169975978,0.2236067977499789,0.8470588235294118,0.8470588235294118,0.7968701095461659,0.8470588235294118,225.0,225.0,299.0,220.0,225.0,224.0,294.0,220.0,219.0,220.0,288.0,219.0,226.0,225.0,290.0,222.0,0.8015517517197248,0.7211250000000001,0.332256314241981,0.341603506206568,11.9711113940465,9.515780212423071e-31,1.32862487589247e-29,58.6078570844203,0.0462645602136954,0.378520874455677,0.332256314241982,20,61638574,F,I,TSS200,island,TSS200-island,chr20:61636171-61639055,,,,rs75814027,,Hyper,Up
cg18759209,0.3739319822804813,BMP7,0.6950000000000001,0.6950000000000001,0.6950000000000001,0.6950000000000001,0.7137,0.7137,0.7137,0.7137,0.235849528301415,0.235849528301415,0.235849528301415,0.235849528301415,0.8421238938053097,0.8421238938053097,0.8421238938053097,0.8421238938053097,228.0,228.0,201.5,225.0,232.0,232.0,207.0,229.0,234.0,235.0,220.5,232.0,233.0,233.0,211.0,230.0,0.823228283474644,0.8841750000000002,0.418275784204826,0.489037663875459,20.0245518189784,4.76457894586118e-74,6.307948612520679e-72,157.827171719494,0.117236966804502,0.535512751009329,0.418275784204827,20,55842071,R,I,TSS1500,shore,TSS1500-shore,chr20:55840216-55841794,True,,,,,Hyper,Up
cg09180848,0.3832982032868242,BNC1,0.8025,0.8025,0.7200000000000002,0.8025,0.8119,0.8119,0.7360000000000001,0.8119,0.142148689758295,0.142148689758295,0.2154065922853801,0.142148689758295,0.9008599167822468,0.9008599167822468,0.8558139534883721,0.9008599167822468,74.0,73.0,165.5,70.0,71.5,71.5,169.5,68.5,61.5,62.5,186.5,61.5,70.5,69.5,173.5,67.5,0.8076041166746653,0.848225,0.356703496751022,0.439844317719979,15.3453169842185,2.22851805670631e-47,7.72173003945394e-46,96.6703559191449,0.122774542830181,0.479478039581203,0.356703496751022,15,83953780,F,II,TSS1500,island,TSS1500-island,chr15:83951980-83953930,True,,,,,Hyper,Up
cg20624391,0.3538254198933582,BVES,0.6625000000000001,0.6625000000000001,0.4224999999999999,0.6625000000000001,0.68625,0.68625,0.47655,0.68625,0.2576941016011038,0.2576941016011038,0.474769681003326,0.2576941016011038,0.825563909774436,0.825563909774436,0.6700175746924429,0.825563909774436,270.0,269.0,367.0,266.0,268.0,267.0,367.0,266.0,265.0,268.0,367.0,268.0,266.0,267.0,368.0,266.0,0.7282034874420092,0.806475,0.350796077295523,0.459366502384057,13.3582230685478,2.9279256707732602e-37,5.8945328466343794e-36,73.5003580328693,0.147547767010259,0.498343844305782,0.350796077295523,6,105584149,R,II,5'UTR,island,5'UTR-island,chr6:105584148-105585621,,,,,,Hyper,Up
cg00164949,0.3504075049877213,C1QL1,0.6299999999999999,0.6299999999999999,0.6299999999999999,0.6299999999999999,0.6612,0.6612,0.6612,0.6612,0.2729468812791236,0.2729468812791236,0.2729468812791236,0.2729468812791236,0.8112883435582823,0.8112883435582823,0.8112883435582823,0.8112883435582823,306.5,306.5,268.0,301.0,304.0,304.0,268.5,301.5,290.0,292.0,268.5,292.5,302.0,302.0,269.5,299.5,0.8514904281981549,0.8907,0.313211120177265,0.525887314226641,13.4827645094798,7.21950677099059e-38,1.5018739738814e-36,74.8918460148419,0.247477429624628,0.560688549801893,0.313211120177265,17,43037427,R,I,3'UTR,island,3'UTR-island,chr17:43037166-43037740,,True,,,,Hyper,Up
cg14856606,-0.3754623039899475,C4BPA,0.8075000000000001,0.8075000000000001,0.69,0.8075000000000001,0.81095,0.81095,0.7120000000000001,0.81095,0.1736555498681225,0.1736555498681225,0.2282542442102665,0.1736555498681225,0.8973167358229598,0.8973167358229598,0.8426035502958581,0.8973167358229598,66.5,66.5,211.0,64.0,73.0,73.0,210.0,70.0,120.0,121.0,206.0,119.0,80.0,80.0,209.0,77.0,0.8440516184077214,0.7763,-0.338935885366068,0.336312881524402,-24.7325301615898,1.96215622466876e-103,1.13224132175769e-100,225.27030061718,0.637589224072018,0.29865333870595,-0.338935885366069,1,207277547,R,II,TSS200,opensea,TSS200-opensea,,,,,,,Hypo,Down
cg18674980,0.4495964312843116,CA3,0.5249999999999999,0.5249999999999999,0.5249999999999999,0.5249999999999999,0.5480999999999999,0.5480999999999999,0.5480999999999999,0.5480999999999999,0.4235858826731599,0.4235858826731599,0.4235858826731599,0.4235858826731599,0.7188196721311475,0.7188196721311475,0.7188196721311475,0.7188196721311475,369.0,365.0,338.0,361.0,375.0,371.0,351.0,367.0,380.0,380.0,362.0,375.0,378.0,376.0,356.0,371.0,0.826774382765424,0.8827999999999999,0.432480663581351,0.65170786114441,21.4278382943223,1.29583801652549e-82,2.62347358692782e-80,177.482382953462,0.267280604627655,0.699761268209005,0.432480663581349,8,86350581,F,II,TSS1500,shore,TSS1500-shore,chr8:86350765-86351196,,True,,,,Hyper,Up
cg00350503,-0.359148438081618,CACNA1A,0.5975000000000001,0.6174999999999999,0.4475,0.4475,0.6051500000000001,0.6247499999999999,0.5168,0.5168,0.3830225189202326,0.3630513049143331,0.4082355325054398,0.4082355325054398,0.7576212832550862,0.7724884080370942,0.7140587219343697,0.7140587219343697,332.0,316.0,360.5,374.0,353.0,336.0,360.0,374.0,369.0,364.0,355.0,370.0,363.0,349.0,357.0,372.0,0.8121900495920652,0.7575250000000002,-0.347495264651024,0.479604841456702,-19.7577434584961,1.9166992507167896e-72,2.34920687116372e-70,154.145760922443,0.788489521146501,0.440994256495477,-0.347495264651024,19,13613614,F,II,Body,shelf,Body-shelf,chr19:13616752-13617267,,,,rs2900966,,Hypo,Down
cg05863502,0.420555561847159,CACNA1B,0.7025000000000001,0.7025000000000001,0.7025000000000001,0.7025000000000001,0.7222500000000001,0.7222500000000001,0.7222500000000001,0.7222500000000001,0.2213735530726288,0.2213735530726288,0.2213735530726288,0.2213735530726288,0.8484581497797357,0.8484581497797357,0.8484581497797357,0.8484581497797357,222.5,222.0,192.5,217.0,224.0,222.0,193.5,217.0,214.0,216.0,197.5,216.0,221.0,220.0,194.5,216.0,0.6595744680851064,0.84825,0.376519410171557,0.522205350471144,19.6763422574958,5.89416532293014e-72,7.04313978686711e-70,153.026438769851,0.18752143031865,0.564040840490206,0.376519410171556,9,140771990,R,I,TSS1500,island,TSS1500-island,chr9:140771300-140773513,,,high-CpG:139891799-139892298,,,Hyper,Up
