<<<<<<< HEAD
cg11174855,0.000826814796598047
cg12377139,0.0071347655725498334
cg14861089,0.0
cg17538572,0.0
cg22831607,0.0007963468993027761
cg24680586,0.0007432956056299715
cg10244666,0.0006328230498331958
cg12161228,0.0002941541003924809
cg14416371,0.0
cg18372607,0.0008720847831092218
cg19811337,0.006149196898192895
cg25774643,0.0008379008351586963
cg00765705,0.0007847768446824122
cg05860723,0.009551003368118796
cg06947913,0.0
cg19619405,0.0024375547765118333
cg20399616,0.0
cg25136495,0.030194953315103832
cg17241776,0.013649102101284762
cg20985450,0.0
cg24604013,0.01920971679001356
cg25032595,0.0008672235500480384
cg26299169,0.0012723637109228775
cg26444528,0.024299507245923797
cg27360326,0.0
cg00800229,0.0
cg02874376,0.0
cg04415798,0.008863783206246834
cg05057720,0.007730549130393378
cg07445246,0.005872494024426498
cg07489048,0.007290702256219498
cg13019491,0.007570511107736814
cg13023623,0.03845971281329905
cg20965743,0.0
cg23248887,0.003547320926488108
cg23906738,0.001149276859504133
cg27317046,0.0
cg05905176,0.0002322668197713869
cg08680048,0.0006540648713753444
cg18582992,0.0
cg02732252,0.0
cg03306374,0.0
cg16596604,0.0006168495642733287
cg26860604,0.0
cg27267227,0.0
cg00164949,0.0
cg01452847,0.0
cg02374745,0.0
cg02745847,0.0005685344627740375
cg04946749,0.0
cg05306745,0.0
cg13545212,0.0
cg19760241,0.01882223692664763
cg03502002,0.0
cg13096208,0.000907689915554154
cg14002960,0.0019301491915691153
cg25547580,0.001702471712831349
cg02571816,0.0
cg07517893,0.00293856233876095
cg14231297,0.01837017094971485
cg15215348,0.008827066259865946
cg22694191,0.006329827112666929
cg25352836,0.035736674719926746
cg26870725,4.541114104504427e-05
cg03774514,0.001924459284419459
cg07113642,0.0
cg07676859,0.0
cg17508991,0.005563977894680909
cg18369516,0.001402676319514628
cg18759209,0.0008368181379971303
cg19593767,0.0
cg22348992,0.0
cg22474464,0.0
cg26132320,0.0018931486519910955
cg26492446,0.0
cg11213574,0.0
cg26995244,0.025709674752196137
cg00630958,0.0
cg02177231,0.0
cg03082523,0.012281978614104901
cg04574507,0.0
cg05374271,0.0027976043487723413
cg05799811,0.0
cg06203976,0.007422745685552447
cg06215569,0.0004319491765612456
cg06880420,0.00917935289770812
cg07810039,0.0
cg09149672,0.00023929202611293077
cg09649610,0.00047849462365591444
cg10266490,0.005559156242713955
cg10896862,0.005355914952470001
cg10976772,0.0
cg11003133,0.008883482092935649
cg11388802,0.0005119178331076741
cg12280471,0.004886351241123566
cg12636785,0.007353870008031932
cg14856606,0.015371075085097552
cg16294013,0.0
cg17080882,0.002230030412767674
cg18877506,0.0002584204413472706
cg19313373,0.0
cg21291134,0.0022592088655437087
cg22719314,0.0
cg22877509,0.0
cg24432768,0.0
cg25025181,0.0
cg25259754,0.00013725765101746536
cg25839439,0.0010792141013302036
cg26026748,0.012478336864469189
cg26231761,0.015608875526104177
cg05385513,0.00022042251777001757
cg06714480,0.0009506771357060318
cg07847030,0.0
cg09211763,0.00021123417721518998
cg09499849,0.0
cg12001304,0.0
cg13713922,0.001164311878597593
cg15133719,0.0
cg15602548,0.06038962947801216
cg16751493,0.0003052909267171897
cg19370054,0.0
cg24749089,0.009152123941127343
cg01009664,0.0
cg02534363,0.0010025964059086692
cg04540383,0.0
cg13590228,0.0053714681245669626
cg14777768,0.0
cg15000071,0.020184751980933193
cg15540820,0.016413114934840482
cg15873301,0.0
cg16428251,0.0
cg17152757,0.0011736704137919947
cg17578639,0.006964778002043847
cg21646032,0.0025887552262985553
cg01114088,0.0003813108708791419
cg02196651,0.00029587333120726457
cg06274159,0.0
cg06482428,0.0
cg10019467,0.000402350813743219
cg13870520,0.0
cg19974227,0.0003490196078431373
cg21739530,0.0
cg21899596,0.0
cg23750206,4.320574268581594e-05
cg25581330,0.0
cg26043257,0.0
cg00489401,0.0
cg02792792,0.00011584364612119001
cg04306063,0.0
cg07100000,0.0
cg08351336,0.000137824235385211
cg08578734,0.0
cg09651145,0.0008511536078515172
cg12290311,0.0
cg26573704,0.0
cg06733419,0.0015723852470049806
cg07979401,0.0
cg13315970,0.0
cg15925365,0.0
cg20624391,0.0
cg22871253,0.02171014588991989
cg23165899,0.0
cg24067911,0.002559038085154899
cg00029246,0.0
cg00735923,0.0
cg00764217,0.0013354764726656657
cg01158680,0.0
cg01556466,0.017350527961621006
cg05158615,0.003004581625271282
cg06896909,0.0010649471514990367
cg07317062,0.0
cg07469637,0.00026013883814395315
cg08991965,0.007014886843879954
cg09420439,0.0005547763752532339
cg14419740,0.0
cg16260298,0.00010372960372960384
cg17437939,0.00026366464227521873
cg18091615,0.0
cg18451588,0.0
cg21179088,0.0013559895888439809
cg21959598,0.02902047497430462
cg03348397,0.0
cg04127342,0.0
cg04849842,0.0
cg06998282,0.0
cg07581623,0.0023105250224815447
cg08044097,0.0
cg08754088,0.0205944114302344
cg09159022,0.0
cg09535960,0.0
cg11201447,0.0
cg14089503,0.005395989539969413
cg14284618,0.0
cg18674980,0.0
cg23710218,0.0
cg24586039,0.0
cg25305774,0.006538171333789675
cg01549227,0.00019838026599301584
cg07084627,0.0017101428213884928
cg08076018,0.0
cg12717594,0.0001312611765573437
cg13670057,0.0
cg00936935,0.0022596419332439597
cg04436818,0.0
cg06169131,0.0
cg06276663,0.0
cg06550984,0.0
cg06974428,0.00037647114970381415
cg10119075,0.0
cg15323528,0.00018614379084967318
cg04142864,0.0
cg04574090,0.0019087009803921565
cg05184519,0.006225282143412321
cg05327192,0.00029224129843324887
cg11718030,0.0003782586541732884
cg13342435,0.0
cg13782615,0.0
cg15603568,0.0001695843753721567
cg15918732,0.0005656809622932327
cg18282388,0.0008614819759679575
cg18710784,0.0
cg18722841,0.0
cg19897940,0.0
cg24909660,0.00022095332671300902
cg25272143,0.0
cg00020799,0.0
cg05741937,0.001166900796039869
cg06970510,0.0
cg07080050,0.00025196149801828035
cg07699978,0.0028176154318522483
cg07783282,0.0012994382016480325
cg08337166,0.009239733631027284
cg10646402,0.00014082278481012666
cg12122146,0.002114008879304251
cg12496211,0.010947968802655337
cg13391820,0.0
cg15341350,0.0
cg19256314,0.0007110981194582484
cg21253043,0.02173562799200941
cg24973993,0.0
cg03338754,0.0
cg08097882,0.0
cg13799919,0.0
cg16727923,0.0
cg01537995,0.0
cg12425861,0.0002648809523809525
cg18081258,0.0
cg18396984,0.0022567178508629774
cg22881914,0.0014869549316784518
=======
Probe_ID,level_dbeta>0.35
cg03520644,0.0009681855500821017
cg05047401,0.0072884164979556175
cg06355129,0.0
cg07790615,0.0
cg09106903,0.0
cg14156405,0.0003239308462238398
cg14669379,0.003758911664354216
cg15031661,0.0
cg17154724,0.0
cg18279094,0.0005069870939029816
cg18770350,0.00024502086290704176
cg23049458,0.007474097241141135
cg24932457,0.00043088318950387924
cg26841013,0.0003329592218481104
cg00097146,0.0
cg04037038,0.0
cg07974511,3.254017492060012e-05
cg09238180,0.001250533279164424
cg09799983,0.0
cg10364040,0.0
cg11546137,0.0
cg19053239,0.0
cg21185289,0.0
cg22511877,0.0004992987377279104
cg22674699,0.0
cg00907288,0.0
cg02164046,0.01369401215330802
cg04738965,0.0008811154195198414
cg12338417,0.0
cg12702981,0.0
cg16768018,0.0020438329465917665
cg17373442,0.00023570040095551362
cg20072171,0.0
cg27083087,0.0005550034103088764
cg00875805,0.0002262723849172929
cg03544320,0.0
cg05164933,0.00031118881118881117
cg05835105,0.0
cg06083330,0.007570139643398709
cg14866200,0.0002488466377743601
cg17265829,0.0
cg00396667,0.0017849287974683547
cg00582971,0.0
cg03604011,0.0009235312899106001
cg08862890,0.002358782715281227
cg10530883,0.0
cg13667243,0.008742345347378498
cg14502484,0.003930599369085173
cg16126280,0.0
cg22784954,0.0
cg26844246,0.001791957872727625
cg05452406,0.0009009807023093958
cg06392169,0.0
cg08481075,0.0
cg08958294,0.0
cg17264670,0.0
cg17302155,0.0008352504904229042
cg18675097,0.06682598201845187
cg26422161,0.0
cg27252696,0.0
cg00840332,0.0
cg04778012,0.006784947462862543
cg06173663,0.015325876343330071
cg13476133,0.0
cg14625175,0.002218301310238677
cg15564098,0.0005406153925854852
cg18952796,0.0009731671180004115
cg21637392,0.0005025633405156398
cg26521404,0.0
cg27494647,0.0013484848484848482
cg04842146,0.0005399174957534578
cg07792478,0.0
cg13267264,0.0008043152870739076
cg16783744,0.00023177083333333334
cg22052659,0.0012233427129490818
cg23290344,0.0021479129357027445
cg24848035,0.0002619117284205269
cg05863502,0.00025835569524671853
cg13482308,0.000288425925925926
cg13759674,5.201971419372453e-05
cg13791254,0.0002936809107408016
cg14416311,0.0
cg14425564,0.007386086294883684
cg06304097,0.0
cg09053680,0.0
cg11174855,0.007773736917624332
cg12377139,0.015160977561751554
cg14861089,0.0
cg17538572,0.008059190635281465
cg22831607,0.0
cg24680586,0.0
cg10244666,0.0008788244825611722
cg12161228,0.0012040069846521461
cg14416371,0.0002532932184094977
cg18372607,0.0
cg19811337,0.0
cg25774643,0.0015328930328930338
cg00765705,0.0
cg05860723,0.03404598162602844
cg06947913,0.0
cg19619405,0.0
cg20399616,0.0
cg25136495,0.007446233891667328
cg17241776,0.00808647263980743
cg20985450,0.0
cg24604013,0.007738412806268249
cg25032595,0.0011756281289586896
cg26299169,0.0023613824344273886
cg26444528,0.06813428139253241
cg27360326,4.933871539490972e-05
cg00800229,0.0
cg02874376,0.0
cg04415798,0.0042512589428996125
cg05057720,0.01696375098769779
cg07445246,0.010280766161680895
cg07489048,0.0
cg13019491,0.0
cg13023623,0.030958487897175237
cg20965743,0.0
cg23248887,0.0002441603273760194
cg23906738,0.00240354938271605
cg27317046,0.0002852164709545811
cg05905176,0.0007399336340052922
cg08680048,0.0018132821324373185
cg18582992,0.0016778884998653381
cg02732252,0.0
cg03306374,0.0
cg16596604,0.0001066585832666568
cg26860604,0.0
cg27267227,0.00026351517252336167
cg00164949,0.0
cg01452847,0.00045266704812766236
cg02374745,0.00022890946502057607
cg02745847,0.0
cg04946749,0.0
cg05306745,0.0
cg13545212,0.002307525879135995
cg19760241,0.016283078986219755
cg03502002,0.002183817286466293
cg13096208,0.0003415715467328369
cg14002960,0.0
cg25547580,0.00016865001592249518
cg02571816,0.00046797243244258335
cg07517893,0.0014730221780867266
cg14231297,0.017570454401569152
cg15215348,0.007294544793947437
cg22694191,0.00024046092847638284
cg25352836,0.04590521533979553
cg26870725,4.498387257673042e-05
cg03774514,0.0
cg07113642,0.0
cg07676859,0.0
cg17508991,0.00012204641350210981
cg18369516,0.0
cg18759209,0.0
cg19593767,0.0
cg22348992,0.0
cg22474464,0.0005859778806308522
cg26132320,0.006260514607086454
cg26492446,0.0017348927875243663
cg11213574,0.0005300248138957815
cg26995244,0.02592743192547361
cg00630958,0.0
cg02177231,0.0
cg03082523,0.010163507912393217
cg04574507,0.0
cg05374271,0.0
cg05799811,0.0
cg06203976,0.0018027236503582586
cg06215569,0.001152025324536177
cg06880420,0.008118092943424282
cg07810039,0.0
cg09149672,0.0
cg09649610,0.0
cg10266490,0.0
cg10896862,0.0
cg10976772,0.0
cg11003133,0.013819926652568733
cg11388802,0.0009843371266848222
cg12280471,0.0
cg12636785,0.0026863778269577455
cg14856606,0.01633800961136798
cg16294013,0.0011997438749031105
cg17080882,0.002533409908473783
cg18877506,0.0
cg19313373,0.0003140887786049077
cg21291134,0.005304004063303438
cg22719314,0.0009071901796210864
cg22877509,0.0005545040774009041
cg24432768,0.0
cg25025181,0.0
cg25259754,0.0
cg25839439,0.00027033117773858417
cg26026748,0.006236840574104471
cg26231761,0.009641393002290406
cg05385513,0.0
cg06714480,0.0
cg07847030,0.0
cg09211763,0.00021124462245957574
cg09499849,0.0
cg12001304,0.0
cg13713922,0.0
cg15133719,0.0
cg15602548,0.01640710043651595
cg16751493,6.65887744521583e-05
cg19370054,0.0
cg24749089,0.00018835978835978837
cg01009664,0.0007355839532074511
cg02534363,0.0
cg04540383,0.0
cg13590228,0.001121423401902713
cg14777768,0.0
cg15000071,0.025576848430901866
cg15540820,0.0
cg15873301,0.0
cg16428251,0.0018791788856304989
cg17152757,0.0
cg17578639,0.006231282121697941
cg21646032,0.004373999415968747
cg01114088,0.0
cg02196651,0.014211858276831121
cg06274159,0.0
cg06482428,0.0
cg10019467,0.002690301951476794
cg13870520,0.0017633801421601404
cg19974227,0.0
cg21739530,0.0028665768297990546
cg21899596,0.00026810509569130263
cg23750206,0.00048357641324207526
cg25581330,0.0
cg26043257,0.0
cg00489401,0.000747532722055015
cg02792792,0.0
cg04306063,0.00028017340320179453
cg07100000,0.0
cg08351336,0.0
cg08578734,0.0
cg09651145,0.00015351702508960833
cg12290311,0.0
cg26573704,0.0
cg06733419,0.0010060763219003907
cg07979401,0.0005341907824222937
cg13315970,0.0
cg15925365,0.0
cg20624391,0.0
cg22871253,0.026068728064435446
cg23165899,0.00016341894466248932
cg24067911,0.0028374371013204424
cg00029246,0.0013451675752268121
cg00735923,0.0002513485272105962
cg00764217,0.0001408227848101266
cg01158680,0.00013497118592659997
cg01556466,0.013059400698297276
cg05158615,0.00011084127280652592
cg06896909,0.0
cg07317062,0.0
cg07469637,0.0
cg08991965,0.006264454908334729
cg09420439,0.00018309225329476043
cg14419740,0.0
cg16260298,0.0022831489498156164
cg17437939,0.0
cg18091615,0.001565695437053326
cg18451588,0.0
cg21179088,0.0
cg21959598,0.016117650288904755
cg03348397,0.0
cg04127342,0.0002619573215599706
cg04849842,0.0
cg06998282,0.0
cg07581623,0.00023556658395368065
cg08044097,0.00027460443037974667
cg08754088,0.029920693805664877
cg09159022,0.0017667493796526051
cg09535960,0.0004489204504613881
cg11201447,0.0020200166979202788
cg14089503,0.0
cg14284618,0.000341951492835988
cg18674980,0.0
cg23710218,0.0
cg24586039,0.0
cg25305774,0.0008498263888888889
cg01549227,0.00033974096796182706
cg07084627,0.0002746913580246912
cg08076018,0.0
cg12717594,0.0002532986472042706
cg13670057,0.0
cg00936935,0.0037811923073351843
cg04436818,0.0
cg06169131,0.00021123417721518993
cg06276663,0.0002237186527453136
cg06550984,0.0
cg06974428,0.0
cg10119075,0.00026302077257491245
cg15323528,0.0
cg04142864,0.0005367030316320378
cg04574090,0.0
cg05184519,0.004224234933251325
cg05327192,0.0
cg11718030,0.0
cg13342435,0.0006438078703703701
cg13782615,0.0
cg15603568,0.0
cg15918732,0.0
cg18282388,0.0020931085549177955
cg18710784,0.001103749469396647
cg18722841,8.090312885429114e-05
cg19897940,0.0
cg24909660,0.00044325764469076574
cg25272143,0.0002241945958711354
cg00020799,0.0011268538234471366
cg05741937,0.0
cg06970510,0.00027403352719808453
cg07080050,0.0
cg07699978,0.0
cg07783282,0.001531292565775324
cg08337166,0.023834666518619086
cg10646402,0.0
cg12122146,0.0
cg12496211,0.029706325023740546
cg13391820,0.0
cg15341350,0.00023177083333333334
cg19256314,0.00032273489900676874
cg21253043,0.013894111025554955
cg24973993,0.0
cg03338754,0.0
cg08097882,0.00035031488978857405
cg13799919,0.0
cg16727923,0.0022647101934290524
cg01537995,0.0022262590751207473
cg12425861,0.0
cg18081258,0.0
cg18396984,0.0002845268542199488
cg22881914,0.0
>>>>>>> origin/master
cg09180848,0.0
cg10974980,0.0
cg24319381,0.0
cg26405020,0.0
cg00044665,0.0
cg01146232,0.0
<<<<<<< HEAD
cg08214995,0.0
cg09743950,0.0
cg03635766,0.00018776371308016883
cg04191427,0.0016571479857587542
cg04918402,0.0
cg06389019,0.022287013473990498
cg07563400,0.0
cg10588135,0.0
cg20388732,0.0
cg10717463,0.0
cg11814235,0.0
cg11859607,0.0
cg21183523,0.0002500412614061247
cg00350503,0.0004208634794533506
cg02770054,0.0
cg03576469,0.0
cg09293816,0.0
cg12034943,0.0
cg14575739,0.02399972916807622
cg14945937,0.0004547486747141855
cg18642503,0.006055845731310839
cg21514227,0.0
cg06132069,0.0008913760617953966
cg06571407,0.00140370033363664
cg07198552,0.0
cg10100887,0.011167411606019783
cg21367256,0.029233650095445516
cg24182521,0.0
cg26029902,0.0015190120335170395
cg26186239,0.0
cg15242225,0.0002573163168332145
cg19678828,0.0
cg00058879,0.00082002457002457
cg07879739,0.00026450702132402114
=======
cg08214995,0.00022890946502057607
cg09743950,0.0
cg03635766,0.0
cg04191427,5.882395237034991e-05
cg04918402,0.0
cg06389019,0.008923577564967694
cg07563400,0.0
cg10588135,0.0
cg20388732,0.006764991175462546
cg10717463,0.0
cg11814235,0.0
cg11859607,0.002921943533763225
cg21183523,0.0
cg00350503,0.0
cg02770054,0.0010699266069548086
cg03576469,0.0001545138888888889
cg09293816,0.0
cg12034943,0.0
cg14575739,0.020402285309479615
cg14945937,0.0
cg18642503,0.007853428705333154
cg21514227,0.0
cg06132069,0.0
cg06571407,0.0
cg07198552,0.0
cg10100887,0.003472720589572534
cg21367256,0.037911132735174685
cg24182521,0.0
cg26029902,0.0
cg26186239,0.0001877637130801688
cg15242225,0.004706760882327715
cg19678828,0.0
cg00058879,0.001962081128747796
cg07879739,0.0
>>>>>>> origin/master
cg20486569,0.0
