Unnamed: 0,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10
cg00907288,0.358691136486479,0.517608055700604,14.5295776518022,4.48379985912932e-43,1.3014864153322499e-41,86.8371696792247,0.196801151607079,0.555492288093557,0.358691136486478,3,9178249,F,I,SRGAP3,Body,shore,Body-shore,chr3:9177691-9178189,,True,,,
cg02164046,0.381828853200487,0.464770008249964,22.6625182116031,4.1412841444828196e-90,1.46759381923447e-87,194.694597162121,0.123269146286382,0.505097999486869,0.381828853200488,3,187388148,F,I,SST,1stExon,island,1stExon-island,chr3:187387914-187388176,,True,,,
cg04738965,0.379420626159027,0.489475006188503,21.6578214870739,7.21506832831995e-84,1.86471092846269e-81,180.372829020153,0.150128019196833,0.529548645355861,0.379420626159028,3,147127662,R,I,ZIC1,1stExon,island,1stExon-island,chr3:147126988-147128999,True,True,,,
cg12338417,0.328190072936807,0.435971990421725,17.8489089100243,3.8748113286889604e-61,3.0961275428092802e-59,128.231747493832,0.142444689233301,0.470634762170107,0.328190072936806,3,32860178,F,I,TRIM71,1stExon,island,1stExon-island,chr3:32858194-32860506,,,,,
cg12702981,0.380878769529217,0.526950820748356,19.6087362189595,1.98763581996679e-71,2.70662396029928e-69,151.831476408569,0.186299696540202,0.56717846606942,0.380878769529218,3,119528656,R,I,NR1I2,Body,shore,Body-shore,chr3:119528920-119529159,,,,,
cg16768018,0.433150278795785,0.53995589082458,30.3734107169576,1.40986683809994e-139,7.03765243669828e-136,308.232088279438,0.152554068440935,0.585704347236719,0.433150278795785,3,147108843,R,I,ZIC4,Body,island,Body-island,chr3:147108511-147111703,,,,,
cg17373442,0.379563097939841,0.402905670595709,14.9487163424609,3.05998495534071e-45,1.00518937961376e-43,91.79738906983,0.0634312594045705,0.442994357344411,0.379563097939841,3,142839991,F,I,CHST2,Body,island,Body-island,chr3:142837885-142840838,True,,,,
cg20072171,0.408842362533201,0.47849476177702,19.3913029761503,3.90401307536534e-70,5.00234781369328e-68,148.865102636381,0.112833502702381,0.521675865235583,0.408842362533202,3,62356962,R,I,FEZF2,Body,island,Body-island,chr3:62356773-62357315,,,,,
cg27083087,0.408962996845731,0.611698076973678,20.727094491796,3.64593243128767e-78,7.05014781483419e-76,167.286033872979,0.24592892473862,0.654891921584351,0.408962996845731,3,11610239,F,I,VGLL4,Body,island,Body-island,chr3:11610137-11610370,True,True,,,
cg00875805,0.360498956595312,0.469266208267866,19.157849568078,9.40831071967114e-69,1.11932309556265e-66,145.695116599839,0.146842422369138,0.50734137896445,0.360498956595312,4,140656749,F,I,MAML3,Body,island,Body-island,chr4:140655962-140657135,True,,,,
cg03544320,0.376826631078016,0.481953856099044,15.5816259994755,1.4033455156026398e-48,5.56717745301856e-47,99.4451632102147,0.144926891674211,0.521753522752228,0.376826631078017,4,5894691,F,I,CRMP1,1stExon,island,1stExon-island,chr4:5894071-5895116,,,,,
cg05164933,0.390045723173948,0.447605966191978,16.6386863906255,2.52039451384755e-54,1.37777886581447e-52,112.612070258945,0.0987560834431433,0.488801806617091,0.390045723173948,4,154710418,F,I,SFRP2,TSS200,island,TSS200-island,chr4:154709512-154710827,,,,rs74549610,
cg05835105,0.410705560324418,0.507181048309593,17.068622853245,1.01904203662958e-56,6.3789621719653595e-55,118.098087878112,0.13985337862618,0.550558938950598,0.410705560324418,4,111543401,R,I,PITX2,Body,island,Body-island,chr4:111542062-111544464,,,,,
cg06083330,0.405505932474048,0.455053675008481,21.5638925829475,2.7381629124585098e-83,6.87828098397738e-81,179.043745531578,0.0923764589979831,0.497882391472032,0.405505932474049,4,147561203,F,I,POU4F2,Body,island,Body-island,chr4:147559205-147561901,,True,,,
cg14866200,0.338998928161642,0.354206178642028,11.2886130304044,1.03499296703549e-27,1.2273790685272099e-26,51.699864594093,0.0510116316570097,0.390010559818651,0.338998928161641,4,42399843,F,I,SHISA3,TSS200,island,TSS200-island,chr4:42399152-42400802,,,,,
cg17265829,0.389202577445487,0.430900303729697,16.6707184283462,1.67586166031209e-54,9.25232392710145e-53,113.018300140983,0.0828045153627213,0.472007092808209,0.389202577445488,4,126238422,F,I,FAT4,1stExon,island,1stExon-island,chr4:126235895-126238930,,True,,,
cg00396667,0.358034389264583,0.539816427381297,21.8550533807845,4.36028802332962e-85,1.20060822782651e-82,183.169379440331,0.219596906196345,0.577631295460927,0.358034389264581,5,134364387,R,I,PITX1,3'UTR,island,3'UTR-island,chr5:134363092-134365146,,,,,
cg00582971,0.402613423665516,0.433885326968701,15.6719400406614,4.61687759831228e-49,1.8835135673114702e-47,100.551362770954,0.0737951188363969,0.476408542501913,0.402613423665516,5,178422128,F,I,GRM6,TSS200,island,TSS200-island,chr5:178421225-178422337,,True,,,
cg03604011,0.382363114794951,0.416650324167295,16.0591388517768,3.77497120762163e-51,1.7292218659768598e-49,105.334472853631,0.0746716282383274,0.457034743033278,0.382363114794951,5,400201,F,I,AHRR,Body,opensea,Body-opensea,,True,True,,rs80318212,
cg08862890,0.399363536956823,0.407467938377242,13.6071152759609,1.9228760122961e-38,4.28666158106739e-37,76.2329651864132,0.0502843704922639,0.449647907449087,0.399363536956823,5,169064451,R,I,DOCK2,Body,island,Body-island,chr5:169064270-169064702,,,,,
cg10530883,0.354682644657729,0.436332758247544,13.7533164777255,3.65243046822296e-39,8.52355743141967e-38,77.8838837106361,0.119110977182878,0.473793621840607,0.354682644657729,5,3596207,F,I,IRX1,1stExon,island,1stExon-island,chr5:3594467-3603054,,,,,
cg13667243,0.344251051511807,0.564491531183737,20.4567410490912,1.59482818200179e-76,2.81589117410342e-74,163.521303012582,0.256599579494525,0.600850631006332,0.344251051511807,5,157001561,F,I,ADAM19,Body,island,Body-island,chr5:157001468-157001756,,,,,
cg14502484,0.398667176466633,0.46108002687822,20.8893706717637,3.7438084319905297e-79,7.70867143374267e-77,169.554011426667,0.104519271296827,0.50318644776346,0.398667176466633,5,1446208,F,I,SLC6A3,TSS1500,island,TSS1500-island,chr5:1444678-1446648,True,,,rs2735852,
cg16126280,0.363902681447243,0.359805843062598,12.8548198296851,8.235221854318441e-35,1.48810633517916e-33,67.9242555959438,0.0343378268468614,0.398240508294105,0.363902681447243,5,158527573,R,I,EBF1,TSS1500,island,TSS1500-island,chr5:158527374-158527983,,,,,
cg22784954,0.382157803119241,0.47755301739861,13.8262606477108,1.58791353740745e-39,3.78013863088234e-38,78.7118563996162,0.135757948541401,0.517915751660642,0.382157803119241,5,5140646,R,I,ADAMTS16,1stExon,island,1stExon-island,chr5:5139441-5140941,,,,,
cg26844246,0.352978593295252,0.464676409664803,18.0142827825758,4.36012910705804e-62,3.6658236587782e-60,130.407263487685,0.148978701504105,0.501957294799358,0.352978593295253,5,170736277,R,I,TLX3,TSS200,island,TSS200-island,chr5:170735169-170739863,,,,,
cg05452406,0.378275461576339,0.480979506345978,17.0672033807594,1.0378734900533e-56,6.49335281816337e-55,118.079857737216,0.142656733969837,0.520932195546176,0.378275461576339,6,10881891,F,I,GCM2,Body,island,Body-island,chr6:10881846-10882051,,,,,
cg06392169,0.358836931498914,0.389953264918886,15.1982478069475,1.5101012446808902e-46,5.3488046316918e-45,94.7904480829664,0.069015964387273,0.427852895886187,0.358836931498914,6,391936,F,I,IRF4,5'UTR,island,5'UTR-island,chr6:391188-393790,,,,,
cg08481075,0.420844337501617,0.535100463341795,18.2000274059818,3.70771233781148e-63,3.28486015486331e-61,132.861825132113,0.158704853621247,0.579549191122865,0.420844337501618,6,33161328,F,I,COL11A2,TSS1500,island,TSS1500-island,chr6:33160945-33161337,True,,,rs13437061,
cg08958294,0.393635286869438,0.461673224589979,18.5552730384621,3.22301279677212e-65,3.19938957797759e-63,137.587957371596,0.10961290060338,0.503248187472818,0.393635286869438,6,146350131,R,I,GRM1,5'UTR,shore,5'UTR-shore,chr6:146350522-146350780,,,,,
cg17264670,0.401706164888273,0.458609062583721,14.8770720094142,7.22014430424314e-45,2.31966055791526e-43,90.9434923670885,0.0993302903915129,0.501036455279786,0.401706164888273,6,153452732,F,I,RGS17,TSS1500,island,TSS1500-island,chr6:153450992-153452792,,,,rs12174180,
cg17302155,0.412235581245865,0.448269940303935,19.587003010317,2.67824157890658e-71,3.62303976965365e-69,151.534384984699,0.0795738474143746,0.491809428660239,0.412235581245865,6,100061111,F,I,PRDM13,Body,island,Body-island,chr6:100060979-100062657,True,,,,
cg18675097,0.483103504041178,0.650099828254086,34.8331317799784,2.39560413370462e-168,5.9790856885647796e-164,374.254154585541,0.218020739246472,0.701124243287649,0.483103504041177,6,28227127,F,I,NKAPL,5'UTR,island,5'UTR-island,chr6:28226979-28227483,,,,rs41269289,
cg26422161,0.420325321445666,0.458087226281576,16.5967114404307,4.2997635404899105e-54,2.3242935896008402e-52,112.080364923209,0.082155815190846,0.502481136636512,0.420325321445666,6,1313211,R,I,FOXQ1,1stExon,island,1stExon-island,chr6:1311068-1314220,,,,,
cg27252696,0.395518135794269,0.47177264351761,17.0251411379609,1.7850062521478098e-56,1.09732034592802e-54,117.540004965154,0.118028333301613,0.513546469095881,0.395518135794267,6,100912940,R,I,SIM1,TSS1500,island,TSS1500-island,chr6:100912071-100913337,True,,,,
cg00840332,0.389477735591641,0.487237991123604,18.7915408860717,1.34280778444003e-66,1.4300636880189999e-64,140.753506731378,0.138896106257374,0.528373841849013,0.389477735591639,7,127881269,R,I,LEP,TSS200,island,TSS200-island,chr7:127880750-127881375,,,,,
cg04778012,0.343604774846083,0.522754849395332,20.7752969113398,1.85550084919205e-78,3.66298930352929e-76,167.959077230712,0.215440915937487,0.55904569078357,0.343604774846083,7,99775508,F,I,STAG3,TSS200,island,TSS200-island,chr7:99774733-99775583,,,high-CpG:99613314-99613542,,
cg06173663,0.41599776930526,0.708921207595318,31.4610796477604,1.27042886390553e-146,9.24819278387228e-143,324.401331399653,0.336860281340277,0.752858050645537,0.41599776930526,7,101579929,R,I,CUX1,Body,opensea,Body-opensea,,,,,,
cg13476133,0.408784630044514,0.455364255329879,18.3744934537701,3.62414695900907e-64,3.4032502833027396e-62,135.17777621097,0.0897546311552343,0.498539261199749,0.408784630044515,7,44185646,R,I,GCK,Body,island,Body-island,chr7:44184770-44185695,,True,,,
cg14625175,0.385336925661679,0.433686889036877,14.8697311128595,7.88291682325629e-45,2.5256269909978098e-43,90.8561385082526,0.0890484701304763,0.474385395792156,0.385336925661679,7,27214056,F,I,HOXA10,TSS200,island,TSS200-island,chr7:27212416-27214396,True,,,,
cg15564098,0.352985778409729,0.603901166784875,20.4139460155212,2.89574913138144e-76,5.0465469400863005e-74,162.92698538089,0.288197032386959,0.641182810796689,0.35298577840973,7,27281346,R,I,EVX1,TSS1500,shore,TSS1500-shore,chr7:27282086-27283136,,True,,,
cg18952796,0.432550142068455,0.535214699843173,19.7213497720974,4.23011844162367e-72,5.98658560499046e-70,153.372969567616,0.148349628959477,0.580899771027931,0.432550142068455,7,98246633,R,I,NPTX2,5'UTR,island,5'UTR-island,chr7:98245805-98247759,True,,,,
cg21637392,0.332412786301262,0.532390207390203,16.1982256974402,6.61161122151685e-52,3.1664325562258997e-50,107.068339202465,0.235086187282557,0.567498973583819,0.332412786301262,7,5735123,R,I,RNF216,Body,opensea,Body-opensea,,,,low-CpG:5701562-5701704,,
cg26521404,0.375000853984416,0.421500782722885,19.7781747468259,1.93509972203429e-72,2.7768482335656e-70,154.152117447902,0.0861067605076094,0.461107614492026,0.375000853984416,7,27204981,F,I,HOXA9,1stExon,island,1stExon-island,chr7:27203915-27206462,,,,rs11975265,
cg27494647,0.411156702744321,0.585594762278429,23.3228405650116,2.98093090505726e-94,1.29874922299889e-91,204.201960351923,0.217863598925081,0.629020301669403,0.411156702744321,7,150038898,F,I,RARRES2,TSS200,island,TSS200-island,chr7:150037459-150039031,True,,,,
cg04842146,0.362323299217057,0.397857669381555,14.4238354161356,1.5566651376086498e-42,4.37770569322507e-41,85.5994363124152,0.0738022242391081,0.436125523456165,0.362323299217057,8,85097056,R,I,RALYL,TSS200,island,TSS200-island,chr8:85096759-85097247,,,,,
cg07792478,0.42585769709098,0.533793727863837,18.5850741992055,2.16064615806028e-65,2.16635001592374e-63,137.986272756294,0.152914259454376,0.578771956545357,0.42585769709098,8,65290484,F,I,MIR124-2,TSS1500,island,TSS1500-island,chr8:65290108-65290946,,,,,
cg13267264,0.387225940384719,0.440603435868297,15.9037495746885,2.61820201002521e-50,1.14786969428232e-48,103.407119564196,0.094275516153424,0.481501456538143,0.387225940384719,8,70983600,F,I,PRDM14,TSS200,island,TSS200-island,chr8:70981873-70984888,True,,,,
cg16783744,0.335694175219031,0.453837828715361,21.5289101777483,4.4976137282875294e-83,1.11934201491327e-80,178.549207556866,0.153598993350924,0.489293168569956,0.335694175219032,8,105478855,R,I,DPYS,Body,island,Body-island,chr8:105478672-105479340,,,,,
cg22052659,0.368551617150184,0.438090970060589,15.7182204056978,2.60813503751267e-49,1.07863006841955e-47,101.119624923367,0.108465029328515,0.477016646478698,0.368551617150184,8,114444989,F,I,CSMD3,Body,island,Body-island,chr8:114444826-114445085,,True,,,
cg23290344,0.392328572557537,0.465122843809196,22.5731241515367,1.49840377622011e-89,5.1080219267008e-87,193.41293726512,0.114231221611669,0.506559794169206,0.392328572557537,8,24771466,F,I,NEFM,TSS1500,island,TSS1500-island,chr8:24770908-24772547,True,,,,
cg24848035,0.420707142949045,0.535759751259254,26.7045051913524,7.85605589046878e-116,1.03979660956349e-112,253.729647403025,0.159486845880108,0.580193988829153,0.420707142949045,8,101118525,F,I,RGS22,TSS200,island,TSS200-island,chr8:101117922-101118693,,True,,rs2980532,
cg05863502,0.388543111599927,0.511587368441721,21.1492269922601,9.66149131992358e-81,2.12188453614563e-78,173.19820338614,0.164081394471449,0.552624506071376,0.388543111599927,9,140771990,R,I,CACNA1B,TSS1500,island,TSS1500-island,chr9:140771300-140773513,,,high-CpG:139891799-139892298,,
cg13482308,0.376170830478041,0.441470642110973,19.122555910282,1.5200189758640901e-68,1.79252457153706e-66,145.217252694679,0.105030213953085,0.481201044431126,0.376170830478041,9,37002685,R,I,PAX5,Body,island,Body-island,chr9:37002489-37002957,,,,,
cg13759674,0.385595435430681,0.402284826509547,15.0983988980181,5.05123318804402e-46,1.7416636082162401e-44,93.5892705467728,0.057415201113117,0.443010636543798,0.385595435430681,9,140051205,R,I,GRIN1,Body,island,Body-island,chr9:140051062-140051730,True,,,,
cg13791254,0.415734016022735,0.545613333997496,19.7822902506754,1.82847881834243e-72,2.6270849864523397e-70,154.208580410603,0.173788303936711,0.589522319959448,0.415734016022737,9,100616607,R,I,FOXE1,1stExon,island,1stExon-island,chr9:100615234-100617510,,,,,
cg14416311,0.34870566563237,0.396869920761718,12.5500547200198,2.22529348044194e-33,3.6998574797108e-32,64.6502165989887,0.0849938422860241,0.433699507918396,0.348705665632371,9,89560881,F,I,GAS1,1stExon,island,1stExon-island,chr9:89560584-89562647,,,,,
cg14425564,0.37574000669349,0.566988647558563,23.9419666980121,3.66925626557646e-98,1.96944934611018e-95,213.174996345774,0.230933540448431,0.60667354714192,0.375740006693489,9,126794772,R,I,LHX2,Body,opensea,Body-opensea,,,,,,
cg06304097,0.35021888373725,0.422020975624475,13.6287033176249,1.50572579575615e-38,3.38369481994414e-37,76.4760149610093,0.108791502079698,0.459010385816948,0.35021888373725,10,133109867,F,I,TCERG1L,1stExon,island,1stExon-island,chr10:133109193-133111052,True,,high-CpG:132999798-133000145,,
cg09053680,0.353170829696386,0.39645935827239,14.9892112991009,1.88157847358031e-45,6.26451786792216e-44,92.2811146482011,0.0805897173304537,0.433760547026839,0.353170829696386,10,135044114,F,I,UTF1,1stExon,island,1stExon-island,chr10:135043221-135044560,,,,,
cg11174855,0.382013648854828,0.526804701627657,26.7546911359451,3.7301514362382e-116,5.1339879862511e-113,254.47211556848,0.185138561753001,0.567152210607829,0.382013648854829,10,134598352,R,I,NKX6-2,3'UTR,island,3'UTR-island,chr10:134597357-134602649,,,,,
cg12377139,0.361356369576711,0.542891003786423,26.1852618673271,1.72976018647226e-112,1.91877080748298e-109,246.057097069541,0.219700363131297,0.581056732708008,0.361356369576711,10,22634218,R,I,SPAG6,TSS200,island,TSS200-island,chr10:22634000-22634862,,,,,
cg14861089,0.43026042191954,0.513454111340692,17.730158200949,1.84929483106448e-60,1.4302359448219302e-58,126.675401705138,0.128636924994677,0.558897346914216,0.43026042191954,10,102895043,R,I,TLX1,Body,island,Body-island,chr10:102893660-102895059,,,,,
cg17538572,0.461938999108169,0.486310522070296,22.513522971273,3.52908554480532e-89,1.18913507335186e-86,192.559182059379,0.0731605857892815,0.535099584897451,0.461938999108169,10,94834763,R,I,CYP26A1,Body,island,Body-island,chr10:94833272-94835256,,,,,
cg22831607,0.33534129274184,0.365434802364416,11.7638151154341,8.51468112748136e-30,1.1469326155407099e-28,56.4614415075545,0.0655115787436246,0.400852871485465,0.33534129274184,10,99531797,F,I,SFRP5,TSS200,island,TSS200-island,chr10:99531025-99531968,True,,,,
cg24680586,0.383966808259155,0.395321240104951,16.5490193514998,7.8821848122461e-54,4.2035912959325904e-52,111.477097395726,0.0519082295720445,0.435875037831199,0.383966808259155,10,105036727,R,I,INA,TSS200,island,TSS200-island,chr10:105036628-105038084,True,,,,
cg09554951,0.307137612924373,0.509425550943215,15.4418864779066,7.78221206308426e-48,2.96700549818102e-46,97.7407867302148,0.234727191518719,0.541864804443093,0.307137612924373,11,2890725,R,I,KCNQ1DN,TSS1500,island,TSS1500-island,chr11:2890388-2891337,,,,,
cg10244666,0.384521281348115,0.64217554877244,19.8761680464343,5.0131146255081105e-73,7.38794817564338e-71,155.497774345152,0.298266627476821,0.682787908824937,0.384521281348116,11,32421808,F,I,WT1,Body,opensea,Body-opensea,,,,,rs5030259,
cg12161228,0.359946621900845,0.445502291916869,16.178734653378,8.44397126626864e-52,4.01482166262021e-50,106.824871160275,0.123572504239259,0.483519126140104,0.359946621900846,11,89224506,R,I,NOX4,1stExon,island,1stExon-island,chr11:89224416-89224718,,True,,,
cg14416371,0.437898479374797,0.438623430041881,16.3823921728191,6.50288436379228e-53,3.29931443937316e-51,109.376627475748,0.0469749024212764,0.484873381796073,0.437898479374797,11,43602847,R,I,MIR129-2,TSS200,island,TSS200-island,chr11:43602545-43603215,,True,,,
cg18372607,0.379420587916994,0.52110710156405,19.8192226084674,1.0993155280623e-72,1.5872844289897798e-70,154.715479979634,0.181760148775368,0.561180736692362,0.379420587916993,11,31827084,F,I,PAX6,Body,shore,Body-shore,chr11:31827696-31827921,,,,,
cg19811337,0.376425282621115,0.594159445510935,21.5169653772636,5.32780027193242e-83,1.32312720043968e-80,178.380404261038,0.257491439930701,0.633916722551817,0.376425282621116,11,65374663,F,I,MAP3K11,Body,shore,Body-shore,chr11:65374699-65375308,True,True,,rs66496807,
cg25774643,0.360931843329705,0.643910410674873,21.2293482608438,3.11914379996386e-81,7.00894679474836e-79,174.324820089255,0.321099458663136,0.682031301992842,0.360931843329706,11,627175,R,I,SCT,TSS200,island,TSS200-island,chr11:626728-628037,,,,,
cg00765705,0.43202969752414,0.638401251510856,23.110859959217,6.4197358766040994e-93,2.6266792857178e-90,201.142396857094,0.252001656871288,0.684031354395428,0.43202969752414,12,124865130,R,I,NCOR2,Body,opensea,Body-opensea,,True,,,,
cg05860723,0.361415314655606,0.501437475784224,22.812061048678,4.80355875157279e-91,1.79131216539441e-88,196.841617255229,0.17819411571022,0.539609430365827,0.361415314655608,12,81102486,R,I,MYF6,Body,island,Body-island,chr12:81102034-81102716,,,,,
cg06947913,0.308566613269142,0.461409428802387,13.0996581181333,5.6069795087859e-36,1.08356328740665e-34,70.5934663192839,0.185432997159425,0.493999610428566,0.308566613269142,12,50297793,R,I,FAIM2,TSS200,island,TSS200-island,chr12:50297580-50297988,True,True,,,
cg19619405,0.440651502993493,0.478882957576668,18.6501192349491,9.01752205894474e-66,9.21316537379085e-64,138.856622753386,0.0847721751240608,0.525423678117553,0.440651502993493,12,43945892,F,I,ADAMTS20,TSS200,island,TSS200-island,chr12:43944719-43946285,,,,rs275603,rs71455455
cg20399616,0.403384699228205,0.445695698055369,13.6617588993859,1.03493806950325e-38,2.34731961732978e-37,76.8486602861238,0.0849156749254237,0.488300374153629,0.403384699228205,12,25055967,R,I,BCAT1,Body,island,Body-island,chr12:25055599-25056246,,True,high-CpG:24947233-24947235,,
cg25136495,0.379024836715281,0.568933307141146,27.6983113406794,3.01280507910823e-122,6.120548550825579e-119,268.456620977414,0.229940307112649,0.608965143827929,0.379024836715279,12,6729718,R,I,LPAR5,Body,island,Body-island,chr12:6729248-6730310,True,True,,,
