Unnamed: 0_tissue,dbeta_tissue,gene,Unnamed: 0_liquid,dbeta_liquid,dbeta_tissue_normalized,dbeta_liquid_normalized
cg06550984,0.367549611,PTF1A,cg18759960,0.0227018335320082,0.851016595965947,0.6453683426126182
cg17264670,0.421596731,RGS17,cg17502989,0.0653862791146925,0.9070730618348823,0.7969924882517149
cg10717463,0.418723111,SALL3,cg16580499,0.0538254320861662,0.90409260734535,0.7559259233792948
cg22831607,0.351700948,SFRP5,cg25156443,0.0567111918702423,0.8345787166390234,0.7661767502509387
cg18582992,0.459148899,SHF,cg18313694,0.0777396968935993,0.9460213318591968,0.8408744314485925
cg13019491,0.429343547,SIX6,cg00859478,0.0221894057693494,0.9151078863860689,0.6435480912153173
cg06132069,0.353587554,SLC12A5,cg06132069,0.0583553745648793,0.8365354622500223,0.7720172336623023
cg13545212,0.352052578,SLC13A5,cg13545212,0.0672536686357051,0.8349434194223261,0.8036258493469284
cg24604013,0.447486233,SOX1,cg16705627,0.0426269987302269,0.9339250751378434,0.7161467282436441
cg08044097,0.436589115,SOX17,cg11214140,0.0546666466016476,0.9226228277056627,0.7589140946081326
cg12377139,0.372520419,SPAG6,cg18247055,0.0482647584292146,0.8561722070141033,0.736173238744329
cg23248887,0.456163982,SSTR1,cg23248887,0.0455669680747439,0.9429254426067796,0.7265901188976007
cg13096208,0.389431604,ST8SIA3,cg03614193,0.0445083246590701,0.8737121104308949,0.722829594396303
cg04778012,0.365855606,STAG3,cg21123656,0.0433664851435673,0.8492596118109299,0.718773539816428
cg17437939,0.439357992,TAC1,cg08202265,0.0081788744502109,0.9254946450947443,0.5937797315185955
cg06733419,0.360351274,TBX18,cg03563169,0.0185135571946281,0.8435506415847774,0.630490702463221
cg07847030,0.36228023,TCF7L1,cg12913879,0.0406857597703325,0.8455513116700045,0.7092510383791676
cg14861089,0.439337372,TLX1,cg08908184,0.0365208849826315,0.9254732584912357,0.694456525465659
cg21185289,0.374427551,TLX2,cg19656282,0.0163333613560012,0.85815024173391,0.622746187409901
cg26844246,0.371970628,TLX3,cg26517171,0.0455611974371879,0.8556019760669863,0.7265696203769505
cg01009664,0.464877693,TRH,cg01009664,0.0788788507903632,0.9519631090590024,0.8449209461447643
cg09053680,0.37189378,UTF1,cg02767771,0.0333124580246582,0.8555222710375768,0.6830595167964051
cg06274159,0.420303432,ZFP42,cg14817655,0.0460377247331308,0.9057316809943893,0.7282623457511408
cg04738965,0.40868625,ZIC1,cg12595013,0.0464361175192916,0.8936825992620747,0.7296775208812334
cg20985450,0.402938221,ZIC5,cg18557131,0.0338344478861429,0.8877208719498304,0.6849137347837648
cg21183523,0.381336496,ZNF521,cg22501454,0.1077904825408147,0.8653160451954607,0.9476211546950357
