Unnamed: 0_tissue,dbeta_tissue,gene,Unnamed: 0_liquid,dbeta_liquid,dbeta_tissue_normalized,dbeta_liquid_normalized
cg04842146,0.375772852,RALYL,cg22403811,-0.0268228725248465,0.85954555788748,0.5970084857167647
cg19974227,0.380797316,RGS12,cg17491449,-0.0279943403334254,0.8647568197405759,0.5937262612507914
cg17264670,0.421596731,RGS17,cg16924337,-0.0239357121898413,0.9070730618348823,0.6050977462319448
cg05374271,0.422406369,RGS2,cg20094435,-0.0112541779848716,0.907912800287425,0.6406289332853241
cg03348397,0.407497963,RGS20,cg01450642,-0.0211307816162267,0.8924501345228251,0.612956614983313
cg24848035,0.435927813,RGS22,cg24848035,-0.0150874333013876,0.9219369400396398,0.6298888990376448
cg14156405,0.362942022,RGS7,cg13849378,-0.0575056647304317,0.8462377075530846,0.5110412824150236
cg21637392,0.377949549,RNF216,cg27006914,-0.0129194539700285,0.8618031794052874,0.6359631545579424
cg04191427,0.432002963,RPTOR,cg11949518,-0.2399028217227234,0.9178661732704634,0.0
cg07790615,0.460779741,RYR2,cg26956874,-0.0462834847912928,0.9477128047611872,0.5424836432618654
cg10717463,0.418723111,SALL3,cg16433156,-0.0295379788113487,0.90409260734535,0.5894012871100134
cg13870520,0.362661637,SCARB2,cg01624414,-0.0153343050924299,0.8459468984927191,0.6291972123975308
cg27267227,0.415970025,SEZ6L2,cg13552869,-0.0473647717764511,0.9012371680288196,0.539454087885751
cg05164933,0.403011259,SFRP2,cg20881942,-0.0237631174248812,0.8877966253323257,0.6055813231224939
cg22831607,0.351700948,SFRP5,cg09874752,-0.0242417055518587,0.8345787166390234,0.604240412473489
cg06276663,0.360758379,SH3PXD2A,cg23901918,-0.0489192580450172,0.8439728817991973,0.5350987203499613
cg14866200,0.354568975,SHISA3,cg02364236,-0.0123929002579426,0.83755337019386,0.6374384554273312
cg27252696,0.486846004,SIM1,cg14717557,-0.0311923780737857,0.9747481506258733,0.5847659828396842
cg00097146,0.398051457,SIX3,cg02120584,-0.0125433138187796,0.8826524294615805,0.6370170259473421
cg13019491,0.429343547,SIX6,cg06785999,-0.0142181981226895,0.9151078863860689,0.6323243265835955
cg06132069,0.353587554,SLC12A5,cg21609339,-0.0444904706702266,0.8365354622500223,0.5475073193483113
cg14502484,0.460474666,SLC6A3,cg04598517,-0.07103544210901,0.9473963877842055,0.47313348332235106
cg24604013,0.447486233,SOX1,cg15653173,-0.0419364332119097,0.9339250751378434,0.554663234492808
cg16428251,0.35438071,SOX14,cg16921083,-0.014720859564816,0.8373581059402455,0.630915967197732
cg08044097,0.436589115,SOX17,cg00123055,-0.0216919257979459,0.9226228277056627,0.6113843983601249
cg05520409,0.362690447,SOX8,cg05933904,-0.0189837842464101,0.8459767795813263,0.6189720831370141
cg12377139,0.372520419,SPAG6,cg18247055,-0.0397929057787255,0.8561722070141033,0.560668980560399
cg12001304,0.376276998,SPHKAP,cg24333629,-0.0169331297871667,0.8600684468599538,0.6247176172337222
cg15341350,0.42207469,SRRM4,cg23881566,-0.0547220102080871,0.9075687902357712,0.5188405398177005
cg02164046,0.395107102,SST,cg16927040,-0.0206888022410554,0.8795986102097215,0.6141949550452586
cg23248887,0.456163982,SSTR1,cg16190266,-0.0655044742568437,0.9429254426067796,0.48863017718960683
cg00764217,0.424934382,ST7,cg07168526,-0.0282771851609237,0.9105347989147474,0.5929337851741204
cg04778012,0.365855606,STAG3,cg15140703,-0.0101380309013262,0.8492596118109299,0.6437561598624517
cg13782615,0.354001979,STIM1,cg02770745,-0.0368720079028577,0.8369652946049698,0.5688527670892093
cg15873301,0.363811526,SYN2,cg04172348,-0.0123989363952197,0.8471395376838835,0.6374215433471991
cg06733419,0.360351274,TBX18,cg09749813,-0.0387897099808123,0.8435506415847774,0.5634797396507976
cg06304097,0.367661688,TCERG1L,cg24067982,-0.0512513521991234,0.8511328397274127,0.528564647084349
cg07847030,0.36228023,TCF7L1,cg12463325,-0.0154189136197919,0.8455513116700045,0.6289601557951181
cg17080882,0.408369975,TGFBR3,cg23113350,-0.0521683192003075,0.8933545658952146,0.5259954842753192
cg14861089,0.439337372,TLX1,cg04273871,-0.0515409806044692,0.9254732584912357,0.5277531647447532
cg21185289,0.374427551,TLX2,cg07203423,-0.0460655733643052,0.85815024173391,0.5430941886066337
cg06896909,0.353292215,TMEM196,cg19803052,-0.0353633655420736,0.8362291432348136,0.5730796889309423
cg05905176,0.363579454,TNFAIP8L3,cg20318580,-0.0149046447272268,0.8468988377881789,0.6304010369946739
cg01009664,0.464877693,TRH,cg21217577,-0.010535360024748,0.9519631090590024,0.6426429211030181
cg07783282,0.402763183,USP44,cg13879483,-0.0169995859316426,0.8875393264452269,0.6245314200700309
cg09053680,0.37189378,UTF1,cg09053680,-0.0641722493182569,0.8555222710375768,0.49236281180029573
cg21179088,0.380793796,VSTM2A,cg06139908,-0.0306816982059477,0.8647531688751855,0.5861968082915002
cg26841013,0.395940407,WNT3A,cg11298786,-0.0364295794936556,0.8804628955461264,0.5700923652569868
cg10244666,0.404255433,WT1,cg15107670,-0.0365414325321266,0.8890870548198917,0.5697789748447413
cg26860604,0.365960719,WWP2,cg27186420,-0.0282593212368433,0.8493686326671177,0.5929838364074924
cg04738965,0.40868625,ZIC1,cg12595013,-0.0266609586775764,0.8936825992620747,0.5974621367577904
cg20985450,0.402938221,ZIC5,cg11591636,-0.0488566203102384,0.8877208719498304,0.5352742190739369
cg14231297,0.401590812,ZSCAN18,cg25784220,-0.0481797407119964,0.8863233694257366,0.5371707037759478
