Unnamed: 0,dbeta,gene
cg05047401,0.4116722,SEMA4A
cg15918732,0.367376864,SERPING1
cg27267227,0.415970025,SEZ6L2
cg05164933,0.403011259,SFRP2
cg22831607,0.351700948,SFRP5
cg00936935,-0.38737773,SGMS1
cg06276663,0.360758379,SH3PXD2A
cg18582992,0.459148899,SHF
cg14866200,0.354568975,SHISA3
cg13590228,-0.369181029,SIAH2
cg27252696,0.486846004,SIM1
cg00097146,0.398051457,SIX3
cg13019491,0.429343547,SIX6
cg06132069,0.353587554,SLC12A5
cg13545212,0.352052578,SLC13A5
cg00421624,0.35754829,SLC27A3
cg14777768,0.473985342,SLC2A2
cg27248029,0.353057385,SLC39A11
cg14502484,0.460474666,SLC6A3
cg06389019,-0.372967109,SLC9A3R1
cg16727923,0.476560003,SLITRK1
cg25025181,-0.406147342,SMYD3
cg24604013,0.447486233,SOX1
cg16428251,0.35438071,SOX14
cg08044097,0.436589115,SOX17
cg05520409,0.362690447,SOX8
cg12377139,0.372520419,SPAG6
cg21877464,0.352867899,SPARC
cg12001304,0.376276998,SPHKAP
cg15602548,-0.359504189,SPTBN1
cg00907288,0.364212221,SRGAP3
cg15341350,0.42207469,SRRM4
cg19256314,0.396265453,SSH1
cg02164046,0.395107102,SST
cg23248887,0.456163982,SSTR1
cg07676859,0.409776067,SSTR4
cg00764217,0.424934382,ST7
cg13096208,0.389431604,ST8SIA3
cg04778012,0.365855606,STAG3
cg20388732,0.372580548,STAT5A
cg13782615,0.354001979,STIM1
cg15873301,0.363811526,SYN2
cg17437939,0.439357992,TAC1
cg14284618,0.398148213,TACC1
cg17578639,-0.412789961,TBL1XR1
cg02177231,0.467594995,TBX15
cg06733419,0.360351274,TBX18
cg06304097,0.367661688,TCERG1L
cg07847030,0.36228023,TCF7L1
cg07445246,0.37629447,TCL1A
cg07810039,0.395916122,TGFB2
cg17080882,0.408369975,TGFBR3
cg05306745,0.380270216,TIMP2
cg14861089,0.439337372,TLX1
cg21185289,0.374427551,TLX2
cg26844246,0.371970628,TLX3
cg12122146,0.375009751,TMEM132D
cg06896909,0.353292215,TMEM196
cg18282388,-0.371558062,TMEM45B
cg05905176,0.363579454,TNFAIP8L3
cg24932457,0.446300455,TNR
cg19593767,0.35082479,TOX2
cg11213574,0.371360418,TRABD
cg01009664,0.464877693,TRH
cg12338417,0.382431985,TRIM71
cg25352836,0.350683707,TSSK6
cg05741937,0.401567278,TXNRD1
cg08754088,-0.380036266,UNC5D
cg07783282,0.402763183,USP44
cg09053680,0.37189378,UTF1
cg25762679,0.351934247,VCAM1
cg27083087,0.445017693,VGLL4
cg21959598,-0.409162019,VOPP1
cg21179088,0.380793796,VSTM2A
cg26841013,0.395940407,WNT3A
cg10244666,0.404255433,WT1
cg26860604,0.365960719,WWP2
cg18369516,0.358500722,ZBTB46
cg06274159,0.420303432,ZFP42
cg04738965,0.40868625,ZIC1
cg16768018,0.462099675,ZIC4
cg20985450,0.402938221,ZIC5
cg21183523,0.381336496,ZNF521
cg14231297,0.401590812,ZSCAN18
