Unnamed: 0_tissue_liquid,dbeta_tissue_liquid,gene,Unnamed: 0_liquid_liquid,dbeta_liquid_liquid,dbeta_tissue_normalized_liquid,dbeta_liquid_normalized_liquid,Unnamed: 0_tissue_milk,dbeta_tissue_milk,Unnamed: 0_liquid_milk,dbeta_liquid_milk,dbeta_tissue_normalized_milk,dbeta_liquid_normalized_milk
cg14625175,0.385336926,HOXA10,cg14625175,-0.0279673853300378,0.869465201852764,0.5938017839164176,cg14625175,0.385336926,cg09636715,-0.0449269752948404,0.869465201852764,0.4051365621834376
cg26521404,0.40932047,HOXA9,cg03217995,-0.0555920866241074,0.8943403980825002,0.5164027552887406,cg26521404,0.40932047,cg18447772,-0.0506217370881752,0.8943403980825002,0.3849075682315321
cg07080050,0.385471131,HOXC4,cg26201952,-0.1199719062628607,0.8696043962816612,0.3360230490895545,cg07080050,0.385471131,cg15834355,-0.089664799611321,0.8696043962816612,0.2462183825716553
cg10364040,0.392741738,HOXD10,cg18115040,-0.016098078362168,0.8771453074928772,0.6270572685646465,cg10364040,0.392741738,cg06479254,-0.0288262844159014,0.8771453074928772,0.4623296090976668
cg11546137,0.365390983,HOXD11,cg02527112,-0.0357733561891266,0.8487777152114178,0.5719309750501828,,,,,,
cg09238180,0.397545147,HOXD8,cg15520279,-0.0478104490966964,0.8821272960366338,0.5382053869024837,,,,,,
cg22674699,0.418510842,HOXD9,cg14236662,-0.0584646223800009,0.9038724466789994,0.5083544699937189,cg22674699,0.418510842,cg23068499,-0.0436780274657809,0.9038724466789994,0.4095730880640917
cg23165899,0.401392729,ID4,cg04999479,-0.0208662047199777,0.8861179221617803,0.6136979078772706,,,,,,
cg02745847,0.393102537,IGF2BP1,cg14335894,-0.0181168534066492,0.8775195201582153,0.6214010543744072,,,,,,
cg03635766,0.403412491,IGFBP4,cg18928737,-0.0159591445536602,0.8882127742023029,0.6274465340161559,cg03635766,0.403412491,cg00512374,-0.0334420911055676,0.8882127742023029,0.4459332910431158
cg24680586,0.392761351,INA,cg15475851,-0.0277796468237549,0.8771656496584743,0.5943277906184494,,,,,,
cg10530883,0.371506448,IRX1,cg08746900,-0.0637684578932689,0.855120538937181,0.4934941566691347,cg10530883,0.371506448,cg01294808,-0.0776778221603847,0.855120538937181,0.2887986525033008
cg09743950,0.374809892,ITGAM,cg05625471,-0.0548328966236872,0.858546797280566,0.5185298576943324,cg09743950,0.374809892,cg03783948,-0.1258020242983579,0.858546797280566,0.1178513452553077
cg06482428,0.3674948,KCNIP4,cg07695835,-0.0152699416573524,0.8509597472208013,0.6293775461973828,cg06482428,0.3674948,cg11612852,-0.0561974166267939,0.8509597472208013,0.3651015795426828
cg04849842,0.41752088,KCNK9,cg21415530,-0.0319981279250822,0.9028456802007014,0.5825084288070318,cg04849842,0.41752088,cg05988964,-0.037152188870645,0.9028456802007014,0.4327542419495137
cg09554951,0.35840087,KCNQ1DN,cg05029822,-0.018205653455692,0.841527726112933,0.6211522539452247,cg09554951,0.35840087,cg09998591,-0.0762553572638306,0.841527726112933,0.2938515475730945
cg19053239,0.351838649,KIF5C,cg21742923,-0.0158214806121573,0.834721537041047,0.6278322415478305,cg19053239,0.351838649,cg11564340,-0.0562913134539898,0.834721537041047,0.3647680382255249
cg11934419,0.352808525,LAMA4,cg14289461,-0.015957678542673,0.8357274707687109,0.6274506414931982,cg11934419,0.352808525,cg10910512,-0.0494078032548557,0.8357274707687109,0.3892197170207888
cg00630958,0.353327069,LEPR,cg03514351,-0.0345893020316111,0.8362652930252445,0.5752484640126403,cg00630958,0.353327069,cg21683619,-0.0930053401988349,0.8362652930252445,0.234352078449856
cg14754787,0.457519626,LHX1,cg22660578,-0.034922693782389,0.944331486288967,0.5743143653091647,cg14754787,0.457519626,cg19816883,-0.0357416731893822,0.944331486288967,0.4377646908885244
cg09535960,0.356249552,LOXL2,cg24531955,-0.0329368494484471,0.8392964271271549,0.5798783140670786,cg09535960,0.356249552,cg05365729,-0.0496260293679195,0.8392964271271549,0.3884445318802124
cg27317046,0.430163463,LTBP2,cg06217862,-0.0157450169592781,0.9159582849506804,0.6280464777994798,cg27317046,0.430163463,cg05848660,-0.0553653050597259,0.9159582849506804,0.3680574151804843
cg04946749,0.371292896,MGAT5B,cg23838005,-0.0188343716128701,0.8548990475718826,0.6193907082138101,cg04946749,0.371292896,cg22482853,-0.0556439996832922,0.8548990475718826,0.3670674331480225
cg14416371,0.441452448,MIR129-2,cg16407471,-0.0325468925049764,0.9276669680839802,0.5809708974152189,cg14416371,0.441452448,cg11638181,-0.0361963564098411,0.9276669680839802,0.4361495602736739
cg26132320,0.432132767,MMP9,cg24406668,-0.010933528865589,0.918000803080445,0.6415273296190473,,,,,,
cg09284275,0.353616862,MYH11,cg06467587,-0.0302564495413785,0.8365658598531079,0.5873882721633625,cg09284275,0.353616862,cg06467587,-0.0458595986060111,0.8365658598531079,0.4018236876496583
cg00765705,0.47968575,NCOR2,cg23128949,-0.0389025634886489,0.967321695081824,0.5631635461183935,cg00765705,0.47968575,cg14847626,-0.1406511152651402,0.967321695081824,0.0651042449797696
cg18081258,0.38581892,NDRG2,cg16409562,-0.0446758853985831,0.8699651152655421,0.546987823419096,cg18081258,0.38581892,cg08939481,-0.0654032582595251,0.8699651152655421,0.3324004901084103
cg23290344,0.428850077,NEFM,cg07552803,-0.0383504749769807,0.914596070322376,0.5647103905191614,cg23290344,0.428850077,cg24705551,-0.0382808412588429,0.914596070322376,0.4287450308247602
cg06355129,0.375533574,NES,cg20285128,-0.0164750637813417,0.8592973840895017,0.6260010288992748,,,,,,
cg06714480,0.388618708,NEUROD1,cg01789478,-0.0192147871010176,0.8728689928535107,0.6183248581637371,cg06714480,0.388618708,cg11528849,-0.0233186599650399,0.8728689928535107,0.4818938517734962
cg07084627,0.381904802,NFIL3,cg14290576,-0.0362629968467972,0.8659054794870957,0.5705590973644517,,,,,,
cg22881914,0.446659199,NID2,cg22881914,-0.0252251408325674,0.9330672939425928,0.6014850185007266,cg22881914,0.446659199,cg22881914,-0.0611959135667769,0.9330672939425928,0.3473458650743657
cg23906738,0.442994941,NKX2-1,cg04347874,-0.0368404413026244,0.9292668073762046,0.5689412105503395,cg23906738,0.442994941,cg05946827,-0.0237164272624563,0.9292668073762046,0.4804808985112334
cg22474464,0.353306383,NKX2-2,cg15404858,-0.0124096290002586,0.8362438379680099,0.637391584752002,,,,,,
cg18396984,0.384061202,NKX2-8,cg03036373,-0.0257619789155956,0.8681420494097811,0.5999809028285095,,,,,,
cg11174855,0.39038493,NKX6-2,cg11068946,-0.0638877598824729,0.8747008788681581,0.4931598957488285,,,,,,
cg14002960,0.391215361,NOL4,cg06722216,-0.01945464814519,0.8755621833559458,0.6176528142698706,cg14002960,0.391215361,cg14401309,-0.0396454677761356,0.8755621833559458,0.4238975898664338
cg24909660,0.353340125,NR1H3,cg24909660,-0.0336345542549575,0.8362788344168743,0.5779234811905921,cg24909660,0.353340125,cg15223579,-0.0624402238064452,0.8362788344168743,0.3429258128885123
cg12702981,0.398561601,NR1I2,cg02241759,-0.0488717680859997,0.8831815394257051,0.5352317779587439,cg12702981,0.398561601,cg02863947,-0.0350184115340955,0.8831815394257051,0.4403338687016445
cg25547580,0.478756942,ONECUT2,cg02250594,-0.0191849971920884,0.966358356166618,0.6184083236821324,,,,,,
cg18710784,0.413429345,OPCML,cg08327706,-0.0652000553355272,0.89860203147198,0.4894830996720968,cg18710784,0.413429345,cg24287362,-0.1239363730802407,0.89860203147198,0.1244785315323227
cg07974511,0.434403748,OTX1,cg01940425,-0.0247593879698696,0.920356213857476,0.6027899672409727,,,,,,
cg13023623,0.405482471,OTX2,cg20575761,-0.0152560343271417,0.8903597112309436,0.6294165118259214,cg13023623,0.405482471,cg10835712,-0.0462645166234484,0.8903597112309436,0.400385333523004
cg04436818,0.382877971,PAX2,cg04235519,-0.0149186194483185,0.8669148286408195,0.6303618825500221,cg04436818,0.382877971,cg20462500,-0.0480336354299653,0.8669148286408195,0.3941010507143502
cg15133719,0.374252858,PAX3,cg13496838,-0.0474880798274976,0.8579690540556018,0.5391086027609935,cg15133719,0.374252858,cg19987665,-0.0760026317557269,0.8579690540556018,0.2947492818349394
cg18372607,0.403639759,PAX6,cg18400845,-0.0278476373004095,0.8884484914964919,0.5941372945550538,,,,,,
cg04415798,0.35875992,PAX9,cg26620157,-0.0437687496331057,0.8419001247545301,0.549529441021906,cg04415798,0.35875992,cg18565268,-0.0965307970616464,0.8419001247545301,0.2218289127506363
cg27360326,0.38968852,PCDH8,cg14171414,-0.0431369418880071,0.8739785779685767,0.5512996431764746,,,,,,
cg16294013,0.378901949,PDE4B,cg23045908,-0.0514956816627153,0.8627909874160301,0.5278800835502198,cg16294013,0.378901949,cg17892601,-0.0563841429614769,0.8627909874160301,0.36443828825289
cg00920139,0.359921839,PDLIM2,cg00920139,-0.0150586720757392,0.8431052411930373,0.6299694823859906,cg00920139,0.359921839,cg09424554,-0.0246659881174779,0.8431052411930373,0.4771078582524328
cg18877506,0.390784784,PDPN,cg18877506,-0.0229647883502497,0.8751155985073091,0.6078180855853328,cg18877506,0.390784784,cg21158795,-0.0863556612377996,0.8751155985073091,0.257973139411938
cg26299169,0.37949027,PDX1,cg17740399,-0.0220690161882193,0.8634011808186847,0.610327864586192,cg26299169,0.37949027,cg24983523,-0.034248584094029,0.8634011808186847,0.4430684579951498
cg04142864,0.386685485,PHLDB1,cg08473858,-0.0130231249203954,0.8708638971311755,0.6356726887617736,,,,,,
cg18722841,0.368325294,PHOX2A,cg11334771,-0.0175857217294965,0.8518211170507821,0.6228891818096107,cg18722841,0.368325294,cg13791841,-0.0580848082253899,0.8518211170507821,0.3583971668528383
cg00396667,0.358034389,PITX1,cg12129103,-0.0290792750448463,0.8411476202040868,0.5906864856566765,cg00396667,0.358034389,cg02213684,-0.0561305924673413,0.8411476202040868,0.3653389530389702
cg05835105,0.416482823,PITX2,cg06842954,-0.0312124387841826,0.9017690306624744,0.5847097766392343,cg05835105,0.416482823,cg01371072,-0.0490284995299859,0.9017690306624744,0.3905670837825218
cg08097882,0.375598434,POU4F1,cg04404489,-0.0225980683140288,0.8593646554330305,0.6088455636485217,,,,,,
cg06083330,0.412189649,POU4F2,cg06083330,-0.0257586038727188,0.8973162464660103,0.5999903590408124,,,,,,
cg07517893,0.390034535,PPP1R13L,cg00445518,-0.0386436803830767,0.874337456999275,0.5638888861206655,cg07517893,0.390034535,cg07857278,-0.0256792312422115,0.874337456999275,0.4735086051517964
cg02571816,0.355784113,PPP1R14A,cg09515953,-0.032352338950187,0.8388136841906659,0.581515998554828,,,,,,
cg16751493,0.392865398,PPP1R7,cg05228485,-0.0129561327983796,0.8772735648832684,0.635860387630063,cg16751493,0.392865398,cg23347597,-0.0636272053014102,0.8772735648832684,0.3387094044847799
cg17302155,0.428515352,PRDM13,cg25273233,-0.0390382448397053,0.914248901027546,0.5627833934187185,,,,,,
cg13267264,0.392551288,PRDM14,cg27029821,-0.0258471259824648,0.8769477770060587,0.5997423373433657,cg13267264,0.392551288,cg14774755,-0.0389022080677676,0.8769477770060587,0.4265378049783053
cg26995244,0.364611586,PRR5,cg12716832,-0.025902208762457,0.8479693420487248,0.5995880061301473,cg26995244,0.364611586,cg19033444,-0.090260992207973,0.8479693420487248,0.2441005808321761
cg14419740,0.396591384,PTPRN2,cg16561057,-0.0463226146256323,0.88113807435273,0.5423740090929381,cg14419740,0.396591384,cg25805226,-0.1151754016391732,0.88113807435273,0.1555993482979331
cg04842146,0.375772852,RALYL,cg22403811,-0.0268228725248465,0.85954555788748,0.5970084857167647,cg04842146,0.375772852,cg11646018,-0.0913202348491322,0.85954555788748,0.2403379277556789
cg19974227,0.380797316,RGS12,cg17491449,-0.0279943403334254,0.8647568197405759,0.5937262612507914,cg19974227,0.380797316,cg13572260,-0.0975260321687954,0.8647568197405759,0.2182936279233052
cg17264670,0.421596731,RGS17,cg16924337,-0.0239357121898413,0.9070730618348825,0.6050977462319448,,,,,,
cg05374271,0.422406369,RGS2,cg20094435,-0.0112541779848716,0.907912800287425,0.6406289332853241,cg05374271,0.422406369,cg10965404,-0.0052486338781816,0.907912800287425,0.5460823923459325
cg03348397,0.407497963,RGS20,cg01450642,-0.0211307816162267,0.8924501345228251,0.612956614983313,cg03348397,0.407497963,cg18428201,-0.0716796270868818,0.8924501345228251,0.3101055054091157
cg24848035,0.435927813,RGS22,cg24848035,-0.0150874333013876,0.9219369400396398,0.6298888990376448,cg24848035,0.435927813,cg18061197,-0.0491162985098522,0.9219369400396398,0.3902552033040833
cg14156405,0.362942022,RGS7,cg13849378,-0.0575056647304317,0.8462377075530846,0.5110412824150236,cg14156405,0.362942022,cg02395863,-0.0651487479466091,0.8462377075530846,0.333304564373062
