ID,gene,dbeta,feature,methylation_level
cg03848831,CD81,0.0292485313045965,TSS1500,Hypo
cg24860534,CDC42BPA,0.0208437549409106,TSS1500,Hyper
cg19561503,CDC42BPB,0.0415349855717229,Body,Hypo
cg03443676,CDCA8,0.0483981298557935,3'UTR,Hypo
cg08449049,CDH15,-0.0235246873542931,Body,Hypo
cg12589798,CDH22,0.0236381236036868,Body,Hyper
cg13227473,CDK1,-0.0222770013927449,TSS200,Hypo
cg26400546,CDK18,0.0385560054873506,Body,Hyper
cg00635560,CDK2,0.0251971327666355,TSS1500,Hypo
cg16527334,CDK6,-0.0402886404767328,5'UTR,Hypo
cg08276984,CDKN2AIP,-0.0419910801723156,Body,Hypo
cg01437571,CEBPA,-0.0474195172890396,3'UTR,Hypo
cg14538868,CEBPZ,-0.0205410747172737,TSS200,Hypo
cg17335741,CFB,0.0205117024405926,Body,Hypo
cg12815271,CFL1,-0.0211884409511653,Body,Hypo
cg16377939,CHD9,-0.0228865898707342,TSS200,Hypo
cg05508793,CHFR,0.0387122923116532,Body,Hypo
cg18397726,CHGA,0.028517131450817,Body,Hyper
cg16416584,CHSY1,-0.0780810985407273,Body,Hyper
cg06323912,CIAPIN1,-0.023708537871626,TSS1500,Hypo
cg05607246,CITED2,-0.0234225882282527,1stExon,Hypo
cg22392276,CKB,-0.0215393608661573,Body,Hypo
cg04130408,CLIP2,0.020595198568487,TSS1500,Hypo
cg06550200,CLPTM1L,0.0445575154955257,Body,Hyper
cg13630493,CLTA,-0.0289542412079846,TSS1500,Hypo
cg26668036,CMAS,-0.0235640504720872,1stExon,Hypo
cg22532312,CMPK1,-0.0518848983216888,Body,Hypo
cg19726630,CMTM8,-0.0569811798380105,Body,Hyper
cg15975960,CNN2,0.0374974389303282,Body,Hypo
ch.1.2348804F,CNN3,-0.0253374311764659,3'UTR,Hypo
cg19822214,CNOT3,-0.0254005321784205,TSS1500,Hypo
cg20776454,CNOT8,-0.0252125976989433,TSS1500,Hypo
cg01803886,CNTN4,0.0200951201868204,Body,Hyper
cg17820060,COL11A1,0.0297543478117113,3'UTR,Hyper
cg16507569,COL11A2,0.0638977691719048,Body,Hyper
cg16299891,COL18A1,0.0267319755191093,Body,Hypo
cg15435765,COL1A1,0.0347589924658938,Body,Hyper
cg23348014,COL1A2,-0.0335583263823913,TSS1500,Hypo
cg11438287,COL4A2,-0.0514604045303694,Body,Hyper
cg13492737,COL5A1,0.0411768253556794,Body,Hyper
cg10875794,COMMD10,0.0350288529083767,Body,Hypo
cg22316634,COMP,0.0221678019054147,Body,Hyper
cg16995742,COPS8,0.054482146397306,TSS1500,Hypo
cg19360675,COX11,-0.0261379528313519,TSS200,Hypo
cg27557946,COX7A2,0.027984304167948,Body,Hypo
cg07233933,CPEB4,0.0204628142490132,Body,Hyper
cg10098373,CPT1A,0.0259980525397842,Body,Hypo
cg01512466,CPXM2,0.0585052557229344,Body,Hyper
cg03226887,CREB5,0.0205933822757426,Body,Hyper
cg05884167,CRHBP,0.0241718874339824,Body,Hyper
cg01468907,CRISPLD2,0.0233364913653477,TSS1500,Hypo
cg11280964,CRK,-0.0783608094754664,TSS1500,Hypo
ch.22.137888R,CRKL,-0.0261473864879611,Body,Hypo
cg00597445,CRMP1,0.0247596519569712,Body,Hypo
cg19919062,CRTAP,0.0435353558238978,TSS1500,Hypo
cg03244494,CRYL1,0.0211502874616531,Body,Hypo
cg21535942,CRYZ,-0.0221116583985462,TSS200,Hypo
cg12974258,CSF1R,0.021755245132619,TSS200,Hyper
cg09631495,CSMD1,0.0228644744346704,Body,Hyper
cg21917532,CSMD3,-0.0210064666765704,Body,Hypo
cg05607472,CSNK1A1,-0.0307350213078327,Body,Hypo
cg13110239,CSNK1E,-0.0244592004040182,5'UTR,Hypo
cg10898923,CSNK1G2,-0.0214751685442105,TSS1500,Hypo
cg07825433,CTBP1,0.0229118417332048,Body,Hypo
cg14375985,CTBP2,0.037306371569939,Body,Hypo
cg01935060,CTBS,-0.0202861759854571,TSS200,Hyper
cg16288572,CTDP1,0.0648589919574301,Body,Hyper
cg24193314,CTDSP1,-0.0296039990457466,TSS1500,Hypo
cg23392381,CTNNA2,-0.0740076164490209,Body,Hyper
cg09686298,CTRB1,0.0330798943636194,Body,Hypo
cg17270013,CTSH,0.0230155314279459,Body,Hypo
cg11229715,CUL3,0.0280440186430668,Body,Hypo
cg18088486,CUX1,-0.0482772690395014,Body,Hyper
cg20025658,CXCR1,-0.0209888365380133,1stExon,Hypo
cg03384938,CXXC4,-0.0209148340850633,TSS1500,Hypo
cg02516155,CYB5D2,-0.0207587506011161,TSS1500,Hypo
cg18275051,CYB5R1,-0.0247750229224644,TSS1500,Hypo
cg20727362,CYB5R3,0.0212764202711098,TSS1500,Hypo
cg02557934,CYFIP1,-0.023498603135415,5'UTR,Hypo
cg24844518,CYFIP2,-0.0313907769249266,Body,Hyper
cg18723873,CYP1A1,-0.0209465961648731,TSS1500,Hypo
cg02162897,CYP1B1,0.0246361082138718,Body,Hypo
cg23400446,CYP2E1,-0.02615014429524,Body,Hyper
cg01454153,CYP2F1,0.0272382390009056,TSS200,Hypo
cg04358264,CYP3A4,0.0240720914789563,3'UTR,Hyper
cg03066009,CYP7B1,0.0522835793608937,Body,Hypo
cg13337615,CYTH3,0.032529724149363,Body,Hypo
cg01114088,CYTL1,-0.0206956295859403,1stExon,Hyper
cg22022927,DAB1,0.040320300772971,5'UTR,Hyper
cg14021373,DAB2IP,0.0244792756997651,TSS1500,Hypo
cg21180703,DAPK1,0.021323224038129,Body,Hypo
cg26995690,DCLK1,0.0251961851297636,3'UTR,Hyper
cg19178509,DDR1,-0.0243405928452928,TSS1500,Hyper
cg00218628,DDX11,0.0270011662356463,Body,Hyper
cg03669949,DDX43,0.0279632402754335,1stExon,Hypo
cg19252175,DDX60,-0.0330060058850262,TSS200,Hypo
cg12251126,DEFA3,0.0350822023323757,TSS1500,Hyper
cg10117077,DENND2D,-0.0235708886985949,Body,Hypo
cg16621987,DGCR2,-0.0615173154988421,TSS1500,Hypo
cg15463989,DGKI,0.0295859143681328,Body,Hyper
cg09795195,DHX40,0.0241248882003203,TSS1500,Hyper
cg24341177,DIABLO,-0.0298538773339693,Body,Hypo
cg02133557,DIDO1,-0.0228065889984906,5'UTR,Hypo
cg06051619,DIP2C,0.0428314768387596,Body,Hyper
cg06191076,DIRAS3,0.0228754730535597,TSS200,Hypo
cg17162911,DLC1,0.0286102639408921,Body,Hypo
cg03807316,DLL3,0.0247514939832052,Body,Hyper
cg03327352,DMBX1,0.0352306756767791,3'UTR,Hypo
cg05757385,DMTF1,-0.0350159460126905,5'UTR,Hyper
cg04451703,DNA2,-0.0223614791006425,Body,Hypo
cg08002427,DNAH9,0.0412624019887057,Body,Hypo
cg10665071,DNAJB6,0.0256735901055919,Body,Hypo
cg26615127,DNAJC6,-0.0217691783461545,Body,Hypo
cg27369452,DNMT3A,-0.0200988758179993,Body,Hypo
cg06334689,DOC2A,-0.0210387548427829,Body,Hypo
cg23101028,DOC2B,-0.0209873060466786,Body,Hypo
cg13655986,DOCK1,0.04586941687833,Body,Hyper
cg02262162,DOCK3,0.0419007690551805,Body,Hypo
cg10311173,DPEP1,0.0219930117102796,5'UTR,Hypo
cg20777128,DPH1,-0.0599098909700756,Body,Hyper
cg18567954,DTX1,0.0200952169935784,1stExon,Hypo
cg25113610,DUSP11,-0.0294657474675487,TSS200,Hypo
cg11235426,DUSP22,0.0332011035447629,1stExon,Hyper
cg06419270,E2F2,-0.021510980416768,TSS200,Hypo
cg05002732,E2F8,-0.0265098225351962,1stExon,Hypo
cg07506153,EBF3,-0.0731785885428699,Body,Hypo
cg00410872,EEF1A2,-0.0284106392275268,Body,Hypo
cg03978067,EEF1D,0.0645288169518329,Body,Hyper
cg23658462,EFNA2,0.0245974169111928,Body,Hypo
cg22098780,EFNB3,0.0238532305241613,3'UTR,Hypo
cg21653913,EGLN2,-0.0204428183233502,Body,Hyper
cg20349687,EIF2AK3,-0.0340249383456877,TSS200,Hypo
cg20255370,EIF2AK4,0.0258589511525942,Body,Hypo
cg27310449,EIF2B4,-0.0364984376334103,Body,Hypo
cg15354705,EIF2B5,-0.0262900549472022,1stExon,Hypo
cg08603678,EIF3E,0.0360827471580414,Body,Hyper
cg26260789,EIF3F,-0.044829115924337,TSS1500,Hypo
cg17165766,EIF3H,-0.0366321385100856,1stExon,Hypo
cg16784092,EIF4B,-0.0234069754871469,Body,Hypo
cg12230010,EIF4EBP2,-0.0776469343653426,TSS200,Hypo
cg11802299,ELAC2,0.0410424156333435,TSS1500,Hyper
cg08296288,ELAVL3,0.0217718581563356,3'UTR,Hyper
cg01380346,ELL,0.0333389431041046,Body,Hyper
cg10179238,ELL2,-0.0289787274426568,Body,Hypo
cg15768613,ELMO1,-0.0471577379476763,5'UTR,Hyper
cg10613426,ELSPBP1,0.0453305523756639,3'UTR,Hyper
cg03673687,EML1,-0.0213303904725143,1stExon,Hypo
cg03586839,ENSA,-0.0204590651302984,Body,Hypo
cg06730848,ENTPD3,0.0445966829475295,Body,Hyper
cg06813297,EP400,0.0227831289401922,Body,Hypo
cg14306058,EPB41L4B,0.0246505776890337,Body,Hypo
cg26811927,EPHA8,0.0294401767028894,Body,Hypo
cg05966078,EPHB3,0.0428841575661833,Body,Hyper
cg00077566,EPM2A,0.0212895045443275,Body,Hypo
cg00986825,EPN3,0.0261845794405293,Body,Hypo
cg07550819,ERC1,0.037690710355699,Body,Hyper
cg12798853,ERCC6,0.0232563437520894,Body,Hypo
cg06496041,ERG,0.0231372549314009,Body,Hypo
cg01150297,ERLIN2,-0.0347610913913436,5'UTR,Hypo
cg10651300,ESPL1,-0.0307309981983969,TSS1500,Hypo
cg00944421,ESRP2,0.0278161748597823,Body,Hypo
cg14117565,ETFB,0.0436199030862207,Body,Hypo
cg25578781,ETS1,-0.0212300319601109,5'UTR,Hyper
cg23169584,EXOC4,0.0426439703032781,Body,Hypo
cg14485744,EXT1,0.0204975747333468,Body,Hypo
cg00507855,EYA2,0.021823649482883,5'UTR,Hypo
cg08452964,EYA3,-0.0291214443898469,Body,Hypo
cg00156497,EYA4,-0.0455502244201693,Body,Hypo
cg20291674,EZR,-0.0338851802381594,5'UTR,Hypo
cg19086603,F7,0.0333638743155154,Body,Hyper
cg07110043,FABP3,-0.0368738736323446,TSS1500,Hypo
cg27048446,FAM135B,0.0267567195575893,Body,Hypo
cg00905156,FAM13A,-0.0295855236369557,1stExon,Hypo
cg13160627,FAM20C,-0.043897044880061,Body,Hyper
cg16698828,FAM83A,0.0203815312096756,Body,Hyper
cg09438069,FAT1,-0.0233350960518021,Body,Hyper
cg24298860,FAT3,0.0265057055509052,Body,Hyper
cg12975862,FBN1,-0.0205401829769054,5'UTR,Hypo
cg00456685,FBXL2,0.0487172159195141,Body,Hypo
cg26043391,FBXO28,-0.0273066145804653,Body,Hypo
cg25325723,FERMT1,0.0236328089509869,TSS1500,Hyper
ch.10.2610459F,FGFR2,-0.0282107258756326,Body,Hypo
cg17573813,FHIT,-0.037673996944869,TSS200,Hypo
cg22236418,FHL5,0.0219772110837143,Body,Hyper
cg04044983,FHOD1,-0.0424434249304839,Body,Hypo
cg16987556,FIP1L1,0.0218851833228347,Body,Hypo
cg07516946,FKBP1A,-0.0263833600329758,Body,Hypo
cg24677501,FKBP2,-0.0219754093570019,TSS200,Hypo
cg04611395,FKBP4,-0.0214987263611594,TSS1500,Hypo
cg14751180,FKBPL,-0.0255139280011692,5'UTR,Hypo
cg27390009,FLII,0.0210826211758696,Body,Hypo
cg26179400,FMNL2,0.054685070850088,Body,Hyper
cg22705746,FMOD,-0.0249277444931668,TSS1500,Hypo
cg15954263,FNDC3B,0.0500459299135478,Body,Hypo
cg27281836,FOLH1,-0.0325402970875136,Body,Hyper
cg12542255,FOSB,0.0211472409761822,Body,Hypo
cg02013274,FOSL2,0.0208164922321469,TSS1500,Hypo
cg07940072,FOXA1,-0.0253710728965657,Body,Hypo
cg19118212,FOXD1,-0.0745861912795895,1stExon,Hypo
cg10172301,FOXD2,-0.0348534381664487,1stExon,Hypo
cg22753962,FOXK1,0.0279383063950732,Body,Hyper
cg25952423,FOXN2,-0.0231115162796595,5'UTR,Hypo
cg07525313,FRK,-0.0319308594949085,3'UTR,Hyper
cg07589531,FRMD4A,0.0470384357712079,Body,Hypo
cg02449670,FRMD5,0.0248847956952489,Body,Hyper
cg01480180,FZD1,0.0533862932574937,1stExon,Hyper
cg02697649,FZD7,0.0242577407787319,1stExon,Hypo
cg24769381,GAB2,0.045484759674362,Body,Hyper
cg06915165,GABARAPL1,-0.0212363739019925,TSS1500,Hypo
cg26303777,GALNT2,0.0631301028232236,Body,Hyper
cg05948955,GALNT9,0.0360098329175093,Body,Hyper
cg12522833,GALR1,0.0377273523342823,3'UTR,Hypo
cg20914508,GAP43,-0.0280013509346889,1stExon,Hypo
cg20525917,GATA5,-0.0213299728089798,TSS1500,Hyper
cg15424989,GATA6,0.0267799131914164,Body,Hyper
cg08973102,GCA,-0.0288579156348468,TSS200,Hypo
cg01899130,GCH1,-0.0211083816498456,Body,Hypo
cg16476432,GCK,0.0221795485646399,TSS1500,Hyper
cg24504423,GCLM,-0.0274585897234754,Body,Hypo
cg18187244,GCM2,0.0259025502522357,Body,Hyper
cg18146737,GFI1,0.0297001654653951,Body,Hyper
cg15153131,GHRHR,0.0226761577887765,TSS1500,Hypo
cg11812218,GHSR,-0.0224305362229533,TSS1500,Hyper
cg27567580,GIPC2,-0.0387991678111605,3'UTR,Hyper
cg22120948,GIT1,-0.0293366914701199,Body,Hypo
cg15344726,GJA3,0.0243590529244543,Body,Hypo
cg01385862,GJB4,0.0203995658392311,Body,Hyper
cg24340807,GLI1,-0.0222023078826223,TSS200,Hypo
cg26075039,GLI2,0.030526751456894,Body,Hyper
cg06905679,GLIS1,0.0242905795893786,Body,Hypo
cg23086892,GLO1,-0.0216175963650855,1stExon,Hypo
cg08104845,GLUL,0.0201017842763095,Body,Hyper
cg12303981,GMDS,0.0284416118856484,Body,Hyper
cg03063057,GNA11,0.0482773728116136,Body,Hypo
cg24648384,GNA12,0.0282188469359412,Body,Hypo
cg24401199,GNA15,-0.0295911675528256,Body,Hyper
cg06508783,GNAI2,-0.0276414773466096,Body,Hypo
cg16623098,GNAO1,0.0303775662044757,Body,Hypo
cg03606258,GNAS,0.0268686797787269,TSS1500,Hypo
cg18854735,GNB1,-0.0656430690397707,TSS1500,Hypo
cg22377237,GNB2,0.0252540208275319,1stExon,Hypo
cg06135765,GOLGA4,0.0227697926339631,TSS1500,Hypo
cg02590856,GOPC,-0.0255936531977948,1stExon,Hypo
cg18900838,GOSR1,-0.0246141417188306,TSS200,Hypo
cg25710008,GP6,0.0343088150757824,Body,Hyper
cg04646842,GPC6,0.0323741987631288,Body,Hypo
cg01006048,GPR158,0.032444026179088,Body,Hyper
cg09626634,GPR183,0.0216428159461965,TSS1500,Hyper
cg09648243,GPR39,0.0213347005935377,Body,Hyper
cg24021649,GPR4,-0.0351038509674357,5'UTR,Hypo
cg18784586,GPRC5A,-0.0311401123280022,1stExon,Hypo
cg23543785,GPRC5D,0.0230167358307568,TSS1500,Hyper
cg15640870,GPT,0.0247472404822463,Body,Hypo
cg22971550,GREB1,0.0747520203260939,Body,Hypo
cg09729274,GRHL2,0.0216433249853855,Body,Hyper
cg06880615,GRIN2A,0.0226798456397288,Body,Hypo
cg04016326,GRIN2B,0.0229867165959857,1stExon,Hypo
cg18001722,GRK5,0.0480887149163435,Body,Hyper
cg01962826,GRM4,0.037379843124866,1stExon,Hypo
cg21192313,GSN,-0.0711007628518009,5'UTR,Hypo
cg09805403,GSPT1,0.0204810362378806,TSS1500,Hyper
cg01018063,GSTZ1,-0.0355838263374066,Body,Hypo
cg16990009,GTF2H4,0.0410038785204106,Body,Hyper
cg22138327,GTF3A,-0.0207880288062907,Body,Hyper
cg18362496,H19,0.0209468144953758,TSS1500,Hyper
cg23914842,H6PD,0.0254220844051089,3'UTR,Hyper
cg07677296,HAGH,-0.0234889250009771,5'UTR,Hypo
cg15131156,HAS1,0.0272658603243579,TSS1500,Hyper
cg02562299,HAS3,0.0233886415538855,Body,Hypo
ch.2.3495108F,HAT1,-0.0244871023134291,Body,Hypo
cg09796376,HCK,-0.0228096462747767,Body,Hyper
cg02696685,HCN2,0.0271330028442329,Body,Hypo
cg20894727,HDAC11,-0.0241186759929138,TSS1500,Hypo
cg02425558,HDAC2,0.0231184561807523,Body,Hypo
cg19367293,HDAC4,0.0438919409833644,Body,Hyper
cg06961289,HDGF,0.0415517800068386,TSS200,Hypo
cg05310613,HECA,-0.0521082551302968,Body,Hypo
cg03652343,HERC4,-0.031145067885824,TSS200,Hypo
cg17460737,HES1,-0.0276526633066829,TSS1500,Hypo
cg02483661,HES5,-0.0230514742341904,3'UTR,Hypo
