ID,gene,dbeta,feature,cluster
cg15209808,HORMAD2,0.340512,TSS200,3
cg14625175,HOXA10,0.303513,TSS200,1
cg03744763,HOXA5,0.345505,TSS1500,1
cg05471296,HOXA7,0.382629,TSS200,1
cg22777724,HOXB2,0.410837,TSS200,1
cg10364040,HOXD10,0.489329,TSS1500,1
cg01405040,HOXD12,0.466748,TSS1500,1
cg24704177,HOXD3,0.363437,TSS1500,1
cg12215739,HOXD4,0.411766,TSS1500,1
cg09238180,HOXD8,0.431142,TSS1500,1
cg16929739,HRH1,-0.402712,TSS200,2
cg00983904,IFFO1,0.400209,TSS200,3
cg10416668,IL21R,-0.317938,TSS1500,2
cg21342392,IMMP2L,-0.410556,TSS1500,3
cg05129325,KCNK2,0.404434,TSS1500,2
cg11950860,KPRP,-0.303237,TSS1500,3
cg17565113,KRT5,-0.307327,TSS1500,3
cg02764897,KRTAP13-1,-0.309251,TSS200,3
cg25388528,KRTAP20-1,-0.325581,TSS1500,3
cg05246522,KSR1,-0.349324,TSS200,3
cg23413307,LCE1F,-0.290306,TSS1500,3
cg00840332,LEP,0.334141,TSS200,3
cg24755177,LILRA4,-0.299953,TSS1500,2
cg07836815,LIMD2,0.356788,TSS1500,3
cg21032583,LMLN,-0.294494,TSS1500,3
cg23971170,LMX1A,0.398316,TSS1500,1
cg09539739,LONP2,-0.348378,TSS1500,3
cg19717640,LRIT2,-0.302667,TSS1500,3
cg04954680,LRRC3B,0.294369,TSS1500,3
cg04604142,LUC7L3,-0.390806,TSS1500,3
cg24536349,LY6K,-0.37329,TSS200,3
cg01158680,MAGI2,0.348029,TSS1500,3
cg02749784,MAL2,-0.355433,TSS1500,3
cg12894524,MAP1LC3B2,-0.292714,TSS200,3
cg16150752,MARCH11,0.397691,TSS200,3
cg13531667,MCC,-0.339116,TSS1500,2
cg18856581,MDGA2,0.303497,TSS1500,2
cg13702629,MEGF11,0.304009,TSS1500,3
cg03985727,MEOX2,0.383201,TSS1500,1
cg20380768,MEST,-0.318997,TSS1500,3
cg15649236,MIR10A,0.323529,TSS200,3
cg19519747,MIR10B,0.355299,TSS1500,3
cg25562958,MIR1197,-0.345824,TSS1500,3
cg07792478,MIR124-2,0.449014,TSS1500,3
cg24150623,MIR125B1,0.317091,TSS1500,3
cg14416371,MIR129-2,0.340691,TSS200,3
cg26238975,MIR134,-0.337559,TSS1500,3
cg01452847,MIR196A1,0.448673,TSS1500,3
cg10662314,MIR196A2,0.310266,TSS1500,3
cg25644556,MIR196B,0.290387,TSS1500,3
cg04276626,MIR21,-0.409995,TSS200,3
cg06961429,MIR329-2,-0.311114,TSS200,3
cg18588811,MIR377,-0.296024,TSS1500,3
cg03019112,MIR487A,-0.329343,TSS1500,3
cg20323571,MIR488,-0.291519,TSS1500,3
cg02577745,MIR493,-0.295401,TSS1500,3
cg27074221,MIR495,-0.316314,TSS200,3
cg11069071,MIR496,-0.309355,TSS1500,3
cg17670263,MIR520C,-0.338777,TSS1500,3
cg14119827,MIR526A1,-0.29228,TSS1500,3
cg05865548,MIR543,-0.29505,TSS200,3
cg19757573,MIR654,-0.349539,TSS1500,3
cg06807993,MIR657,-0.41842,TSS1500,3
cg01022345,MIR770,-0.304173,TSS1500,3
cg03290602,MIR889,-0.301291,TSS200,3
cg24554839,MIR921,-0.34354,TSS1500,3
cg07964848,MKX,0.405584,TSS1500,1
cg25119415,MNDA,-0.326821,TSS1500,3
cg01518398,MOBKL1B,-0.292513,TSS1500,3
cg03129645,MOXD2,-0.308133,TSS1500,3
cg16659728,MRGPRD,-0.303568,TSS200,2
cg05595134,MRPL15,-0.297681,TSS1500,3
cg03377767,MSGN1,-0.296318,TSS1500,1
cg15092343,MSX1,0.437689,TSS1500,1
cg23400451,MYH4,-0.294646,TSS1500,3
cg21367256,MYT1,-0.350705,TSS200,1
cg25691553,NDUFAF3,-0.299729,TSS200,3
cg23290344,NEFM,0.444381,TSS1500,3
cg24863335,NETO1,0.353095,TSS1500,3
cg22881914,NID2,0.462725,TSS1500,3
cg00939432,NIPSNAP1,-0.335592,TSS1500,2
cg18736063,NKX2-4,0.357665,TSS1500,3
cg03694713,NKX2-6,0.38428,TSS1500,1
cg26205771,NPBWR1,0.361902,TSS1500,2
cg09640621,NPS,-0.307879,TSS1500,3
cg08315202,NPTX2,0.340073,TSS1500,3
cg26593946,NR2F2,-0.302458,TSS200,1
cg16372520,NRXN3,-0.30515,TSS1500,3
cg12646227,NSUN4,-0.34279,TSS1500,3
cg25626375,OC90,-0.349617,TSS1500,3
cg03292284,OPN3,-0.294645,TSS1500,2
cg22370006,OPRM1,0.302189,TSS200,2
cg26110281,OR10G4,-0.351059,TSS1500,2
cg15700197,OR10J1,-0.325985,TSS1500,2
cg26043322,OR10J5,-0.298919,TSS1500,2
cg08260406,OR2L13,0.291142,TSS200,2
cg00715811,OR2W5,-0.305029,TSS1500,2
cg02735829,OR2Y1,-0.290183,TSS1500,2
cg12463722,OR4D1,-0.290637,TSS200,2
cg20181079,OR4D11,-0.327165,TSS1500,2
cg14269191,OR51B2,-0.304998,TSS1500,2
cg24803687,OR51I1,-0.32457,TSS200,2
cg10919344,OR5A1,-0.333883,TSS200,2
cg02245566,OR6K2,-0.318918,TSS200,2
cg08918576,OR6K3,-0.300055,TSS1500,2
cg03168749,OR8B12,-0.301734,TSS200,2
cg11195360,OR8B8,-0.31227,TSS1500,2
cg07336617,OTP,0.340579,TSS1500,1
cg17128799,PANK4,-0.293567,TSS1500,3
cg05616355,PANX3,-0.30525,TSS1500,2
cg07747336,PATE2,-0.294788,TSS1500,3
cg18077971,PAX3,0.443348,TSS1500,1
cg08886154,PAX4,-0.318748,TSS1500,1
cg22732749,PCDHB15,0.29054,TSS1500,3
cg13655303,PCK1,-0.298685,TSS1500,3
cg22488256,PDE4B,0.29469,TSS200,3
cg14444710,PDPK1,-0.298182,TSS1500,3
cg24377694,PDYN,-0.379707,TSS1500,3
cg01380361,PFKFB2,-0.311367,TSS1500,3
cg06847624,PFN3,0.323355,TSS200,3
cg25631489,PHC3,-0.321306,TSS1500,3
cg19991916,PIGB,-0.38753,TSS1500,3
cg24313303,PIGV,0.308153,TSS1500,3
cg04765848,PODN,0.332619,TSS1500,3
cg10243004,POLR2D,-0.317365,TSS1500,3
cg19513834,POU3F3,0.295745,TSS1500,1
cg03120185,PRDM13,0.379104,TSS1500,3
cg20624923,PRLHR,0.360652,TSS1500,2
cg06550984,PTF1A,0.293889,TSS1500,1
cg04842146,RALYL,0.346205,TSS200,3
cg19628333,RBMS2,0.311054,TSS1500,3
cg00090261,RGS22,0.402655,TSS1500,3
cg06466839,RICS,-0.315485,TSS200,3
cg14562054,RIN1,-0.307514,TSS1500,3
cg11236311,RINT1,-0.291123,TSS1500,3
cg25060890,RPS6KC1,-0.291994,TSS1500,3
cg15014975,RUNX3,0.391472,TSS1500,1
cg19516515,RUSC1,0.295021,TSS200,3
cg07661904,SAR1A,-0.352401,TSS1500,3
cg20785796,SATB2,0.404016,TSS1500,1
cg08677655,SCARF1,0.311627,TSS200,2
cg05818824,SCN4A,-0.299224,TSS1500,2
cg25774643,SCT,0.560193,TSS200,3
cg05177629,SEMG1,-0.318949,TSS1500,3
cg26753302,SERPINB5,-0.351635,TSS200,3
cg07122178,SFRP1,0.308617,TSS1500,3
cg26856289,SFRS13A,-0.306641,TSS1500,3
cg27252696,SIM1,0.491395,TSS1500,1
cg24000908,SLC12A7,-0.348985,TSS1500,2
cg04458776,SLC22A6,-0.333763,TSS1500,2
cg11207307,SLC2A14,0.344293,TSS200,2
cg03226000,SLC6A2,0.353263,TSS200,2
cg06565975,SLURP1,-0.317591,TSS200,3
cg26202762,SNORD115-10,-0.298938,TSS1500,3
cg22407942,SNORD93,-0.385322,TSS1500,3
cg11097433,SORCS1,0.314591,TSS1500,2
cg16428251,SOX14,0.30449,TSS200,1
cg03181248,SP9,0.325384,TSS200,1
cg18247055,SPAG6,0.364251,TSS200,3
cg23146663,SPARC,0.344606,TSS200,3
cg12213062,SPEG,0.350533,TSS200,3
cg18278184,SRGN,0.292183,TSS1500,3
cg07676859,SSTR4,0.327847,TSS200,2
cg17339327,STK19,-0.290585,TSS1500,3
cg18721397,SUB1,-0.349445,TSS1500,3
cg03241461,SVIL,-0.305999,TSS1500,3
cg04608356,SYTL1,-0.300936,TSS200,3
cg17437939,TAC1,0.468589,TSS200,3
cg00875511,TACR3,0.311611,TSS200,2
cg15312264,TBPL2,0.382058,TSS200,3
cg17985646,TBX20,0.548096,TSS200,1
cg03928812,TCN1,-0.358221,TSS1500,3
cg23825092,TDRD1,0.298616,TSS200,3
cg11625005,TERT,0.297604,TSS1500,3
cg10520543,TMEM132B,-0.302653,TSS1500,3
cg02131853,TMEM156,-0.34263,TSS1500,3
cg04111071,TMEM196,0.333303,TSS1500,3
cg07890553,TMEM39A,-0.355922,TSS1500,3
cg16565154,TNFAIP8L2,-0.296277,TSS200,3
cg26530341,TNFRSF10A,-0.358136,TSS1500,2
cg07382920,TP73,0.398054,TSS1500,1
cg15618978,TRIM59,0.323545,TSS1500,3
cg08191854,TRPM2,-0.344689,TSS200,2
cg14709479,TTLL10,0.294239,TSS1500,3
cg03507241,TUBB6,0.37417,TSS1500,3
cg10126205,TWIST1,0.360017,TSS1500,1
cg25612480,UBE2V2,-0.323149,TSS1500,3
cg02778609,UBFD1,-0.305827,TSS1500,3
cg04021697,WDR8,0.475392,TSS1500,3
cg21383810,WIF1,0.293236,TSS1500,3
cg24114556,WNT3,0.383545,TSS1500,3
cg03445287,XPO7,0.313261,TSS200,3
cg17501395,ZC3H12D,-0.300057,TSS200,3
cg23424043,ZC3HAV1,-0.331071,TSS1500,3
cg00663077,ZFP42,0.320994,TSS1500,3
cg01046104,ZIK1,0.298932,TSS200,1
cg11618529,ZNF132,0.300907,TSS1500,1
cg08701621,ZNF135,0.340863,TSS200,1
cg08668790,ZNF154,0.444446,TSS200,1
cg09578475,ZNF177,0.462103,TSS200,1
cg06433694,ZNF285A,0.290051,TSS200,1
cg15060012,ZNF418,0.302307,TSS200,1
cg00674365,ZNF471,0.301999,TSS200,1
cg08271804,ZNF492,0.359109,TSS1500,1
cg05221167,ZNF560,0.371186,TSS200,1
cg23968383,ZNF572,-0.307553,TSS1500,1
cg16731240,ZNF577,0.489119,TSS200,1
cg03289872,ZNF667,0.328144,TSS1500,1
cg19926444,ZNF709,0.307621,TSS200,1
cg14587524,ZNF781,0.392051,TSS200,1
cg10601582,ZNF98,0.306164,TSS200,1
cg14231297,ZSCAN18,0.380015,TSS200,1
